time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance,[DomFlist],DomEst,RelErr
Y,N,N,N,Y,N,Y,Y,Y,Y,Y,215.27,[3N 11Y 10Y ],248.6983,0.1553
Y,N,N,N,N,Y,Y,Y,Y,N,N,204.73,[3N 11N ],242.7643,0.1858
Y,N,Y,Y,Y,Y,Y,N,N,Y,N,231.77,[3Y 11N 10Y ],250.9750,0.0829
Y,N,N,N,N,N,Y,N,N,Y,N,200.66,[3N 11N ],242.7643,0.2098
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,262.11,[3Y 11Y 10Y ],262.2367,0.0005
Y,N,N,N,Y,Y,N,Y,N,N,N,202.94,[3N 11N ],242.7643,0.1962
Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,231.20,[3Y 11N 10Y ],250.9750,0.0855
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,249.57,[3Y 11N 10N ],247.8900,0.0067
Y,Y,N,Y,N,N,N,N,N,N,N,248.17,[3N 11N ],242.7643,0.0218
Y,N,N,Y,Y,N,N,N,N,N,Y,266.32,[3N 11Y 10N ],242.7250,0.0886
Y,Y,N,N,N,N,Y,N,N,Y,Y,230.47,[3N 11Y 10Y ],248.6983,0.0791
Y,N,N,N,N,Y,N,Y,N,N,Y,219.31,[3N 11Y 10N ],242.7250,0.1068
Y,N,N,N,Y,Y,Y,Y,N,Y,N,203.86,[3N 11N ],242.7643,0.1908
Y,Y,N,N,Y,N,Y,Y,Y,N,Y,231.44,[3N 11Y 10N ],242.7250,0.0488
Y,Y,N,N,N,N,Y,N,Y,Y,N,223.68,[3N 11N ],242.7643,0.0853
Y,N,N,Y,Y,N,Y,Y,N,Y,Y,260.82,[3N 11Y 10Y ],248.6983,0.0465
Y,Y,N,Y,N,Y,N,N,N,N,N,242.16,[3N 11N ],242.7643,0.0025
Y,Y,N,N,Y,N,Y,N,Y,Y,N,226.13,[3N 11N ],242.7643,0.0736
Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,254.59,[3N 11Y 10Y ],248.6983,0.0231
Y,Y,Y,Y,N,N,N,N,N,N,Y,253.15,[3Y 11Y 10N ],258.1467,0.0197
Y,N,Y,N,Y,Y,Y,N,N,Y,N,219.87,[3Y 11N 10Y ],250.9750,0.1415
Y,Y,N,Y,N,Y,Y,Y,N,N,Y,250.57,[3N 11Y 10N ],242.7250,0.0313
Y,N,Y,N,N,N,Y,N,Y,Y,N,219.28,[3Y 11N 10Y ],250.9750,0.1445
Y,N,N,N,N,Y,Y,Y,Y,Y,Y,218.59,[3N 11Y 10Y ],248.6983,0.1377
Y,N,Y,N,Y,Y,Y,N,Y,Y,N,220.80,[3Y 11N 10Y ],250.9750,0.1367
Y,N,Y,Y,N,N,Y,N,Y,N,N,227.13,[3Y 11N 10N ],247.8900,0.0914
Y,N,N,N,N,N,N,N,N,N,N,210.44,[3N 11N ],242.7643,0.1536
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,219.91,[3Y 11N 10Y ],250.9750,0.1413
Y,N,Y,N,Y,N,Y,N,N,Y,Y,233.42,[3Y 11Y 10Y ],262.2367,0.1235
Y,Y,N,N,Y,N,Y,N,Y,N,Y,236.98,[3N 11Y 10N ],242.7250,0.0242
Y,N,Y,N,Y,N,Y,N,Y,Y,N,222.37,[3Y 11N 10Y ],250.9750,0.1286
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,267.51,[3Y 11Y 10Y ],262.2367,0.0197
Y,N,Y,Y,Y,N,Y,N,N,N,N,230.80,[3Y 11N 10N ],247.8900,0.0740
Y,N,Y,N,N,N,Y,Y,N,Y,Y,232.65,[3Y 11Y 10Y ],262.2367,0.1272
Y,N,Y,N,N,N,N,Y,N,Y,N,220.40,[3Y 11N 10Y ],250.9750,0.1387
Y,N,N,Y,N,N,Y,Y,Y,N,Y,264.18,[3N 11Y 10N ],242.7250,0.0812
Y,Y,N,N,N,Y,Y,Y,Y,Y,N,230.65,[3N 11N ],242.7643,0.0525
Y,Y,Y,N,N,Y,Y,N,N,N,Y,255.13,[3Y 11Y 10N ],258.1467,0.0118
Y,N,N,N,N,N,Y,N,Y,Y,N,202.23,[3N 11N ],242.7643,0.2004
Y,Y,N,Y,Y,Y,N,Y,N,N,Y,252.89,[3N 11Y 10N ],242.7250,0.0402
Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,237.36,[3Y 11Y 10Y ],262.2367,0.1048
Y,N,N,N,Y,N,N,N,N,N,Y,220.80,[3N 11Y 10N ],242.7250,0.0993
Y,Y,Y,Y,Y,N,N,Y,N,N,Y,268.38,[3Y 11Y 10N ],258.1467,0.0381
Y,N,Y,N,Y,Y,N,N,N,Y,N,218.12,[3Y 11N 10Y ],250.9750,0.1506
Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,231.69,[3Y 11N 10Y ],250.9750,0.0832
Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,236.31,[3Y 11Y 10N ],258.1467,0.0924
Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,253.10,[3Y 11N 10Y ],250.9750,0.0084
Y,N,Y,N,N,N,Y,N,Y,N,N,218.82,[3Y 11N 10N ],247.8900,0.1328
Y,N,N,N,N,Y,N,N,N,N,Y,219.50,[3N 11Y 10N ],242.7250,0.1058
Y,Y,N,N,Y,Y,Y,N,Y,N,Y,236.64,[3N 11Y 10N ],242.7250,0.0257
Y,N,N,Y,Y,N,Y,Y,N,N,Y,259.37,[3N 11Y 10N ],242.7250,0.0642
Y,N,N,Y,N,Y,Y,Y,N,N,N,218.23,[3N 11N ],242.7643,0.1124
Y,Y,Y,N,N,N,Y,Y,N,N,N,242.79,[3Y 11N 10N ],247.8900,0.0210
Y,N,N,Y,Y,N,Y,N,Y,Y,N,212.93,[3N 11N ],242.7643,0.1401
Y,Y,N,N,Y,N,Y,N,Y,Y,Y,233.55,[3N 11Y 10Y ],248.6983,0.0649
Y,N,N,Y,N,Y,Y,Y,Y,N,N,215.47,[3N 11N ],242.7643,0.1267
Y,Y,N,Y,Y,Y,Y,N,N,Y,N,236.23,[3N 11N ],242.7643,0.0277
Y,N,N,N,Y,N,Y,N,Y,Y,Y,218.20,[3N 11Y 10Y ],248.6983,0.1398
Y,Y,N,Y,N,N,Y,Y,Y,Y,N,240.99,[3N 11N ],242.7643,0.0074
Y,N,Y,Y,Y,Y,Y,N,N,N,Y,268.55,[3Y 11Y 10N ],258.1467,0.0387
Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,262.66,[3Y 11Y 10Y ],262.2367,0.0016
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,240.54,[3Y 11N 10N ],247.8900,0.0306
Y,N,Y,N,N,Y,Y,Y,Y,Y,N,223.29,[3Y 11N 10Y ],250.9750,0.1240
Y,N,N,N,N,N,Y,N,Y,N,Y,216.22,[3N 11Y 10N ],242.7250,0.1226
Y,Y,N,N,Y,N,Y,Y,N,N,N,231.80,[3N 11N ],242.7643,0.0473
Y,Y,N,N,N,N,Y,Y,N,N,N,226.50,[3N 11N ],242.7643,0.0718
Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,235.79,[3Y 11Y 10Y ],262.2367,0.1122
Y,N,N,Y,Y,Y,Y,Y,Y,N,N,217.29,[3N 11N ],242.7643,0.1172
Y,N,N,Y,Y,N,Y,Y,Y,N,Y,262.48,[3N 11Y 10N ],242.7250,0.0753
Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,266.39,[3N 11Y 10N ],242.7250,0.0888
Y,Y,N,N,N,N,Y,N,Y,N,N,227.78,[3N 11N ],242.7643,0.0658
Y,N,Y,Y,N,Y,Y,N,Y,N,Y,249.25,[3Y 11Y 10N ],258.1467,0.0357
Y,N,Y,Y,N,N,Y,Y,Y,N,Y,245.50,[3Y 11Y 10N ],258.1467,0.0515
Y,Y,Y,N,Y,Y,N,Y,N,Y,N,240.21,[3Y 11N 10Y ],250.9750,0.0448
Y,Y,N,N,N,Y,Y,N,N,Y,Y,235.70,[3N 11Y 10Y ],248.6983,0.0551
Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,253.51,[3Y 11Y 10Y ],262.2367,0.0344
Y,N,N,Y,N,Y,N,N,N,Y,Y,256.60,[3N 11Y 10Y ],248.6983,0.0308
Y,N,Y,Y,N,N,N,Y,N,Y,N,228.65,[3Y 11N 10Y ],250.9750,0.0976
Y,Y,Y,N,Y,Y,Y,N,N,N,N,246.50,[3Y 11N 10N ],247.8900,0.0056
Y,N,Y,Y,N,Y,N,N,N,N,N,230.54,[3Y 11N 10N ],247.8900,0.0753
Y,N,Y,Y,N,N,Y,N,N,Y,Y,247.25,[3Y 11Y 10Y ],262.2367,0.0606
Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,218.62,[3N 11N ],242.7643,0.1104
Y,Y,N,Y,N,N,Y,N,N,Y,Y,246.38,[3N 11Y 10Y ],248.6983,0.0094
Y,N,Y,N,N,Y,Y,Y,N,N,N,220.57,[3Y 11N 10N ],247.8900,0.1239
Y,Y,N,Y,Y,N,Y,N,N,N,Y,252.43,[3N 11Y 10N ],242.7250,0.0384
Y,Y,Y,Y,N,N,Y,N,Y,Y,N,249.81,[3Y 11N 10Y ],250.9750,0.0047
Y,N,N,N,Y,Y,N,N,N,N,Y,218.73,[3N 11Y 10N ],242.7250,0.1097
Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,241.78,[3Y 11N 10Y ],250.9750,0.0380
Y,N,N,Y,N,N,Y,N,Y,N,N,212.94,[3N 11N ],242.7643,0.1401
Y,N,N,N,Y,Y,Y,N,N,Y,N,206.12,[3N 11N ],242.7643,0.1778
Y,Y,Y,N,N,N,Y,Y,Y,N,N,236.89,[3Y 11N 10N ],247.8900,0.0464
Y,N,Y,N,Y,Y,Y,N,Y,N,N,220.37,[3Y 11N 10N ],247.8900,0.1249
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,247.31,[3Y 11Y 10N ],258.1467,0.0438
Y,Y,N,N,N,Y,Y,N,Y,Y,Y,234.67,[3N 11Y 10Y ],248.6983,0.0598
Y,N,N,N,Y,N,Y,N,N,Y,N,201.70,[3N 11N ],242.7643,0.2036
Y,N,Y,N,N,N,N,N,N,Y,N,216.40,[3Y 11N 10Y ],250.9750,0.1598
Y,Y,Y,Y,Y,Y,N,Y,N,N,N,254.89,[3Y 11N 10N ],247.8900,0.0275
Y,N,Y,Y,N,N,Y,N,Y,N,Y,248.43,[3Y 11Y 10N ],258.1467,0.0391
Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,251.79,[3Y 11Y 10Y ],262.2367,0.0415
Y,N,Y,N,Y,Y,Y,Y,N,Y,N,220.82,[3Y 11N 10Y ],250.9750,0.1366
Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,250.60,[3Y 11Y 10N ],258.1467,0.0301
Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,264.40,[3N 11Y 10Y ],248.6983,0.0594
Y,N,N,Y,Y,N,Y,N,Y,N,Y,257.17,[3N 11Y 10N ],242.7250,0.0562
Y,N,N,Y,Y,N,Y,N,Y,Y,N,213.85,[3N 11N ],242.7643,0.1352
Y,N,N,Y,N,N,Y,Y,N,Y,N,211.19,[3N 11N ],242.7643,0.1495
Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,264.16,[3Y 11Y 10Y ],262.2367,0.0073
Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,234.65,[3Y 11Y 10Y ],262.2367,0.1176
Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,268.80,[3Y 11Y 10Y ],262.2367,0.0244
Y,N,N,Y,N,Y,N,N,N,N,Y,266.19,[3N 11Y 10N ],242.7250,0.0882
Y,Y,Y,N,N,N,Y,N,N,N,N,244.50,[3Y 11N 10N ],247.8900,0.0139
Y,N,N,Y,N,N,Y,N,Y,N,N,209.70,[3N 11N ],242.7643,0.1577
Y,N,N,N,N,Y,Y,Y,Y,Y,N,206.35,[3N 11N ],242.7643,0.1765
Y,N,N,Y,Y,N,N,N,N,Y,N,208.99,[3N 11N ],242.7643,0.1616
Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,269.47,[3Y 11Y 10N ],258.1467,0.0420
Y,N,N,N,Y,N,N,N,N,N,N,208.47,[3N 11N ],242.7643,0.1645
Y,Y,N,N,N,N,N,N,N,Y,Y,228.30,[3N 11Y 10Y ],248.6983,0.0893
Y,N,N,N,Y,N,Y,Y,Y,Y,Y,219.87,[3N 11Y 10Y ],248.6983,0.1311
Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,251.81,[3Y 11Y 10N ],258.1467,0.0252
Y,N,Y,N,N,Y,Y,Y,Y,N,Y,235.73,[3Y 11Y 10N ],258.1467,0.0951
Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,257.17,[3Y 11N 10Y ],250.9750,0.0241
Y,N,N,Y,Y,N,Y,Y,N,Y,N,212.45,[3N 11N ],242.7643,0.1427
Y,N,Y,N,Y,Y,N,Y,N,Y,N,221.86,[3Y 11N 10Y ],250.9750,0.1312
Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,247.26,[3Y 11Y 10Y ],262.2367,0.0606
Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,248.63,[3Y 11Y 10N ],258.1467,0.0383
Y,N,N,N,N,N,Y,Y,N,Y,Y,215.29,[3N 11Y 10Y ],248.6983,0.1552
Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,243.12,[3Y 11N 10Y ],250.9750,0.0323
Y,Y,N,Y,Y,N,Y,N,N,N,N,240.83,[3N 11N ],242.7643,0.0080
Y,N,N,N,N,N,Y,Y,Y,Y,N,205.99,[3N 11N ],242.7643,0.1785
Y,N,Y,N,N,N,N,N,N,N,Y,257.33,[3Y 11Y 10N ],258.1467,0.0032
Y,Y,Y,Y,Y,N,Y,N,N,N,N,254.34,[3Y 11N 10N ],247.8900,0.0254
Y,Y,N,N,Y,N,N,N,N,N,Y,256.22,[3N 11Y 10N ],242.7250,0.0527
Y,N,N,N,N,N,Y,Y,Y,Y,Y,214.33,[3N 11Y 10Y ],248.6983,0.1604
Y,N,Y,N,N,N,Y,Y,Y,N,N,217.29,[3Y 11N 10N ],247.8900,0.1408
Y,N,N,Y,N,N,N,Y,N,N,N,213.18,[3N 11N ],242.7643,0.1388
Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,223.52,[3Y 11N 10N ],247.8900,0.1090
Y,Y,N,Y,Y,Y,Y,Y,N,N,N,258.50,[3N 11N ],242.7643,0.0609
Y,Y,N,N,Y,Y,Y,N,Y,N,N,227.91,[3N 11N ],242.7643,0.0652
Y,N,N,N,N,Y,Y,N,Y,N,Y,215.19,[3N 11Y 10N ],242.7250,0.1280
Y,N,Y,N,Y,N,Y,Y,Y,N,N,221.44,[3Y 11N 10N ],247.8900,0.1194
Y,Y,N,Y,N,Y,Y,N,N,N,Y,253.39,[3N 11Y 10N ],242.7250,0.0421
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,250.45,[3Y 11Y 10N ],258.1467,0.0307
Y,N,N,Y,N,Y,N,N,N,N,N,218.15,[3N 11N ],242.7643,0.1128
Y,N,Y,N,N,N,Y,N,Y,N,Y,232.00,[3Y 11Y 10N ],258.1467,0.1127
Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,248.90,[3Y 11Y 10Y ],262.2367,0.0536
Y,N,N,N,N,Y,N,Y,N,Y,Y,214.65,[3N 11Y 10Y ],248.6983,0.1586
Y,Y,N,N,N,N,Y,N,N,N,Y,237.13,[3N 11Y 10N ],242.7250,0.0236
Y,Y,N,Y,Y,Y,N,N,N,Y,Y,246.94,[3N 11Y 10Y ],248.6983,0.0071
Y,Y,N,N,N,Y,N,Y,N,N,N,231.34,[3N 11N ],242.7643,0.0494
Y,N,Y,Y,N,N,Y,Y,N,N,N,232.76,[3Y 11N 10N ],247.8900,0.0650
Y,Y,N,Y,N,Y,N,N,N,Y,Y,245.79,[3N 11Y 10Y ],248.6983,0.0118
Y,N,Y,N,N,Y,Y,N,Y,N,N,219.97,[3Y 11N 10N ],247.8900,0.1269
Y,N,N,N,Y,N,Y,N,Y,N,Y,215.85,[3N 11Y 10N ],242.7250,0.1245
Y,N,Y,N,Y,Y,Y,N,Y,Y,N,222.56,[3Y 11N 10Y ],250.9750,0.1277
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,223.42,[3Y 11N 10Y ],250.9750,0.1233
Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,248.58,[3Y 11Y 10Y ],262.2367,0.0549
Y,Y,Y,N,Y,N,Y,N,N,N,N,244.49,[3Y 11N 10N ],247.8900,0.0139
Y,Y,N,N,N,N,Y,Y,Y,Y,Y,237.90,[3N 11Y 10Y ],248.6983,0.0454
Y,N,N,N,Y,Y,Y,N,N,N,Y,218.96,[3N 11Y 10N ],242.7250,0.1085
Y,Y,Y,Y,Y,N,Y,N,Y,N,N,248.89,[3Y 11N 10N ],247.8900,0.0040
Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,236.84,[3N 11N ],242.7643,0.0250
Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,265.82,[3Y 11Y 10Y ],262.2367,0.0135
Y,N,N,N,N,Y,Y,Y,Y,Y,Y,219.37,[3N 11Y 10Y ],248.6983,0.1337
Y,N,N,Y,Y,Y,Y,N,Y,Y,N,215.73,[3N 11N ],242.7643,0.1253
Y,Y,N,Y,Y,N,N,N,N,Y,Y,245.21,[3N 11Y 10Y ],248.6983,0.0142
Y,N,Y,N,N,Y,N,Y,N,N,Y,235.85,[3Y 11Y 10N ],258.1467,0.0945
Y,N,N,N,N,Y,Y,N,N,Y,N,205.36,[3N 11N ],242.7643,0.1821
Y,N,N,Y,Y,N,N,Y,N,Y,Y,257.68,[3N 11Y 10Y ],248.6983,0.0349
Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,241.83,[3Y 11N 10N ],247.8900,0.0251
Y,N,Y,N,N,N,N,N,N,Y,Y,230.74,[3Y 11Y 10Y ],262.2367,0.1365
Y,Y,N,Y,N,N,Y,Y,N,N,Y,255.17,[3N 11Y 10N ],242.7250,0.0488
Y,Y,N,Y,Y,Y,Y,N,N,N,N,256.97,[3N 11N ],242.7643,0.0553
Y,Y,Y,Y,N,Y,N,Y,N,N,N,253.26,[3Y 11N 10N ],247.8900,0.0212
Y,Y,Y,N,N,N,N,N,N,N,Y,238.23,[3Y 11Y 10N ],258.1467,0.0836
Y,N,N,N,N,Y,Y,Y,N,N,Y,215.48,[3N 11Y 10N ],242.7250,0.1264
Y,N,Y,Y,Y,Y,Y,N,Y,N,N,229.21,[3Y 11N 10N ],247.8900,0.0815
Y,N,Y,N,Y,Y,N,Y,N,N,N,222.90,[3Y 11N 10N ],247.8900,0.1121
Y,Y,Y,N,N,N,N,Y,N,N,N,242.92,[3Y 11N 10N ],247.8900,0.0205
Y,N,Y,N,N,Y,Y,N,N,N,N,222.52,[3Y 11N 10N ],247.8900,0.1140
Y,N,Y,Y,N,N,Y,Y,N,Y,Y,247.43,[3Y 11Y 10Y ],262.2367,0.0598
Y,Y,N,N,N,N,Y,Y,Y,Y,Y,234.10,[3N 11Y 10Y ],248.6983,0.0624
Y,Y,Y,N,N,N,Y,Y,Y,Y,N,241.70,[3Y 11N 10Y ],250.9750,0.0384
Y,Y,N,Y,N,Y,Y,Y,N,N,N,237.69,[3N 11N ],242.7643,0.0213
Y,N,Y,Y,Y,Y,N,Y,N,N,Y,250.61,[3Y 11Y 10N ],258.1467,0.0301
Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,252.51,[3Y 11N 10Y ],250.9750,0.0061
Y,Y,N,Y,N,N,N,Y,N,Y,Y,247.63,[3N 11Y 10Y ],248.6983,0.0043
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,230.31,[3N 11N ],242.7643,0.0541
Y,N,N,N,Y,Y,Y,N,Y,Y,N,204.96,[3N 11N ],242.7643,0.1844
Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,250.24,[3Y 11Y 10Y ],262.2367,0.0479
Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,250.49,[3Y 11N 10N ],247.8900,0.0104
Y,N,Y,N,N,N,N,Y,N,N,Y,234.27,[3Y 11Y 10N ],258.1467,0.1019
Y,N,Y,Y,N,Y,N,N,N,Y,N,226.13,[3Y 11N 10Y ],250.9750,0.1099
Y,N,Y,Y,N,N,Y,Y,Y,Y,N,227.15,[3Y 11N 10Y ],250.9750,0.1049
Y,N,N,N,Y,Y,Y,Y,N,N,Y,216.91,[3N 11Y 10N ],242.7250,0.1190
Y,N,N,N,Y,N,N,Y,N,Y,N,204.50,[3N 11N ],242.7643,0.1871
Y,Y,Y,N,Y,Y,Y,Y,N,N,N,244.61,[3Y 11N 10N ],247.8900,0.0134
Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,242.74,[3Y 11N 10Y ],250.9750,0.0339
Y,Y,Y,N,N,N,Y,Y,N,Y,Y,248.34,[3Y 11Y 10Y ],262.2367,0.0560
Y,N,N,N,N,Y,Y,N,N,N,N,205.21,[3N 11N ],242.7643,0.1830
Y,Y,N,N,N,Y,Y,N,Y,Y,N,229.24,[3N 11N ],242.7643,0.0590
Y,Y,N,N,N,Y,N,N,N,N,Y,238.75,[3N 11Y 10N ],242.7250,0.0166
Y,Y,N,N,N,Y,N,Y,N,Y,Y,231.89,[3N 11Y 10Y ],248.6983,0.0725
Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,229.55,[3Y 11N 10Y ],250.9750,0.0933
Y,N,N,N,Y,N,N,Y,N,N,N,204.69,[3N 11N ],242.7643,0.1860
Y,Y,N,Y,N,N,Y,N,Y,N,Y,252.13,[3N 11Y 10N ],242.7250,0.0373
Y,Y,N,Y,Y,Y,Y,N,Y,N,N,242.46,[3N 11N ],242.7643,0.0013
Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,215.95,[3N 11N ],242.7643,0.1242
Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,249.34,[3Y 11N 10Y ],250.9750,0.0066
Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,249.36,[3Y 11Y 10Y ],262.2367,0.0516
Y,Y,N,Y,N,Y,Y,N,Y,N,Y,248.60,[3N 11Y 10N ],242.7250,0.0236
Y,Y,Y,N,N,Y,Y,N,N,Y,N,240.34,[3Y 11N 10Y ],250.9750,0.0442
Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,236.89,[3N 11N ],242.7643,0.0248
Y,N,Y,N,Y,N,Y,N,Y,N,N,219.40,[3Y 11N 10N ],247.8900,0.1299
Y,Y,Y,N,Y,N,N,N,N,Y,Y,247.80,[3Y 11Y 10Y ],262.2367,0.0583
Y,N,N,Y,Y,N,Y,N,N,N,N,214.34,[3N 11N ],242.7643,0.1326
Y,N,Y,N,Y,N,Y,Y,N,Y,N,219.63,[3Y 11N 10Y ],250.9750,0.1427
Y,N,Y,Y,N,N,Y,Y,Y,N,Y,250.12,[3Y 11Y 10N ],258.1467,0.0321
Y,N,Y,N,Y,Y,N,Y,N,Y,Y,233.15,[3Y 11Y 10Y ],262.2367,0.1248
Y,N,N,N,N,Y,Y,Y,N,Y,Y,216.27,[3N 11Y 10Y ],248.6983,0.1499
Y,Y,Y,N,Y,Y,Y,N,Y,N,N,241.23,[3Y 11N 10N ],247.8900,0.0276
Y,N,Y,N,Y,N,Y,N,Y,N,Y,232.47,[3Y 11Y 10N ],258.1467,0.1105
Y,Y,N,N,N,N,Y,N,Y,Y,N,226.57,[3N 11N ],242.7643,0.0715
Y,N,Y,N,Y,N,N,N,N,Y,Y,231.32,[3Y 11Y 10Y ],262.2367,0.1337
Y,Y,N,Y,N,N,Y,Y,N,Y,N,233.43,[3N 11N ],242.7643,0.0400
Y,Y,Y,N,N,N,N,Y,N,Y,Y,249.50,[3Y 11Y 10Y ],262.2367,0.0510
Y,Y,N,Y,N,N,Y,Y,N,N,N,238.78,[3N 11N ],242.7643,0.0167
Y,N,N,N,N,Y,Y,Y,Y,N,N,204.96,[3N 11N ],242.7643,0.1844
Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,251.98,[3Y 11Y 10Y ],262.2367,0.0407
Y,N,Y,Y,N,N,Y,N,N,N,Y,250.16,[3Y 11Y 10N ],258.1467,0.0319
Y,Y,N,N,Y,Y,N,N,N,N,N,229.86,[3N 11N ],242.7643,0.0561
Y,Y,Y,N,N,Y,Y,Y,N,N,N,247.28,[3Y 11N 10N ],247.8900,0.0025
Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,263.58,[3N 11Y 10N ],242.7250,0.0791
Y,N,N,N,Y,Y,Y,N,Y,Y,Y,218.40,[3N 11Y 10Y ],248.6983,0.1387
Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,259.26,[3Y 11Y 10Y ],262.2367,0.0115
Y,N,N,N,Y,N,Y,Y,N,Y,Y,215.96,[3N 11Y 10Y ],248.6983,0.1516
Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,250.23,[3N 11Y 10Y ],248.6983,0.0061
Y,N,N,Y,Y,N,N,Y,N,Y,N,209.84,[3N 11N ],242.7643,0.1569
Y,N,Y,Y,N,N,Y,Y,Y,N,N,230.69,[3Y 11N 10N ],247.8900,0.0746
