Check_none,Check_crc64,Check_sha256,Check_crc32,Preset_0,Preset_-2,Preset_-5,Preset_-6,Preset_-7,Preset_-8,Preset_-9,Preset_-3,Preset_-1,Preset_-4,extreme,sparse,PERF
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,78.842
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17.392
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.39
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,77.99
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,77.918
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,22.776
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.80
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,82.94
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,83.296
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30.238
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.236
