Check_none,Check_crc64,Check_sha256,Check_crc32,Preset_0,Preset_-2,Preset_-5,Preset_-6,Preset_-7,Preset_-8,Preset_-9,Preset_-3,Preset_-1,Preset_-4,extreme,sparse,PERF
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,120.972
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,120.79
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,55.198
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,55.202
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,121.574
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,121.504
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,55.898
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55.944
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,103.384
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,91.114
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,91.144
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10.452
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10.46
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,103.554
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,103.512
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,14.226
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14.224
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,108.824
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,108.706
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,103.344
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,18.348
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18.364
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,105.634
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,105.69
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,23.54
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,23.534
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,112.99
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,112.892
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.134
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,34.098
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14.138
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,108.326
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,108.344
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,42.988
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,43.012
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,117.852
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,117.804
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,54.282
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,54.296
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,120.396
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,120.388
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.136
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,54.828
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,54.79
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,120.86
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,120.866
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,55.348
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,55.33
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,121.592
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,121.644
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,56.018
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,56.014
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,108.548
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,91.202
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,91.188
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10.542
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.526
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,103.646
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,103.588
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,14.294
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.284
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,108.762
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,108.746
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,108.606
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,18.424
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.428
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,105.684
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,105.686
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23.60
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.606
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,113.17
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,113.036
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34.20
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.214
