Check_none,Check_crc64,Check_sha256,Check_crc32,Preset_0,Preset_-2,Preset_-5,Preset_-6,Preset_-7,Preset_-8,Preset_-9,Preset_-3,Preset_-1,Preset_-4,extreme,sparse,PERF
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.50
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,27.298
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27.212
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11.528
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.644
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,29.69
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29.28
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.49
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14.44
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,30.448
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30.164
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.622
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.626
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.622
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,30.246
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30.754
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.78
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.778
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,31.254
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30.562
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14.874
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.056
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,25.092
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,22.74
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,22.488
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.606
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.602
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,25.316
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,25.118
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2.998
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.088
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,26.966
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,26.77
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.07
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4.156
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.15
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,26.478
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,27.098
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5.47
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.472
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,28.34
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,28.356
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,9.026
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.156
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.966
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,27.464
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,27.492
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,11.66
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.532
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,29.776
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,29.384
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,14.48
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14.87
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,30.098
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30.094
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.97
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,14.86
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14.644
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,30.692
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,30.436
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,14.95
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.95
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,30.774
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,30.63
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,15.06
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14.916
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,27.184
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,22.652
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,23.304
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.592
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.542
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,25.356
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25.142
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.01
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.012
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,26.812
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26.826
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27.668
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.206
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.314
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,26.50
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,26.508
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.51
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.498
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,28.176
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,28.36
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9.312
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.05
