no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,431.000
Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,588.670
Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,414.230
Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,261.077
Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,485.537
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,295.257
Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,249.497
Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,367.543
Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,537.153
Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,705.453
Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,276.103
Y,N,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,739.903
Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,561.790
Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,630.577
Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,491.237
Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,249.607
Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,422.647
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,463.240
Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,279.150
Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,585.350
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,361.703
Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,506.930
Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,784.020
