no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,291.173
Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,433.860
Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,279.903
Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,496.780
Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,407.687
Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,251.637
Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,287.037
Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,251.860
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,643.983
Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,275.407
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,455.400
Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,364.760
Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,608.680
Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,615.060
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,246.273
Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,556.307
Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,616.687
Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,455.680
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,279.193
Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,369.463
Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,251.823
Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,256.720
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,363.937
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,492.130
Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,368.987
Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,432.770
Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,497.333
Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,408.750
Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,651.287
Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,561.960
Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,610.957
Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,408.073
Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,428.413
Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,256.340
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,615.093
Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,456.707
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,498.490
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,286.337
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,413.880
Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,291.210
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,433.000
Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,433.693
