no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,607.377
Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,449.383
Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,537.143
Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,665.223
Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,817.353
Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,644.357
Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,690.217
Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,741.887
Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,612.643
Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,263.363
Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,380.147
Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,714.667
Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,571.51
Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,444.6
Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,487.373
Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,576.217
Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,440.41
Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,671.4
Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,428.16
Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,652.653
Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,581.513
Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,781.163
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,462.473
Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,666.33
Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,711.233
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,361.703
Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,517.123
Y,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,590.18
Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,613.447
Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,362.613
Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,485.59
Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,544.58
Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,575.7
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,268.207
Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,259.807
Y,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,742.463
Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,268.557
Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,262.61
Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,413.913
Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,310.673
Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,416.263
Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,714.667
Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,429.643
Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,498.827
Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,430.697
Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,611.043
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,652.55
Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,492.127
Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,511.733
Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,305.5
Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,383.89
Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,305.433
Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,382.98
Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,299.96
Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,275.96
Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,433.153
Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,299.797
Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,783.783
Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,380.277
Y,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,712.54
Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,484.853
Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,494.257
Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,380.147
Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,666.25
Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,715.993
Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,494.267
Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,254.587
Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,707.597
Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,783.777
Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,509.803
Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,263.363
Y,Y,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,287.113
Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,487.117
Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,253.08
Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,486.637
Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,510.837
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,444.38
Y,N,Y,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,N,262.567
Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,299.69
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,462.473
Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,476.863
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,256.82
Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,508.34
Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,492.427
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,508.623
Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,726.6
Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,268.11
Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,687.6
Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,263.643
Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,286.44
Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,509.523
Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,379.4
Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,645.38
Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,680.563
Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,310.287
Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,482.877
Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,807.017
Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,275.417
Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,448.53
Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,486.827
Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,604.917
Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,276.027
Y,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,N,270.153
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,652.55
Y,N,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,732.007
Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,544.58
Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,439.02
Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,683.42
Y,N,Y,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,266.483
Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,427.477
Y,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,295.68
Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,299.85
Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,278.077
Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,573.4
Y,N,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,260.41
Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,269.95
Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,291.62
Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,521.51
Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,616.133
Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,604.483
Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,383.26
Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,295.36
Y,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,295.577
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,286.337
Y,N,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,505.857
Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,263.847
Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,672.207
Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,486.973
Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,687.6
Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,380.277
Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,287.06
Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,706.063
Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,476.953
Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,365.04
Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,368.63
Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,425.247
Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,493.44
Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,741.887
Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,666.493
Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,514.17
Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,715.993
Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,517.123
Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,299.907
Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,275.923
Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,683.52
Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,416.263
Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,671.4
Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,419.397
Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,256.72
Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,291.577
Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,299.77
Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,279.927
Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,432.757
Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,487.583
Y,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,818.04
Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,432.77
Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,270.09
Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,424.49
Y,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,515.663
Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,576.277
Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,607.033
Y,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,742.463
Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,310.263
Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,433.693
Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,254.82
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,291.067
Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,259.963
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,476.127
Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,N,257.463
Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,275.973
Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,286.427
Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,260.38
Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,432.667
Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,437.92
Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,680.557
Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,493.44
Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,414.833
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,244.23
Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,556.327
Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,368.63
Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,449.383
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,291.66
Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,535.8
Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,607.7
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,246.273
Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,445.457
Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,413.913
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,407.757
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,305
Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,432.773
Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,509.273
Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,780.657
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,652.55
Y,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,515.663
Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,383.26
Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,286.43
Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,562.57
Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,645.54
Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,295.427
Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,275.417
Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,817.353
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,291.61
Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,609.33
Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,446.68
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,444.38
Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,494.233
Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,490.473
Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,571.35
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,665.23
Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,510.01
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,455.513
Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,299.867
