no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,521.443
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,279.267
Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,259.84
Y,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,587.24
Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,613.763
Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,780.757
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,498.49
Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,510.837
Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,715.993
Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,573.63
Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,482.877
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,286.337
Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,588.2
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,290.917
Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,254.733
Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,561.933
Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,291.577
Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,310.673
Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,519.413
Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,299.77
Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,432.03
Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,367.067
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,427.66
Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,672.137
Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,575.553
Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,286.287
Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,514.17
Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,414.67
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,279.81
Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,488.26
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,555.203
Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,631.053
Y,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,262.233
Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,562.923
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,643.983
Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,561.96
Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,706.59
Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,246.237
Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,486.817
Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,462.627
Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,305.283
Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,279.083
