Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,Y,Y,Y,N,N,N,Y,1050,[6N 7N ],2510.0000,1.3905
Y,Y,Y,Y,N,Y,N,Y,N,1890,[6Y 2Y 7N ],2020.0000,0.0688
Y,Y,Y,Y,Y,Y,N,N,N,1920,[6Y 2Y 7N ],2020.0000,0.0521
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[6N 7Y ],2325.0000,0.0616
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[6Y 2N ],2088.0000,0.7846
Y,N,N,Y,Y,N,Y,N,N,1170,[6N 7Y ],2325.0000,0.9872
Y,Y,N,Y,Y,Y,Y,Y,N,990,[6Y 2Y 7Y ],1880.0000,0.8990
Y,Y,N,N,N,N,Y,Y,N,1020,[6N 7Y ],2325.0000,1.2794
Y,Y,N,N,Y,N,Y,Y,N,1050,[6N 7Y ],2325.0000,1.2143
Y,N,N,Y,Y,Y,N,N,N,1200,[6Y 2N ],2088.0000,0.7400
Y,N,N,N,Y,N,Y,N,Y,1200,[6N 7Y ],2325.0000,0.9375
Y,Y,N,Y,Y,Y,N,N,N,960,[6Y 2Y 7N ],2020.0000,1.1042
Y,N,N,Y,Y,Y,N,Y,N,1260,[6Y 2N ],2088.0000,0.6571
Y,Y,N,Y,Y,N,Y,Y,N,1080,[6N 7Y ],2325.0000,1.1528
Y,Y,N,N,N,N,Y,N,N,900,[6N 7Y ],2325.0000,1.5833
Y,N,Y,Y,N,Y,Y,N,Y,1230,[6Y 2N ],2088.0000,0.6976
Y,Y,N,Y,N,Y,N,N,Y,930,[6Y 2Y 7N ],2020.0000,1.1720
Y,Y,N,Y,N,Y,Y,Y,N,960,[6Y 2Y 7Y ],1880.0000,0.9583
Y,N,N,N,N,N,Y,Y,N,1290,[6N 7Y ],2325.0000,0.8023
Y,N,Y,N,N,Y,N,N,Y,1230,[6Y 2N ],2088.0000,0.6976
Y,Y,N,Y,N,N,N,N,N,1050,[6N 7N ],2510.0000,1.3905
Y,Y,Y,N,N,Y,Y,Y,N,1860,[6Y 2Y 7Y ],1880.0000,0.0108
Y,Y,Y,Y,N,N,Y,N,N,2010,[6N 7Y ],2325.0000,0.1567
Y,Y,Y,N,Y,N,N,N,Y,1320,[6N 7N ],2510.0000,0.9015
Y,N,N,Y,Y,Y,Y,Y,N,1230,[6Y 2N ],2088.0000,0.6976
Y,N,N,Y,Y,N,N,N,N,1350,[6N 7N ],2510.0000,0.8593
Y,Y,N,Y,N,N,Y,N,N,960,[6N 7Y ],2325.0000,1.4219
Y,N,Y,Y,N,Y,Y,Y,N,1980,[6Y 2N ],2088.0000,0.0545
Y,Y,Y,N,N,Y,N,N,N,1710,[6Y 2Y 7N ],2020.0000,0.1813
Y,N,Y,N,N,N,Y,Y,N,2250,[6N 7Y ],2325.0000,0.0333
Y,Y,N,N,Y,N,Y,N,N,930,[6N 7Y ],2325.0000,1.5000
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[6Y 2Y 7N ],2020.0000,0.0381
Y,Y,Y,N,Y,N,Y,N,N,1890,[6N 7Y ],2325.0000,0.2302
Y,N,Y,N,Y,Y,Y,Y,N,2100,[6Y 2N ],2088.0000,0.0057
Y,N,N,Y,Y,N,N,N,Y,1200,[6N 7N ],2510.0000,1.0917
Y,N,Y,N,Y,Y,Y,N,Y,1230,[6Y 2N ],2088.0000,0.6976
Y,N,Y,N,N,N,N,Y,N,2490,[6N 7N ],2510.0000,0.0080
Y,Y,Y,N,Y,Y,N,N,Y,1080,[6Y 2Y 7N ],2020.0000,0.8704
Y,N,Y,Y,N,N,N,N,N,2220,[6N 7N ],2510.0000,0.1306
Y,Y,Y,Y,Y,N,Y,N,N,2070,[6N 7Y ],2325.0000,0.1232
Y,Y,N,N,Y,N,Y,N,Y,960,[6N 7Y ],2325.0000,1.4219
Y,Y,N,N,N,Y,Y,N,Y,870,[6Y 2Y 7Y ],1880.0000,1.1609
Y,N,Y,N,N,N,Y,N,N,1920,[6N 7Y ],2325.0000,0.2109
Y,Y,Y,N,N,Y,Y,N,N,1620,[6Y 2Y 7Y ],1880.0000,0.1605
Y,N,N,Y,N,Y,Y,N,N,1080,[6Y 2N ],2088.0000,0.9333
Y,N,N,N,N,Y,N,N,N,1080,[6Y 2N ],2088.0000,0.9333
Y,Y,N,N,N,Y,N,Y,N,1020,[6Y 2Y 7N ],2020.0000,0.9804
Y,Y,N,N,N,Y,N,N,Y,930,[6Y 2Y 7N ],2020.0000,1.1720
Y,N,N,N,Y,Y,N,Y,N,1320,[6Y 2N ],2088.0000,0.5818
Y,N,N,N,Y,N,N,Y,N,1410,[6N 7N ],2510.0000,0.7801
Y,Y,N,N,Y,Y,N,N,Y,930,[6Y 2Y 7N ],2020.0000,1.1720
Y,Y,Y,Y,N,N,N,N,N,2130,[6N 7N ],2510.0000,0.1784
Y,N,Y,Y,N,Y,N,Y,N,2100,[6Y 2N ],2088.0000,0.0057
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[6Y 2Y 7Y ],1880.0000,0.2789
Y,N,Y,Y,N,N,Y,N,N,2130,[6N 7Y ],2325.0000,0.0915
Y,Y,Y,Y,N,Y,N,N,Y,1080,[6Y 2Y 7N ],2020.0000,0.8704
Y,N,N,Y,N,N,Y,N,Y,1140,[6N 7Y ],2325.0000,1.0395
Y,Y,Y,N,Y,Y,N,Y,N,2070,[6Y 2Y 7N ],2020.0000,0.0242
Y,Y,N,Y,Y,Y,Y,N,N,900,[6Y 2Y 7Y ],1880.0000,1.0889
Y,N,Y,N,N,N,Y,N,Y,1350,[6N 7Y ],2325.0000,0.7222
Y,Y,Y,N,N,Y,N,Y,N,1980,[6Y 2Y 7N ],2020.0000,0.0202
Y,N,Y,N,N,Y,N,N,N,1770,[6Y 2N ],2088.0000,0.1797
Y,Y,N,N,N,Y,Y,N,N,840,[6Y 2Y 7Y ],1880.0000,1.2381
Y,Y,N,Y,N,Y,N,Y,N,990,[6Y 2Y 7N ],2020.0000,1.0404
Y,Y,Y,N,N,N,Y,N,Y,1020,[6N 7Y ],2325.0000,1.2794
Y,N,N,N,N,Y,N,Y,N,1260,[6Y 2N ],2088.0000,0.6571
Y,N,N,Y,Y,N,Y,N,Y,1230,[6N 7Y ],2325.0000,0.8902
Y,N,Y,N,N,Y,N,Y,N,2130,[6Y 2N ],2088.0000,0.0197
Y,N,Y,Y,Y,N,Y,Y,N,2430,[6N 7Y ],2325.0000,0.0432
Y,Y,Y,N,N,N,N,N,N,1950,[6N 7N ],2510.0000,0.2872
Y,Y,N,Y,Y,Y,N,N,Y,930,[6Y 2Y 7N ],2020.0000,1.1720
Y,Y,Y,N,Y,Y,Y,N,N,1680,[6Y 2Y 7Y ],1880.0000,0.1190
Y,N,N,N,Y,Y,N,N,Y,1200,[6Y 2N ],2088.0000,0.7400
Y,N,N,Y,Y,N,Y,Y,N,1380,[6N 7Y ],2325.0000,0.6848
Y,N,N,Y,N,Y,Y,Y,N,1140,[6Y 2N ],2088.0000,0.8316
Y,N,N,N,N,N,N,Y,N,1410,[6N 7N ],2510.0000,0.7801
Y,Y,N,N,Y,N,N,N,Y,1020,[6N 7N ],2510.0000,1.4608
Y,N,N,N,N,Y,Y,N,N,1020,[6Y 2N ],2088.0000,1.0471
Y,Y,Y,N,N,Y,N,N,Y,1200,[6Y 2Y 7N ],2020.0000,0.6833
Y,Y,Y,N,N,N,Y,Y,N,2160,[6N 7Y ],2325.0000,0.0764
Y,N,N,N,Y,Y,Y,N,N,990,[6Y 2N ],2088.0000,1.1091
Y,N,Y,N,Y,N,N,N,N,2100,[6N 7N ],2510.0000,0.1952
Y,N,N,N,Y,Y,Y,Y,N,1230,[6Y 2N ],2088.0000,0.6976
Y,N,N,N,N,N,Y,N,N,1110,[6N 7Y ],2325.0000,1.0946
Y,N,N,Y,N,Y,Y,N,Y,1050,[6Y 2N ],2088.0000,0.9886
Y,N,Y,N,Y,Y,N,Y,N,2190,[6Y 2N ],2088.0000,0.0466
Y,Y,Y,Y,N,N,Y,N,Y,1170,[6N 7Y ],2325.0000,0.9872
Y,N,Y,Y,N,Y,N,N,Y,1020,[6Y 2N ],2088.0000,1.0471
Y,N,Y,N,N,N,N,N,N,2040,[6N 7N ],2510.0000,0.2304
Y,N,Y,Y,Y,N,Y,N,Y,1110,[6N 7Y ],2325.0000,1.0946
Y,N,N,N,N,Y,Y,Y,N,1140,[6Y 2N ],2088.0000,0.8316
Y,Y,N,N,Y,N,N,N,N,960,[6N 7N ],2510.0000,1.6146
Y,N,N,Y,Y,N,N,Y,N,1470,[6N 7N ],2510.0000,0.7075
Y,N,Y,N,Y,N,N,N,Y,1380,[6N 7N ],2510.0000,0.8188
Y,N,N,Y,N,N,N,N,N,1320,[6N 7N ],2510.0000,0.9015
Y,Y,N,Y,Y,N,Y,N,N,990,[6N 7Y ],2325.0000,1.3485
Y,Y,Y,N,N,N,Y,N,N,1830,[6N 7Y ],2325.0000,0.2705
Y,Y,Y,Y,Y,N,N,N,N,2220,[6N 7N ],2510.0000,0.1306
Y,N,N,N,N,Y,N,N,Y,1050,[6Y 2N ],2088.0000,0.9886
Y,N,N,N,N,N,N,N,Y,1230,[6N 7N ],2510.0000,1.0407
Y,N,Y,N,Y,N,Y,N,N,1950,[6N 7Y ],2325.0000,0.1923
Y,N,Y,N,Y,Y,Y,N,N,1740,[6Y 2N ],2088.0000,0.2000
Y,N,N,Y,Y,Y,Y,N,N,1110,[6Y 2N ],2088.0000,0.8811
Y,Y,Y,Y,N,N,N,Y,N,2160,[6N 7N ],2510.0000,0.1620
Y,N,N,N,N,N,Y,N,Y,1080,[6N 7Y ],2325.0000,1.1528
Y,N,Y,Y,Y,Y,N,Y,N,2190,[6Y 2N ],2088.0000,0.0466
Y,N,N,N,Y,Y,Y,N,Y,1050,[6Y 2N ],2088.0000,0.9886
Y,Y,N,Y,N,N,N,N,Y,990,[6N 7N ],2510.0000,1.5354
Y,Y,Y,N,Y,Y,N,N,N,1770,[6Y 2Y 7N ],2020.0000,0.1412
Y,N,N,N,Y,N,N,N,Y,1260,[6N 7N ],2510.0000,0.9921
Y,Y,Y,Y,Y,Y,N,N,Y,1170,[6Y 2Y 7N ],2020.0000,0.7265
Y,N,Y,N,N,Y,Y,N,Y,1260,[6Y 2N ],2088.0000,0.6571
Y,N,N,Y,Y,Y,N,N,Y,1140,[6Y 2N ],2088.0000,0.8316
Y,Y,N,N,N,N,N,N,Y,990,[6N 7N ],2510.0000,1.5354
Y,Y,N,Y,Y,N,Y,N,Y,990,[6N 7Y ],2325.0000,1.3485
Y,N,N,Y,N,Y,N,N,N,1170,[6Y 2N ],2088.0000,0.7846
Y,Y,N,Y,Y,Y,Y,N,Y,870,[6Y 2Y 7Y ],1880.0000,1.1609
Y,Y,N,Y,N,Y,Y,N,N,900,[6Y 2Y 7Y ],1880.0000,1.0889
Y,Y,N,Y,N,N,Y,N,Y,960,[6N 7Y ],2325.0000,1.4219
Y,Y,N,Y,N,N,N,Y,N,1110,[6N 7N ],2510.0000,1.2613
Y,Y,N,Y,N,Y,Y,N,Y,870,[6Y 2Y 7Y ],1880.0000,1.1609
Y,N,N,Y,Y,Y,Y,N,Y,1110,[6Y 2N ],2088.0000,0.8811
Y,N,Y,Y,Y,N,Y,N,N,2190,[6N 7Y ],2325.0000,0.0616
Y,Y,Y,Y,N,N,Y,Y,N,2160,[6N 7Y ],2325.0000,0.0764
Y,N,N,Y,N,Y,N,Y,N,1260,[6Y 2N ],2088.0000,0.6571
Y,N,Y,N,Y,Y,N,N,N,1830,[6Y 2N ],2088.0000,0.1410
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[6Y 2Y 7Y ],1880.0000,1.1609
Y,N,N,N,Y,N,Y,Y,N,1380,[6N 7Y ],2325.0000,0.6848
Y,N,N,N,N,Y,Y,N,Y,1080,[6Y 2N ],2088.0000,0.9333
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[6Y 2Y 7Y ],1880.0000,0.0444
Y,Y,Y,Y,Y,N,Y,N,Y,1200,[6N 7Y ],2325.0000,0.9375
Y,Y,N,N,Y,Y,Y,N,Y,900,[6Y 2Y 7Y ],1880.0000,1.0889
Y,N,Y,Y,Y,N,N,Y,N,2640,[6N 7N ],2510.0000,0.0492
Y,N,Y,Y,Y,Y,N,N,N,2040,[6Y 2N ],2088.0000,0.0235
Y,Y,N,N,Y,Y,N,Y,N,1020,[6Y 2Y 7N ],2020.0000,0.9804
Y,N,Y,N,N,Y,Y,Y,N,1980,[6Y 2N ],2088.0000,0.0545
Y,Y,Y,N,N,N,N,N,Y,1140,[6N 7N ],2510.0000,1.2018
Y,Y,N,Y,Y,N,N,Y,N,1140,[6N 7N ],2510.0000,1.2018
Y,Y,Y,Y,Y,N,N,Y,N,2340,[6N 7N ],2510.0000,0.0726
Y,Y,Y,N,Y,Y,Y,N,Y,1500,[6Y 2Y 7Y ],1880.0000,0.2533
Y,N,N,N,Y,Y,N,N,N,1020,[6Y 2N ],2088.0000,1.0471
Y,Y,N,N,Y,Y,N,N,N,900,[6Y 2Y 7N ],2020.0000,1.2444
Y,Y,N,Y,N,N,Y,Y,N,1020,[6N 7Y ],2325.0000,1.2794
Y,Y,N,Y,N,Y,N,N,N,930,[6Y 2Y 7N ],2020.0000,1.1720
