Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 2Y 6N ],990.0000,0.0294
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 2Y 6Y 4Y ],960.0000,0.0000
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 2N 6N ],1365.0000,0.0714
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y 4N ],2040.0000,0.1148
Y,Y,N,N,Y,Y,Y,Y,N,960,[3N 2Y 6Y 4N ],885.0000,0.0781
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 2Y 6N ],990.0000,0.0833
Y,N,Y,Y,Y,Y,N,N,Y,1200,[3Y 4Y ],1485.0000,0.2375
Y,N,N,Y,N,N,N,N,Y,1200,[3N 2N 6N ],1365.0000,0.1375
Y,Y,Y,Y,N,Y,N,Y,N,1890,[3Y 4Y ],1485.0000,0.2143
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 2N 6Y 7Y ],1095.0000,0.0395
Y,Y,Y,Y,N,N,Y,N,N,2010,[3Y 4Y ],1485.0000,0.2612
Y,N,N,N,Y,N,N,Y,N,1410,[3N 2N 6N ],1365.0000,0.0319
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 2N 6Y 7N ],1200.0000,0.0476
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 2Y 6N ],990.0000,0.0294
Y,Y,N,N,Y,N,N,N,Y,1020,[3N 2Y 6N ],990.0000,0.0294
Y,Y,N,N,Y,N,N,Y,N,1140,[3N 2Y 6N ],990.0000,0.1316
Y,N,N,N,N,Y,N,N,N,1080,[3N 2N 6Y 7N ],1200.0000,0.1111
Y,Y,N,N,N,N,Y,N,N,900,[3N 2Y 6N ],990.0000,0.1000
Y,Y,Y,N,Y,Y,N,Y,N,2070,[3Y 4N ],2040.0000,0.0145
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y 4Y ],1485.0000,0.1750
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 4N ],2040.0000,0.2143
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 2N 6Y 7Y ],1095.0000,0.0429
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y 4Y ],1485.0000,0.3734
Y,N,Y,Y,Y,N,Y,N,Y,1110,[3Y 4Y ],1485.0000,0.3378
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y 4Y ],1485.0000,0.2016
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y 4N ],2040.0000,0.0968
Y,N,N,Y,Y,Y,N,N,Y,1140,[3N 2N 6Y 7N ],1200.0000,0.0526
Y,Y,Y,N,N,N,N,Y,N,2280,[3Y 4N ],2040.0000,0.1053
Y,N,Y,Y,N,N,N,Y,N,2460,[3Y 4Y ],1485.0000,0.3963
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 2N 6Y 7N ],1200.0000,0.0476
Y,N,N,Y,N,N,Y,Y,N,1320,[3N 2N 6N ],1365.0000,0.0341
Y,N,Y,N,N,N,N,Y,N,2490,[3Y 4N ],2040.0000,0.1807
Y,N,N,N,Y,Y,N,Y,N,1320,[3N 2N 6Y 7N ],1200.0000,0.0909
Y,N,N,Y,N,N,Y,N,N,1230,[3N 2N 6N ],1365.0000,0.1098
Y,N,Y,N,N,N,Y,Y,N,2250,[3Y 4N ],2040.0000,0.0933
Y,N,Y,N,Y,N,N,Y,N,2400,[3Y 4N ],2040.0000,0.1500
Y,N,N,N,N,N,N,N,Y,1230,[3N 2N 6N ],1365.0000,0.1098
Y,Y,Y,N,Y,N,N,Y,N,2280,[3Y 4N ],2040.0000,0.1053
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y 4Y ],1485.0000,0.2143
Y,Y,N,N,Y,Y,N,N,Y,930,[3N 2Y 6Y 4N ],885.0000,0.0484
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 2N 6Y 7Y ],1095.0000,0.1098
Y,Y,Y,Y,Y,Y,N,N,N,1920,[3Y 4Y ],1485.0000,0.2266
Y,Y,Y,N,N,N,N,N,N,1950,[3Y 4N ],2040.0000,0.0462
Y,N,N,N,Y,N,N,N,N,1200,[3N 2N 6N ],1365.0000,0.1375
Y,N,N,N,N,Y,N,Y,N,1260,[3N 2N 6Y 7N ],1200.0000,0.0476
Y,N,N,N,N,N,Y,N,Y,1080,[3N 2N 6N ],1365.0000,0.2639
