Check_none,Check_crc64,Check_sha256,Check_crc32,Preset_0,Preset_-2,Preset_-5,Preset_-6,Preset_-7,Preset_-8,Preset_-9,Preset_-3,Preset_-1,Preset_-4,extreme,sparse,PERF
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,52.778
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,21.902
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21.906
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,56.554
0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,56.892
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,28.02
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28.054
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,58.222
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,58.104
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.036
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,28.372
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28.406
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,58.526
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,58.694
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,28.686
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,28.672
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,59.11
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,59.136
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,29.506
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,29.52
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,54.528
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,54.942
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17.684
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.676
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.454
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,53.308
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,53.278
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22.16
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.934
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,56.898
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,56.878
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27.922
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27.906
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,58.466
1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,58.472
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.446
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28.46
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.45
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,58.486
1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,58.45
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,28.724
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28.726
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,59.272
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,59.33
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,29.13
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29.138
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,48.612
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,42.168
0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,42.186
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4.492
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.482
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,48.628
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,48.558
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,6.004
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6.006
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,52.086
0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,52.038
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,48.472
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8.494
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.412
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,51.386
0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,51.276
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,11.10
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.088
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,54.67
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,54.642
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,17.374
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17.366
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.006
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,53.03
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,53.138
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,21.904
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22.304
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,57.484
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,57.382
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,28.37
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,28.404
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,58.604
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,58.628
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.976
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,28.778
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,28.746
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,59.242
0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,59.176
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,29.032
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,29.01
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,59.692
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,59.632
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,29.448
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29.518
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52.238
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,42.148
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,42.176
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4.506
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.516
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,48.666
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,48.554
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6.036
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.038
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52.146
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52.146
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52.052
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8.654
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.664
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,51.486
0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,51.494
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11.206
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.246
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,54.492
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,54.722
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17.53
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.514
