Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,N,Y,Y,Y,Y,N,N,1110,[3N 2N 8N ],1102.5000,0.0068
Y,N,N,N,N,N,Y,Y,N,1290,[3N 2N 8Y ],1260.0000,0.0233
Y,N,N,N,Y,Y,N,N,Y,1200,[3N 2N 8N ],1102.5000,0.0812
Y,Y,N,Y,Y,Y,N,N,N,960,[3N 2Y 8N ],920.0000,0.0417
Y,N,Y,Y,N,Y,N,N,N,1980,[3Y 9N 2N ],2120.0000,0.0707
Y,N,Y,N,Y,N,Y,Y,N,2430,[3Y 9N 2N ],2120.0000,0.1276
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 2N 8Y ],1260.0000,0.1429
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y 9N 2N ],2120.0000,0.1055
Y,Y,N,Y,Y,N,N,N,N,1080,[3N 2Y 8N ],920.0000,0.1481
Y,N,N,N,N,Y,Y,Y,N,1140,[3N 2N 8Y ],1260.0000,0.1053
Y,Y,Y,Y,Y,N,N,Y,N,2340,[3Y 9N 2Y ],1960.0000,0.1624
Y,Y,N,N,N,Y,N,Y,N,1020,[3N 2Y 8Y ],1072.5000,0.0515
Y,N,N,N,N,N,Y,N,Y,1080,[3N 2N 8N ],1102.5000,0.0208
Y,Y,N,N,N,N,N,N,N,990,[3N 2Y 8N ],920.0000,0.0707
Y,Y,Y,Y,N,Y,Y,N,N,1770,[3Y 9N 2Y ],1960.0000,0.1073
Y,Y,Y,Y,N,Y,N,Y,N,1890,[3Y 9N 2Y ],1960.0000,0.0370
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 2N 8Y ],1260.0000,0.0000
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 9Y 4N ],1250.0000,0.0417
Y,Y,N,N,N,N,Y,N,Y,960,[3N 2Y 8N ],920.0000,0.0417
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 2Y ],1960.0000,0.1050
Y,N,N,N,Y,N,Y,Y,N,1380,[3N 2N 8Y ],1260.0000,0.0870
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 2N 8N ],1102.5000,0.0068
Y,Y,N,Y,N,N,Y,N,Y,960,[3N 2Y 8N ],920.0000,0.0417
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y 4N ],1250.0000,0.0741
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 2N 8Y ],1260.0000,0.1053
Y,N,Y,N,N,N,Y,N,N,1920,[3Y 9N 2N ],2120.0000,0.1042
Y,Y,N,Y,Y,Y,Y,Y,N,990,[3N 2Y 8Y ],1072.5000,0.0833
Y,N,Y,N,Y,N,N,Y,N,2400,[3Y 9N 2N ],2120.0000,0.1167
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 9Y 4Y ],1170.0000,0.0000
Y,Y,N,Y,N,N,Y,N,N,960,[3N 2Y 8N ],920.0000,0.0417
Y,N,Y,N,N,N,N,Y,N,2490,[3Y 9N 2N ],2120.0000,0.1486
Y,Y,Y,N,Y,N,Y,Y,N,2190,[3Y 9N 2Y ],1960.0000,0.1050
Y,N,Y,Y,Y,N,N,N,Y,1200,[3Y 9Y 4Y ],1170.0000,0.0250
Y,Y,Y,N,N,Y,N,N,N,1710,[3Y 9N 2Y ],1960.0000,0.1462
