Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,Y,Y,N,Y,Y,Y,N,1860,[3Y 2Y ],1020.0000,0.4516
Y,Y,Y,Y,Y,N,N,Y,N,2340,[3Y 2Y ],1020.0000,0.5641
Y,N,Y,N,N,N,Y,N,N,1920,[3Y 2N ],1770.0000,0.0781
Y,N,Y,N,Y,Y,Y,N,Y,1230,[3Y 2N ],1770.0000,0.4390
Y,N,Y,Y,Y,N,N,N,Y,1200,[3Y 2N ],1770.0000,0.4750
Y,N,Y,N,N,Y,N,N,N,1770,[3Y 2N ],1770.0000,0.0000
Y,N,N,Y,Y,Y,N,N,N,1200,[3N 4Y ],960.0000,0.2000
Y,Y,Y,Y,N,N,Y,N,N,2010,[3Y 2Y ],1020.0000,0.4925
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 2Y ],1020.0000,0.1282
Y,N,N,Y,N,N,Y,N,N,1230,[3N 4Y ],960.0000,0.2195
Y,Y,Y,Y,Y,N,Y,N,Y,1200,[3Y 2Y ],1020.0000,0.1500
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 4Y ],960.0000,0.0588
Y,Y,Y,N,N,N,Y,N,N,1830,[3Y 2Y ],1020.0000,0.4426
Y,Y,N,N,Y,Y,Y,N,Y,900,[3N 4N ],1080.0000,0.2000
Y,Y,Y,N,Y,Y,N,N,Y,1080,[3Y 2Y ],1020.0000,0.0556
Y,Y,N,Y,Y,Y,N,N,N,960,[3N 4Y ],960.0000,0.0000
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 4Y ],960.0000,0.2195
Y,Y,Y,N,N,N,N,Y,N,2280,[3Y 2Y ],1020.0000,0.5526
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y 2Y ],1020.0000,0.4516
Y,Y,N,Y,N,N,Y,N,N,960,[3N 4Y ],960.0000,0.0000
Y,Y,N,N,N,N,N,N,Y,990,[3N 4N ],1080.0000,0.0909
Y,N,N,N,N,N,N,N,N,1200,[3N 4N ],1080.0000,0.1000
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y 2Y ],1020.0000,0.4333
Y,Y,Y,Y,N,N,N,N,N,2130,[3Y 2Y ],1020.0000,0.5211
Y,Y,N,N,Y,N,Y,Y,N,1050,[3N 4N ],1080.0000,0.0286
Y,N,N,Y,N,N,N,Y,N,1410,[3N 4Y ],960.0000,0.3191
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y 2N ],1770.0000,0.1918
Y,N,N,N,Y,N,N,Y,N,1410,[3N 4N ],1080.0000,0.2340
Y,N,N,N,N,Y,N,N,N,1080,[3N 4N ],1080.0000,0.0000
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y 2N ],1770.0000,0.5946
Y,N,Y,N,N,Y,Y,Y,N,1980,[3Y 2N ],1770.0000,0.1061
Y,N,N,Y,N,N,N,N,N,1320,[3N 4Y ],960.0000,0.2727
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y 2N ],1770.0000,0.0635
Y,Y,N,N,N,N,N,N,N,990,[3N 4N ],1080.0000,0.0909
Y,Y,Y,N,Y,Y,N,Y,N,2070,[3Y 2Y ],1020.0000,0.5072
Y,N,N,N,N,Y,N,Y,N,1260,[3N 4N ],1080.0000,0.1429
Y,N,Y,N,Y,Y,Y,Y,N,2100,[3Y 2N ],1770.0000,0.1571
Y,Y,N,N,Y,N,N,N,N,960,[3N 4N ],1080.0000,0.1250
Y,N,Y,Y,N,N,Y,N,N,2130,[3Y 2N ],1770.0000,0.1690
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 4Y ],960.0000,0.1351
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 4Y ],960.0000,0.1795
Y,N,Y,N,N,N,N,N,N,2040,[3Y 2N ],1770.0000,0.1324
Y,N,N,N,Y,Y,Y,N,N,990,[3N 4N ],1080.0000,0.0909
Y,N,Y,Y,N,Y,Y,Y,N,1980,[3Y 2N ],1770.0000,0.1061
Y,N,Y,Y,N,Y,N,N,Y,1020,[3Y 2N ],1770.0000,0.7353
Y,Y,Y,Y,N,N,Y,N,Y,1170,[3Y 2Y ],1020.0000,0.1282
Y,N,N,N,Y,N,N,N,Y,1260,[3N 4N ],1080.0000,0.1429
Y,Y,N,Y,Y,N,N,N,N,1080,[3N 4Y ],960.0000,0.1111
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 4N ],1080.0000,0.0588
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 4Y ],960.0000,0.2381
Y,N,Y,N,Y,N,N,N,N,2100,[3Y 2N ],1770.0000,0.1571
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 2N ],1770.0000,0.0923
Y,Y,N,N,Y,Y,Y,N,N,840,[3N 4N ],1080.0000,0.2857
Y,N,N,N,Y,N,Y,N,N,1140,[3N 4N ],1080.0000,0.0526
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 4Y ],960.0000,0.3043
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y 2Y ],1020.0000,0.1724
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y 2N ],1770.0000,0.0328
Y,N,N,N,Y,Y,N,Y,N,1320,[3N 4N ],1080.0000,0.1818
Y,N,N,N,N,N,N,Y,N,1410,[3N 4N ],1080.0000,0.2340
Y,N,N,N,Y,Y,Y,Y,N,1230,[3N 4N ],1080.0000,0.1220
Y,N,Y,N,Y,Y,Y,N,N,1740,[3Y 2N ],1770.0000,0.0172
Y,Y,Y,Y,Y,N,N,N,Y,1050,[3Y 2Y ],1020.0000,0.0286
Y,N,N,N,N,N,Y,N,Y,1080,[3N 4N ],1080.0000,0.0000
Y,N,N,N,Y,Y,N,N,N,1020,[3N 4N ],1080.0000,0.0588
