Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,Y,Y,N,Y,Y,Y,N,1860,[3Y 9N ],2022.0000,0.0871
Y,N,N,N,Y,Y,Y,N,Y,1050,[3N 2N 7Y ],1185.0000,0.1286
Y,Y,N,Y,Y,N,N,Y,N,1140,[3N 2Y 5Y ],1020.0000,0.1053
Y,Y,N,N,Y,Y,N,Y,N,1020,[3N 2Y 5Y ],1020.0000,0.0000
Y,Y,N,Y,Y,Y,N,Y,N,1020,[3N 2Y 5Y ],1020.0000,0.0000
Y,Y,N,N,N,Y,N,N,Y,930,[3N 2Y 5N ],1010.0000,0.0860
Y,Y,Y,N,N,N,N,N,N,1950,[3Y 9N ],2022.0000,0.0369
Y,Y,Y,N,Y,N,Y,Y,N,2190,[3Y 9N ],2022.0000,0.0767
Y,Y,Y,N,Y,N,Y,N,Y,1170,[3Y 9Y 2Y 5Y ],1180.0000,0.0085
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y 9N ],2022.0000,0.0871
Y,Y,N,Y,Y,Y,N,N,Y,930,[3N 2Y 5Y ],1020.0000,0.0968
Y,Y,Y,N,Y,Y,Y,N,N,1680,[3Y 9N ],2022.0000,0.2036
Y,N,N,Y,N,N,N,N,Y,1200,[3N 2N 7N ],1260.0000,0.0500
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y 9N ],2022.0000,0.1049
Y,Y,Y,Y,Y,N,Y,N,N,2070,[3Y 9N ],2022.0000,0.0232
Y,N,N,N,N,Y,N,N,N,1080,[3N 2N 7N ],1260.0000,0.1667
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 9N ],2022.0000,0.0369
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 2N 7N ],1260.0000,0.0000
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 9Y 2Y 5Y ],1180.0000,0.1061
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 9N ],2022.0000,0.2036
Y,Y,Y,N,N,N,N,N,Y,1140,[3Y 9Y 2Y 5N ],1125.0000,0.0132
Y,N,Y,N,N,N,Y,Y,N,2250,[3Y 9N ],2022.0000,0.1013
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y 2N ],1260.0000,0.0667
Y,N,N,N,N,N,Y,N,N,1110,[3N 2N 7Y ],1185.0000,0.0676
Y,N,Y,N,Y,Y,Y,N,Y,1230,[3Y 9Y 2N ],1260.0000,0.0244
Y,N,N,N,N,Y,N,N,Y,1050,[3N 2N 7N ],1260.0000,0.2000
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 9Y 2Y 5N ],1125.0000,0.0385
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y 9N ],2022.0000,0.0871
Y,N,Y,N,Y,Y,Y,N,N,1740,[3Y 9N ],2022.0000,0.1621
Y,Y,N,N,N,Y,Y,Y,N,930,[3N 2Y 5N ],1010.0000,0.0860
Y,N,Y,Y,Y,N,Y,N,N,2190,[3Y 9N ],2022.0000,0.0767
Y,N,N,Y,N,N,Y,N,Y,1140,[3N 2N 7Y ],1185.0000,0.0395
Y,N,N,N,N,N,N,Y,N,1410,[3N 2N 7N ],1260.0000,0.1064
Y,N,Y,N,N,Y,N,N,Y,1230,[3Y 9Y 2N ],1260.0000,0.0244
Y,N,Y,Y,N,N,Y,Y,N,2310,[3Y 9N ],2022.0000,0.1247
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 2Y 5N ],1010.0000,0.0098
Y,Y,N,N,N,Y,Y,N,Y,870,[3N 2Y 5N ],1010.0000,0.1609
Y,Y,Y,N,N,N,Y,N,N,1830,[3Y 9N ],2022.0000,0.1049
Y,N,N,N,Y,N,Y,Y,N,1380,[3N 2N 7Y ],1185.0000,0.1413
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[3Y 9N ],2022.0000,0.0531
Y,Y,Y,Y,N,N,N,N,N,2130,[3Y 9N ],2022.0000,0.0507
Y,Y,Y,Y,N,Y,N,N,N,1890,[3Y 9N ],2022.0000,0.0698
Y,N,N,N,Y,Y,N,N,Y,1200,[3N 2N 7N ],1260.0000,0.0500
Y,N,Y,Y,N,Y,Y,N,Y,1230,[3Y 9Y 2N ],1260.0000,0.0244
Y,Y,N,Y,N,N,N,N,N,1050,[3N 2Y 5N ],1010.0000,0.0381
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 2N 7Y ],1185.0000,0.0128
Y,Y,N,Y,Y,N,N,N,N,1080,[3N 2Y 5Y ],1020.0000,0.0556
Y,N,N,N,Y,N,N,N,N,1200,[3N 2N 7N ],1260.0000,0.0500
Y,Y,N,Y,N,Y,Y,N,Y,870,[3N 2Y 5N ],1010.0000,0.1609
Y,N,N,Y,Y,Y,N,N,Y,1140,[3N 2N 7N ],1260.0000,0.1053
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 2N 7Y ],1185.0000,0.1286
Y,N,Y,Y,Y,N,N,N,Y,1200,[3Y 9Y 2N ],1260.0000,0.0500
Y,N,N,N,N,Y,Y,N,Y,1080,[3N 2N 7Y ],1185.0000,0.0972
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 2N 7Y ],1185.0000,0.0676
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y 9N ],2022.0000,0.0232
Y,Y,N,N,Y,Y,Y,Y,N,960,[3N 2Y 5Y ],1020.0000,0.0625
Y,Y,Y,N,N,N,Y,N,Y,1020,[3Y 9Y 2Y 5N ],1125.0000,0.1029
Y,Y,Y,Y,Y,Y,N,N,Y,1170,[3Y 9Y 2Y 5Y ],1180.0000,0.0085
Y,N,Y,Y,N,Y,Y,Y,N,1980,[3Y 9N ],2022.0000,0.0212
Y,Y,N,N,Y,N,Y,N,Y,960,[3N 2Y 5Y ],1020.0000,0.0625
Y,Y,N,N,N,N,Y,N,N,900,[3N 2Y 5N ],1010.0000,0.1222
Y,N,N,N,N,N,N,N,Y,1230,[3N 2N 7N ],1260.0000,0.0244
Y,N,Y,N,Y,Y,N,Y,N,2190,[3Y 9N ],2022.0000,0.0767
Y,Y,Y,N,Y,Y,N,N,Y,1080,[3Y 9Y 2Y 5Y ],1180.0000,0.0926
Y,Y,N,Y,N,N,Y,N,Y,960,[3N 2Y 5N ],1010.0000,0.0521
Y,Y,Y,Y,N,N,N,Y,N,2160,[3Y 9N ],2022.0000,0.0639
Y,Y,Y,Y,Y,N,N,N,N,2220,[3Y 9N ],2022.0000,0.0892
Y,N,Y,N,N,N,Y,N,N,1920,[3Y 9N ],2022.0000,0.0531
Y,N,Y,Y,N,N,N,Y,N,2460,[3Y 9N ],2022.0000,0.1780
Y,Y,Y,Y,N,Y,N,N,Y,1080,[3Y 9Y 2Y 5N ],1125.0000,0.0417
Y,Y,N,Y,Y,Y,N,N,N,960,[3N 2Y 5Y ],1020.0000,0.0625
Y,Y,N,Y,N,Y,N,N,N,930,[3N 2Y 5N ],1010.0000,0.0860
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y 9Y 2N ],1260.0000,0.1351
Y,N,Y,N,N,Y,Y,Y,N,1980,[3Y 9N ],2022.0000,0.0212
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 2Y 5Y ],1020.0000,0.0556
Y,N,N,N,N,Y,Y,N,N,1020,[3N 2N 7Y ],1185.0000,0.1618
Y,N,Y,Y,N,N,N,N,Y,1290,[3Y 9Y 2N ],1260.0000,0.0233
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 9Y 2N ],1260.0000,0.0500
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[3Y 9Y 2Y 5N ],1125.0000,0.2347
Y,N,N,N,Y,N,N,Y,N,1410,[3N 2N 7N ],1260.0000,0.1064
Y,N,Y,Y,N,N,N,N,N,2220,[3Y 9N ],2022.0000,0.0892
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 2Y 5N ],1010.0000,0.0098
Y,Y,N,N,N,N,Y,N,Y,960,[3N 2Y 5N ],1010.0000,0.0521
Y,Y,N,Y,Y,Y,Y,N,Y,870,[3N 2Y 5Y ],1020.0000,0.1724
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y 9N ],2022.0000,0.0639
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 2N 7N ],1260.0000,0.1351
Y,N,Y,Y,N,Y,N,Y,N,2100,[3Y 9N ],2022.0000,0.0371
Y,N,Y,N,N,N,Y,N,Y,1350,[3Y 9Y 2N ],1260.0000,0.0667
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 2Y 5Y ],1020.0000,0.0303
Y,N,Y,N,Y,Y,Y,Y,N,2100,[3Y 9N ],2022.0000,0.0371
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y 9N ],2022.0000,0.1679
Y,Y,Y,Y,N,N,Y,Y,N,2160,[3Y 9N ],2022.0000,0.0639
Y,Y,N,N,Y,N,N,Y,N,1140,[3N 2Y 5Y ],1020.0000,0.1053
Y,Y,N,N,N,N,N,N,Y,990,[3N 2Y 5N ],1010.0000,0.0202
Y,Y,Y,N,N,N,N,Y,N,2280,[3Y 9N ],2022.0000,0.1132
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 2N 7Y ],1185.0000,0.1413
Y,Y,N,N,Y,Y,Y,N,N,840,[3N 2Y 5Y ],1020.0000,0.2143
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y 9N ],2022.0000,0.0767
Y,N,N,Y,N,N,N,N,N,1320,[3N 2N 7N ],1260.0000,0.0455
Y,N,Y,N,N,N,N,N,N,2040,[3Y 9N ],2022.0000,0.0088
Y,N,Y,Y,N,Y,N,N,Y,1020,[3Y 9Y 2N ],1260.0000,0.2353
Y,Y,N,N,N,N,N,Y,N,1110,[3N 2Y 5N ],1010.0000,0.0901
Y,Y,Y,N,N,Y,Y,N,Y,1140,[3Y 9Y 2Y 5N ],1125.0000,0.0132
Y,Y,N,Y,N,Y,N,N,Y,930,[3N 2Y 5N ],1010.0000,0.0860
Y,Y,Y,N,Y,Y,N,Y,N,2070,[3Y 9N ],2022.0000,0.0232
Y,Y,Y,N,Y,N,N,N,N,1950,[3Y 9N ],2022.0000,0.0369
Y,Y,N,Y,Y,Y,Y,N,N,900,[3N 2Y 5Y ],1020.0000,0.1333
Y,Y,Y,Y,Y,N,N,Y,N,2340,[3Y 9N ],2022.0000,0.1359
Y,Y,N,N,N,Y,N,Y,N,1020,[3N 2Y 5N ],1010.0000,0.0098
Y,N,N,Y,N,N,Y,N,N,1230,[3N 2N 7Y ],1185.0000,0.0366
Y,N,N,N,Y,N,N,N,Y,1260,[3N 2N 7N ],1260.0000,0.0000
Y,N,N,N,N,N,N,N,N,1200,[3N 2N 7N ],1260.0000,0.0500
Y,N,Y,N,Y,N,N,N,N,2100,[3Y 9N ],2022.0000,0.0371
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 2Y 5N ],1010.0000,0.0521
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[3Y 9N ],2022.0000,0.0371
Y,Y,N,N,N,Y,N,N,N,900,[3N 2Y 5N ],1010.0000,0.1222
Y,N,N,N,N,Y,Y,Y,N,1140,[3N 2N 7Y ],1185.0000,0.0395
Y,N,Y,Y,Y,Y,N,N,N,2040,[3Y 9N ],2022.0000,0.0088
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 2N 7Y ],1185.0000,0.0395
Y,N,N,N,Y,Y,Y,Y,N,1230,[3N 2N 7Y ],1185.0000,0.0366
Y,Y,N,N,Y,Y,N,N,Y,930,[3N 2Y 5Y ],1020.0000,0.0968
Y,N,Y,N,N,N,N,Y,N,2490,[3Y 9N ],2022.0000,0.1880
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 9Y 2Y 5N ],1125.0000,0.0625
Y,N,Y,Y,Y,Y,N,N,Y,1200,[3Y 9Y 2N ],1260.0000,0.0500
Y,Y,Y,Y,N,Y,Y,N,N,1770,[3Y 9N ],2022.0000,0.1424
Y,Y,N,Y,N,N,Y,N,N,960,[3N 2Y 5N ],1010.0000,0.0521
Y,N,Y,Y,Y,N,Y,N,Y,1110,[3Y 9Y 2N ],1260.0000,0.1351
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y 9N ],2022.0000,0.0698
Y,N,N,Y,Y,N,N,N,Y,1200,[3N 2N 7N ],1260.0000,0.0500
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N ],2022.0000,0.0767
Y,N,N,Y,Y,Y,N,N,N,1200,[3N 2N 7N ],1260.0000,0.0500
Y,N,N,N,Y,N,Y,N,Y,1200,[3N 2N 7Y ],1185.0000,0.0125
Y,Y,N,N,N,N,N,N,N,990,[3N 2Y 5N ],1010.0000,0.0202
Y,Y,Y,N,Y,N,N,Y,N,2280,[3Y 9N ],2022.0000,0.1132
Y,N,N,N,N,N,Y,N,Y,1080,[3N 2N 7Y ],1185.0000,0.0972
Y,N,Y,Y,N,Y,Y,N,N,1830,[3Y 9N ],2022.0000,0.1049
