no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,575.477
Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,446.680
Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,449.383
Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,609.330
Y,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,310.697
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,256.820
Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,291.200
Y,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,616.087
Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,270.137
Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,428.427
Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,544.823
Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,544.580
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,783.877
Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,651.703
Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,427.243
Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,249.640
Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,449.133
Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,583.847
Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,310.327
Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,299.907
Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,508.423
Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,608.680
Y,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,726.790
Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,257.927
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,652.467
Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,476.997
Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,715.737
Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,275.427
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,244.230
Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,518.960
Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,408.073
Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,482.877
Y,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,256.333
Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,310.317
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,407.757
Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,276.103
Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,249.440
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,291.067
Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,429.643
Y,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,304.960
Y,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,263.823
Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,275.390
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,418.190
Y,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,305.457
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,652.550
Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,251.587
Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,413.913
Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,519.027
Y,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,262.233
Y,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,712.540
Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,497.370
