no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,268.110
Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,644.357
Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,291.577
Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,462.627
Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,446.630
Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,287.210
Y,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,731.760
Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,429.643
Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,687.033
Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,379.457
Y,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,590.180
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,652.467
Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,254.013
Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,492.307
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,363.937
Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,544.750
Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,576.540
Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,424.890
Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,508.607
Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,414.997
Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,476.310
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,413.880
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,615.093
Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,271.967
Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,257.877
Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,505.637
Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,417.633
Y,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,818.040
Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,270.137
Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,462.500
Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,519.413
Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,476.100
Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,712.667
Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,445.577
Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,261.203
Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,247.717
Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,268.397
Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,712.637
Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,773.277
Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,714.667
Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,445.667
Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,680.647
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,463.240
Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,295.527
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,645.377
Y,N,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,263.887
Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,809.807
Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,576.247
Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,775.853
Y,N,N,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,516.767
Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,428.263
Y,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,279.037
