Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,Y,Y,Y,N,Y,N,Y,1200,[3Y ],1830.0000,0.5250
Y,Y,N,N,Y,N,Y,N,Y,960,[3N 2Y ],900.0000,0.0625
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[3Y ],1830.0000,0.5641
Y,N,Y,N,N,N,Y,N,N,1920,[3Y ],1830.0000,0.0469
Y,N,Y,Y,N,Y,N,N,N,1980,[3Y ],1830.0000,0.0758
Y,Y,N,N,Y,N,N,N,Y,1020,[3N 2Y ],900.0000,0.1176
Y,N,Y,Y,Y,Y,N,N,N,2040,[3Y ],1830.0000,0.1029
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y ],1830.0000,0.1528
Y,Y,N,N,N,Y,Y,N,N,840,[3N 2Y ],900.0000,0.0714
Y,N,Y,Y,N,N,N,N,N,2220,[3Y ],1830.0000,0.1757
Y,Y,Y,N,Y,Y,Y,N,Y,1500,[3Y ],1830.0000,0.2200
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[3Y ],1830.0000,0.2449
Y,Y,N,Y,N,N,Y,N,N,960,[3N 2Y ],900.0000,0.0625
Y,N,N,N,N,N,N,Y,N,1410,[3N 2N ],1140.0000,0.1915
Y,Y,N,Y,N,N,N,N,N,1050,[3N 2Y ],900.0000,0.1429
Y,N,N,Y,Y,Y,Y,N,N,1110,[3N 2N ],1140.0000,0.0270
Y,Y,N,N,N,N,Y,N,N,900,[3N 2Y ],900.0000,0.0000
Y,N,N,N,N,N,Y,Y,N,1290,[3N 2N ],1140.0000,0.1163
Y,N,Y,Y,N,Y,N,N,Y,1020,[3Y ],1830.0000,0.7941
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y ],1830.0000,0.0161
Y,Y,N,Y,N,N,N,Y,N,1110,[3N 2Y ],900.0000,0.1892
Y,N,N,Y,N,N,N,N,Y,1200,[3N 2N ],1140.0000,0.0500
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 2N ],1140.0000,0.2245
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y ],1830.0000,0.5250
Y,Y,Y,Y,N,N,N,Y,N,2160,[3Y ],1830.0000,0.1528
Y,Y,Y,Y,Y,Y,N,N,N,1920,[3Y ],1830.0000,0.0469
Y,N,Y,Y,Y,N,Y,N,N,2190,[3Y ],1830.0000,0.1644
Y,N,N,N,Y,Y,N,N,N,1020,[3N 2N ],1140.0000,0.1176
Y,Y,N,N,N,N,N,N,Y,990,[3N 2Y ],900.0000,0.0909
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 2N ],1140.0000,0.0857
Y,Y,Y,Y,N,Y,N,N,N,1890,[3Y ],1830.0000,0.0317
Y,N,N,N,Y,N,Y,N,Y,1200,[3N 2N ],1140.0000,0.0500
Y,N,N,Y,N,Y,Y,N,N,1080,[3N 2N ],1140.0000,0.0556
Y,N,Y,N,N,Y,N,Y,N,2130,[3Y ],1830.0000,0.1408
Y,N,Y,N,Y,N,N,N,N,2100,[3Y ],1830.0000,0.1286
Y,N,Y,N,Y,N,N,N,Y,1380,[3Y ],1830.0000,0.3261
Y,Y,Y,N,N,Y,Y,N,Y,1140,[3Y ],1830.0000,0.6053
Y,N,Y,Y,N,N,Y,N,N,2130,[3Y ],1830.0000,0.1408
Y,N,N,Y,N,N,Y,Y,N,1320,[3N 2N ],1140.0000,0.1364
Y,Y,N,Y,Y,Y,N,N,N,960,[3N 2Y ],900.0000,0.0625
Y,Y,Y,N,Y,N,N,N,N,1950,[3Y ],1830.0000,0.0615
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 2N ],1140.0000,0.0732
Y,Y,N,Y,N,Y,N,Y,N,990,[3N 2Y ],900.0000,0.0909
Y,Y,Y,Y,N,N,Y,Y,N,2160,[3Y ],1830.0000,0.1528
Y,Y,Y,N,N,Y,N,Y,N,1980,[3Y ],1830.0000,0.0758
Y,N,N,Y,Y,N,Y,N,Y,1230,[3N 2N ],1140.0000,0.0732
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 2N ],1140.0000,0.1739
Y,Y,N,N,Y,Y,Y,N,Y,900,[3N 2Y ],900.0000,0.0000
Y,Y,Y,Y,N,N,Y,N,Y,1170,[3Y ],1830.0000,0.5641
Y,Y,N,Y,N,Y,N,N,Y,930,[3N 2Y ],900.0000,0.0323
Y,N,N,N,N,Y,N,N,Y,1050,[3N 2N ],1140.0000,0.0857
Y,N,Y,N,Y,N,Y,Y,N,2430,[3Y ],1830.0000,0.2469
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y ],1830.0000,0.0161
Y,N,N,N,N,N,Y,N,N,1110,[3N 2N ],1140.0000,0.0270
Y,Y,N,N,Y,N,N,Y,N,1140,[3N 2Y ],900.0000,0.2105
Y,N,Y,N,N,N,N,N,N,2040,[3Y ],1830.0000,0.1029
Y,Y,Y,N,Y,N,N,Y,N,2280,[3Y ],1830.0000,0.1974
Y,Y,N,Y,Y,Y,Y,N,N,900,[3N 2Y ],900.0000,0.0000
Y,Y,N,Y,N,N,N,N,Y,990,[3N 2Y ],900.0000,0.0909
Y,Y,Y,Y,N,Y,Y,N,N,1770,[3Y ],1830.0000,0.0339
Y,N,N,Y,Y,N,N,N,N,1350,[3N 2N ],1140.0000,0.1556
Y,N,N,N,Y,Y,N,N,Y,1200,[3N 2N ],1140.0000,0.0500
Y,Y,Y,N,Y,N,Y,N,Y,1170,[3Y ],1830.0000,0.5641
Y,Y,Y,Y,Y,N,Y,N,N,2070,[3Y ],1830.0000,0.1159
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 2Y ],900.0000,0.1176
Y,N,Y,Y,Y,N,N,N,Y,1200,[3Y ],1830.0000,0.5250
Y,Y,Y,Y,Y,Y,N,N,Y,1170,[3Y ],1830.0000,0.5641
Y,N,Y,N,Y,Y,Y,N,N,1740,[3Y ],1830.0000,0.0517
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y ],1830.0000,0.0167
Y,N,Y,N,N,Y,Y,N,Y,1260,[3Y ],1830.0000,0.4524
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y ],1830.0000,0.6486
Y,Y,Y,Y,Y,N,N,Y,N,2340,[3Y ],1830.0000,0.2179
Y,N,N,Y,Y,N,N,N,Y,1200,[3N 2N ],1140.0000,0.0500
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 2N ],1140.0000,0.0270
Y,N,N,Y,Y,Y,N,N,N,1200,[3N 2N ],1140.0000,0.0500
Y,N,N,N,Y,Y,N,Y,N,1320,[3N 2N ],1140.0000,0.1364
Y,N,N,N,N,Y,Y,N,N,1020,[3N 2N ],1140.0000,0.1176
Y,Y,N,N,N,N,N,N,N,990,[3N 2Y ],900.0000,0.0909
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y ],1830.0000,0.2278
Y,N,Y,Y,Y,N,N,Y,N,2640,[3Y ],1830.0000,0.3068
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y ],1830.0000,0.0317
Y,N,Y,Y,N,Y,Y,N,Y,1230,[3Y ],1830.0000,0.4878
Y,Y,Y,Y,Y,N,N,N,Y,1050,[3Y ],1830.0000,0.7429
Y,N,N,N,Y,N,Y,Y,N,1380,[3N 2N ],1140.0000,0.1739
