Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[6Y 5Y ],1110.0000,0.4219
Y,Y,N,Y,Y,N,N,Y,N,1140,[6N ],1200.0000,0.0526
Y,Y,N,N,N,Y,N,N,Y,930,[6Y 5N ],1860.0000,1.0000
Y,Y,Y,Y,Y,Y,N,N,N,1920,[6Y 5Y ],1110.0000,0.4219
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[6Y 5Y ],1110.0000,0.0513
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[6Y 5Y ],1110.0000,0.4032
Y,Y,Y,Y,Y,N,N,Y,N,2340,[6N ],1200.0000,0.4872
Y,N,N,N,Y,Y,Y,N,Y,1050,[6Y 5Y ],1110.0000,0.0571
Y,N,N,N,N,Y,N,Y,N,1260,[6Y 5N ],1860.0000,0.4762
Y,N,N,Y,N,Y,Y,Y,N,1140,[6Y 5N ],1860.0000,0.6316
Y,N,N,N,N,Y,Y,N,N,1020,[6Y 5N ],1860.0000,0.8235
Y,N,N,Y,Y,N,N,N,Y,1200,[6N ],1200.0000,0.0000
Y,Y,Y,N,N,N,Y,Y,N,2160,[6N ],1200.0000,0.4444
Y,Y,N,N,Y,Y,Y,Y,N,960,[6Y 5Y ],1110.0000,0.1562
Y,N,N,Y,N,Y,N,N,N,1170,[6Y 5N ],1860.0000,0.5897
Y,Y,N,Y,Y,N,N,N,Y,1050,[6N ],1200.0000,0.1429
Y,N,Y,Y,Y,Y,Y,N,N,1890,[6Y 5Y ],1110.0000,0.4127
Y,N,N,N,Y,Y,N,Y,N,1320,[6Y 5Y ],1110.0000,0.1591
Y,Y,Y,N,Y,Y,Y,N,N,1680,[6Y 5Y ],1110.0000,0.3393
Y,Y,Y,Y,Y,Y,N,N,Y,1170,[6Y 5Y ],1110.0000,0.0513
Y,Y,Y,N,Y,N,Y,N,Y,1170,[6N ],1200.0000,0.0256
Y,Y,Y,N,N,N,N,N,Y,1140,[6N ],1200.0000,0.0526
Y,N,Y,Y,Y,Y,N,Y,N,2190,[6Y 5Y ],1110.0000,0.4932
Y,N,Y,N,N,Y,Y,N,Y,1260,[6Y 5N ],1860.0000,0.4762
Y,N,Y,N,N,N,N,Y,N,2490,[6N ],1200.0000,0.5181
Y,N,N,Y,N,Y,N,Y,N,1260,[6Y 5N ],1860.0000,0.4762
Y,Y,N,Y,N,Y,Y,Y,N,960,[6Y 5N ],1860.0000,0.9375
Y,N,N,N,Y,Y,N,N,Y,1200,[6Y 5Y ],1110.0000,0.0750
Y,N,N,N,N,N,N,N,Y,1230,[6N ],1200.0000,0.0244
Y,Y,Y,N,N,Y,N,N,N,1710,[6Y 5N ],1860.0000,0.0877
Y,N,N,N,N,Y,N,N,Y,1050,[6Y 5N ],1860.0000,0.7714
Y,Y,Y,N,N,Y,Y,Y,N,1860,[6Y 5N ],1860.0000,0.0000
Y,Y,N,Y,N,N,N,Y,N,1110,[6N ],1200.0000,0.0811
Y,Y,Y,N,Y,N,Y,Y,N,2190,[6N ],1200.0000,0.4521
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[6Y 5N ],1860.0000,0.2653
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[6Y 5Y ],1110.0000,0.4714
Y,Y,N,N,N,N,Y,N,N,900,[6N ],1200.0000,0.3333
Y,N,Y,Y,N,Y,N,N,Y,1020,[6Y 5N ],1860.0000,0.8235
Y,N,Y,N,Y,N,Y,N,N,1950,[6N ],1200.0000,0.3846
Y,N,Y,N,Y,N,N,N,Y,1380,[6N ],1200.0000,0.1304
Y,Y,Y,N,N,Y,Y,N,N,1620,[6Y 5N ],1860.0000,0.1481
Y,Y,Y,Y,N,Y,Y,N,N,1770,[6Y 5N ],1860.0000,0.0508
Y,N,N,N,Y,N,Y,Y,N,1380,[6N ],1200.0000,0.1304
Y,N,N,N,Y,Y,Y,N,N,990,[6Y 5Y ],1110.0000,0.1212
Y,Y,N,Y,N,N,Y,Y,N,1020,[6N ],1200.0000,0.1765
Y,N,N,Y,Y,Y,Y,Y,N,1230,[6Y 5Y ],1110.0000,0.0976
Y,Y,N,Y,Y,Y,N,N,N,960,[6Y 5Y ],1110.0000,0.1562
Y,N,N,N,N,N,N,Y,N,1410,[6N ],1200.0000,0.1489
Y,N,Y,Y,N,N,N,Y,N,2460,[6N ],1200.0000,0.5122
Y,N,Y,Y,Y,N,N,Y,N,2640,[6N ],1200.0000,0.5455
Y,Y,Y,N,Y,Y,N,N,Y,1080,[6Y 5Y ],1110.0000,0.0278
Y,Y,N,Y,N,N,N,N,Y,990,[6N ],1200.0000,0.2121
Y,Y,Y,N,Y,N,N,N,Y,1320,[6N ],1200.0000,0.0909
Y,N,Y,Y,N,N,N,N,N,2220,[6N ],1200.0000,0.4595
Y,Y,Y,N,N,Y,Y,N,Y,1140,[6Y 5N ],1860.0000,0.6316
Y,Y,N,N,N,N,N,N,N,990,[6N ],1200.0000,0.2121
Y,N,Y,N,Y,Y,Y,N,Y,1230,[6Y 5Y ],1110.0000,0.0976
Y,Y,Y,Y,Y,N,Y,N,N,2070,[6N ],1200.0000,0.4203
Y,N,N,N,Y,N,Y,N,Y,1200,[6N ],1200.0000,0.0000
Y,Y,N,N,N,N,N,N,Y,990,[6N ],1200.0000,0.2121
Y,Y,N,N,N,N,N,Y,N,1110,[6N ],1200.0000,0.0811
Y,Y,Y,Y,N,N,N,N,N,2130,[6N ],1200.0000,0.4366
Y,N,N,N,N,Y,Y,N,Y,1080,[6Y 5N ],1860.0000,0.7222
Y,N,Y,Y,N,Y,N,Y,N,2100,[6Y 5N ],1860.0000,0.1143
Y,N,Y,Y,Y,Y,N,N,N,2040,[6Y 5Y ],1110.0000,0.4559
Y,Y,N,Y,Y,Y,Y,N,N,900,[6Y 5Y ],1110.0000,0.2333
Y,N,Y,Y,Y,N,Y,N,N,2190,[6N ],1200.0000,0.4521
Y,N,N,Y,Y,Y,N,Y,N,1260,[6Y 5Y ],1110.0000,0.1190
Y,Y,N,Y,Y,N,Y,N,Y,990,[6N ],1200.0000,0.2121
Y,Y,N,Y,N,N,Y,N,Y,960,[6N ],1200.0000,0.2500
Y,Y,Y,Y,Y,N,Y,N,Y,1200,[6N ],1200.0000,0.0000
Y,Y,Y,Y,N,Y,N,N,Y,1080,[6Y 5N ],1860.0000,0.7222
Y,Y,N,N,Y,Y,Y,N,Y,900,[6Y 5Y ],1110.0000,0.2333
Y,N,N,Y,Y,N,Y,N,N,1170,[6N ],1200.0000,0.0256
Y,N,Y,N,Y,Y,Y,Y,N,2100,[6Y 5Y ],1110.0000,0.4714
Y,N,Y,N,Y,Y,N,Y,N,2190,[6Y 5Y ],1110.0000,0.4932
Y,Y,Y,Y,N,Y,Y,Y,N,1860,[6Y 5N ],1860.0000,0.0000
Y,Y,N,N,N,Y,Y,Y,N,930,[6Y 5N ],1860.0000,1.0000
Y,N,Y,Y,Y,Y,N,N,Y,1200,[6Y 5Y ],1110.0000,0.0750
Y,N,N,Y,Y,N,Y,N,Y,1230,[6N ],1200.0000,0.0244
Y,N,N,Y,Y,N,Y,Y,N,1380,[6N ],1200.0000,0.1304
Y,N,Y,Y,N,Y,Y,Y,N,1980,[6Y 5N ],1860.0000,0.0606
Y,N,Y,Y,Y,N,Y,N,Y,1110,[6N ],1200.0000,0.0811
Y,Y,Y,N,Y,Y,N,Y,N,2070,[6Y 5Y ],1110.0000,0.4638
Y,Y,N,N,Y,N,N,N,N,960,[6N ],1200.0000,0.2500
Y,Y,N,N,Y,N,Y,N,Y,960,[6N ],1200.0000,0.2500
Y,N,N,N,Y,N,N,N,N,1200,[6N ],1200.0000,0.0000
Y,Y,N,Y,Y,N,Y,Y,N,1080,[6N ],1200.0000,0.1111
Y,N,Y,N,N,N,Y,Y,N,2250,[6N ],1200.0000,0.4667
Y,N,N,Y,Y,Y,Y,N,Y,1110,[6Y 5Y ],1110.0000,0.0000
Y,N,N,Y,N,N,N,Y,N,1410,[6N ],1200.0000,0.1489
Y,Y,N,N,N,Y,N,Y,N,1020,[6Y 5N ],1860.0000,0.8235
Y,N,N,Y,Y,Y,Y,N,N,1110,[6Y 5Y ],1110.0000,0.0000
Y,N,Y,N,N,Y,Y,N,N,1680,[6Y 5N ],1860.0000,0.1071
Y,Y,Y,N,N,N,N,N,N,1950,[6N ],1200.0000,0.3846
Y,Y,Y,Y,Y,N,N,N,Y,1050,[6N ],1200.0000,0.1429
Y,N,Y,Y,Y,N,N,N,Y,1200,[6N ],1200.0000,0.0000
Y,Y,N,Y,Y,Y,N,N,Y,930,[6Y 5Y ],1110.0000,0.1935
Y,N,N,Y,N,Y,Y,N,Y,1050,[6Y 5N ],1860.0000,0.7714
Y,N,N,N,N,N,Y,N,Y,1080,[6N ],1200.0000,0.1111
