Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 9Y ],1320.0000,0.1000
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y 9N 2N ],2184.0000,0.0551
Y,Y,N,N,Y,Y,N,Y,N,1020,[3N 2Y 8Y ],1010.0000,0.0098
Y,Y,Y,Y,N,Y,N,N,N,1890,[3Y 9N 2Y ],2002.5000,0.0595
Y,Y,N,Y,N,N,Y,N,N,960,[3N 2Y 8N ],954.0000,0.0062
Y,N,Y,N,N,N,N,N,N,2040,[3Y 9N 2N ],2184.0000,0.0706
Y,Y,Y,N,Y,Y,N,N,Y,1080,[3Y 9Y ],1320.0000,0.2222
Y,Y,N,N,N,N,Y,N,N,900,[3N 2Y 8N ],954.0000,0.0600
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y 9N 2Y ],2002.5000,0.0729
Y,N,Y,Y,N,N,Y,Y,N,2310,[3Y 9N 2N ],2184.0000,0.0545
Y,N,Y,Y,N,Y,Y,Y,N,1980,[3Y 9N 2N ],2184.0000,0.1030
Y,N,Y,N,N,N,Y,N,Y,1350,[3Y 9Y ],1320.0000,0.0222
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 9Y ],1320.0000,0.1282
Y,N,N,N,N,Y,N,N,N,1080,[3N 2N 5N ],1290.0000,0.1944
Y,N,Y,Y,N,N,Y,N,N,2130,[3Y 9N 2N ],2184.0000,0.0254
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y 9N 2N ],2184.0000,0.1934
Y,N,Y,Y,N,N,N,N,N,2220,[3Y 9N 2N ],2184.0000,0.0162
Y,N,Y,N,Y,N,Y,Y,N,2430,[3Y 9N 2N ],2184.0000,0.1012
Y,Y,N,N,Y,N,Y,Y,N,1050,[3N 2Y 8Y ],1010.0000,0.0381
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 2N 5N ],1290.0000,0.1622
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 2Y ],2002.5000,0.0856
Y,N,N,N,N,Y,N,Y,N,1260,[3N 2N 5N ],1290.0000,0.0238
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y 9N 2N ],2184.0000,0.1556
Y,N,N,N,N,N,Y,N,N,1110,[3N 2N 5N ],1290.0000,0.1622
Y,Y,Y,N,Y,N,Y,N,N,1890,[3Y 9N 2Y ],2002.5000,0.0595
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[3Y 9Y ],1320.0000,0.1020
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 9Y ],1320.0000,0.1000
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 2N 5Y ],1162.5000,0.1576
Y,N,N,N,Y,N,Y,N,Y,1200,[3N 2N 5Y ],1162.5000,0.0312
Y,Y,N,Y,Y,N,N,N,Y,1050,[3N 2Y 8N ],954.0000,0.0914
Y,N,Y,Y,N,Y,N,Y,N,2100,[3Y 9N 2N ],2184.0000,0.0400
Y,Y,Y,Y,N,Y,Y,N,N,1770,[3Y 9N 2Y ],2002.5000,0.1314
Y,Y,Y,N,N,Y,N,N,N,1710,[3Y 9N 2Y ],2002.5000,0.1711
Y,Y,N,N,N,Y,N,Y,N,1020,[3N 2Y 8Y ],1010.0000,0.0098
Y,Y,Y,N,N,N,N,N,N,1950,[3Y 9N 2Y ],2002.5000,0.0269
Y,N,Y,N,N,Y,Y,N,Y,1260,[3Y 9Y ],1320.0000,0.0476
Y,Y,N,Y,N,Y,N,N,N,930,[3N 2Y 8N ],954.0000,0.0258
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 9N 2N ],2184.0000,0.3000
Y,Y,N,Y,Y,Y,Y,Y,N,990,[3N 2Y 8Y ],1010.0000,0.0202
Y,N,Y,Y,Y,N,N,N,Y,1200,[3Y 9Y ],1320.0000,0.1000
Y,N,N,Y,N,N,N,Y,N,1410,[3N 2N 5N ],1290.0000,0.0851
Y,N,N,N,Y,N,Y,Y,N,1380,[3N 2N 5Y ],1162.5000,0.1576
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y 9N 2N ],2184.0000,0.0027
Y,N,Y,Y,Y,N,N,Y,N,2640,[3Y 9N 2N ],2184.0000,0.1727
Y,Y,N,Y,N,N,N,N,N,1050,[3N 2Y 8N ],954.0000,0.0914
Y,Y,N,N,N,N,Y,N,Y,960,[3N 2Y 8N ],954.0000,0.0062
Y,N,Y,N,N,Y,Y,Y,N,1980,[3Y 9N 2N ],2184.0000,0.1030
Y,Y,Y,Y,Y,N,Y,N,N,2070,[3Y 9N 2Y ],2002.5000,0.0326
Y,Y,N,Y,N,Y,N,Y,N,990,[3N 2Y 8Y ],1010.0000,0.0202
Y,N,N,N,N,Y,Y,N,N,1020,[3N 2N 5N ],1290.0000,0.2647
Y,N,N,N,Y,Y,Y,N,N,990,[3N 2N 5Y ],1162.5000,0.1742
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 2Y 8Y ],1010.0000,0.0098
Y,Y,N,N,Y,Y,Y,N,Y,900,[3N 2Y 8N ],954.0000,0.0600
Y,N,Y,N,Y,Y,N,Y,N,2190,[3Y 9N 2N ],2184.0000,0.0027
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 2N 5N ],1290.0000,0.0238
Y,Y,N,Y,Y,Y,Y,N,N,900,[3N 2Y 8N ],954.0000,0.0600
Y,N,N,N,Y,N,N,N,N,1200,[3N 2N 5Y ],1162.5000,0.0312
Y,Y,N,N,N,N,N,Y,N,1110,[3N 2Y 8Y ],1010.0000,0.0901
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 2Y 8N ],954.0000,0.0364
Y,N,Y,N,N,Y,N,Y,N,2130,[3Y 9N 2N ],2184.0000,0.0254
Y,Y,N,N,N,N,N,N,N,990,[3N 2Y 8N ],954.0000,0.0364
Y,N,N,Y,N,N,Y,N,N,1230,[3N 2N 5N ],1290.0000,0.0488
Y,Y,Y,Y,N,Y,Y,Y,N,1860,[3Y 9N 2Y ],2002.5000,0.0766
Y,Y,Y,Y,N,N,Y,Y,N,2160,[3Y 9N 2Y ],2002.5000,0.0729
Y,Y,Y,N,Y,Y,Y,N,Y,1500,[3Y 9Y ],1320.0000,0.1200
Y,Y,N,N,Y,N,N,Y,N,1140,[3N 2Y 8Y ],1010.0000,0.1140
Y,Y,Y,Y,Y,Y,N,N,N,1920,[3Y 9N 2Y ],2002.5000,0.0430
Y,Y,N,Y,Y,Y,Y,N,Y,870,[3N 2Y 8N ],954.0000,0.0966
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 2N 5N ],1290.0000,0.2286
Y,N,N,N,Y,Y,Y,Y,N,1230,[3N 2N 5Y ],1162.5000,0.0549
Y,N,N,Y,N,N,N,N,Y,1200,[3N 2N 5N ],1290.0000,0.0750
Y,Y,Y,Y,Y,N,N,N,N,2220,[3Y 9N 2Y ],2002.5000,0.0980
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y 9N 2Y ],2002.5000,0.0766
Y,N,Y,Y,N,N,Y,N,Y,1320,[3Y 9Y ],1320.0000,0.0000
Y,N,N,N,Y,N,Y,N,N,1140,[3N 2N 5Y ],1162.5000,0.0197
Y,N,N,N,N,N,N,N,Y,1230,[3N 2N 5N ],1290.0000,0.0488
Y,N,Y,N,N,N,N,Y,N,2490,[3Y 9N 2N ],2184.0000,0.1229
Y,N,N,Y,N,N,Y,N,Y,1140,[3N 2N 5N ],1290.0000,0.1316
Y,Y,N,N,Y,Y,Y,Y,N,960,[3N 2Y 8Y ],1010.0000,0.0521
Y,Y,Y,N,Y,N,Y,Y,N,2190,[3Y 9N 2Y ],2002.5000,0.0856
Y,N,N,N,Y,Y,N,N,Y,1200,[3N 2N 5Y ],1162.5000,0.0312
Y,N,Y,N,Y,N,N,N,Y,1380,[3Y 9Y ],1320.0000,0.0435
Y,Y,N,Y,Y,N,Y,N,Y,990,[3N 2Y 8N ],954.0000,0.0364
Y,N,Y,Y,N,Y,Y,N,Y,1230,[3Y 9Y ],1320.0000,0.0732
Y,N,Y,N,N,N,Y,Y,N,2250,[3Y 9N 2N ],2184.0000,0.0293
Y,Y,Y,Y,N,N,Y,N,N,2010,[3Y 9N 2Y ],2002.5000,0.0037
Y,N,N,Y,N,N,N,N,N,1320,[3N 2N 5N ],1290.0000,0.0227
Y,Y,N,N,N,Y,Y,N,Y,870,[3N 2Y 8N ],954.0000,0.0966
Y,Y,Y,Y,Y,N,N,N,Y,1050,[3Y 9Y ],1320.0000,0.2571
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 9Y ],1320.0000,0.0000
Y,N,N,N,N,Y,Y,Y,N,1140,[3N 2N 5N ],1290.0000,0.1316
Y,N,Y,Y,Y,N,Y,N,N,2190,[3Y 9N 2N ],2184.0000,0.0027
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 2N 5Y ],1162.5000,0.0549
Y,N,N,N,Y,Y,Y,N,Y,1050,[3N 2N 5Y ],1162.5000,0.1071
Y,N,N,N,Y,Y,N,N,N,1020,[3N 2N 5Y ],1162.5000,0.1397
Y,Y,Y,Y,N,Y,N,Y,N,1890,[3Y 9N 2Y ],2002.5000,0.0595
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[3Y 9N 2Y ],2002.5000,0.0464
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y ],1320.0000,0.0222
Y,Y,Y,N,N,Y,Y,N,Y,1140,[3Y 9Y ],1320.0000,0.1579
Y,N,N,N,N,N,Y,N,Y,1080,[3N 2N 5N ],1290.0000,0.1944
Y,Y,N,Y,Y,Y,N,N,N,960,[3N 2Y 8N ],954.0000,0.0062
Y,Y,N,N,Y,Y,N,N,N,900,[3N 2Y 8N ],954.0000,0.0600
