Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,Y,N,Y,N,N,N,930,[3N 6Y 9N ],1062.0000,0.1419
Y,N,N,N,N,Y,N,N,N,1080,[3N 6Y 9N ],1062.0000,0.0167
Y,Y,Y,N,Y,Y,N,Y,N,2070,[3Y 9N 6Y ],1830.0000,0.1159
Y,Y,Y,N,Y,Y,N,N,N,1770,[3Y 9N 6Y ],1830.0000,0.0339
Y,Y,N,N,Y,N,N,Y,N,1140,[3N 6N 7N ],1266.0000,0.1105
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 6N ],2145.0000,0.0205
Y,N,N,Y,Y,N,Y,N,Y,1230,[3N 6N 7Y ],1140.0000,0.0732
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y 9N 6N ],2145.0000,0.0069
Y,N,N,Y,N,N,N,N,N,1320,[3N 6N 7N ],1266.0000,0.0409
Y,N,N,N,Y,Y,Y,N,N,990,[3N 6Y 9N ],1062.0000,0.0727
Y,N,N,Y,N,Y,N,N,N,1170,[3N 6Y 9N ],1062.0000,0.0923
Y,N,Y,Y,Y,N,N,N,Y,1200,[3Y 9Y ],1140.0000,0.0500
Y,Y,Y,N,N,Y,N,N,N,1710,[3Y 9N 6Y ],1830.0000,0.0702
Y,Y,N,Y,Y,Y,N,Y,N,1020,[3N 6Y 9N ],1062.0000,0.0412
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y 9N 6Y ],1830.0000,0.1644
Y,Y,N,Y,Y,N,N,N,Y,1050,[3N 6N 7N ],1266.0000,0.2057
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[3Y 9Y ],1140.0000,0.0256
Y,N,Y,Y,N,N,Y,N,Y,1320,[3Y 9Y ],1140.0000,0.1364
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[3Y 9N 6Y ],1830.0000,0.0469
Y,Y,N,N,Y,N,N,N,N,960,[3N 6N 7N ],1266.0000,0.3188
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y 9N 6Y ],1830.0000,0.0317
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y 9Y ],1140.0000,0.3103
Y,N,Y,Y,Y,Y,N,N,N,2040,[3Y 9N 6Y ],1830.0000,0.1029
Y,N,N,N,Y,Y,Y,N,Y,1050,[3N 6Y 9Y ],1120.0000,0.0667
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 6Y 9N ],1062.0000,0.1062
Y,N,Y,Y,N,N,N,N,Y,1290,[3Y 9Y ],1140.0000,0.1163
Y,N,Y,Y,Y,Y,N,N,Y,1200,[3Y 9Y ],1140.0000,0.0500
Y,Y,Y,N,N,N,N,N,N,1950,[3Y 9N 6N ],2145.0000,0.1000
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y 9N 6Y ],1830.0000,0.0000
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 9Y ],1140.0000,0.0256
Y,Y,N,N,Y,Y,N,N,Y,930,[3N 6Y 9Y ],1120.0000,0.2043
Y,Y,Y,Y,Y,N,N,Y,N,2340,[3Y 9N 6N ],2145.0000,0.0833
Y,N,Y,Y,N,N,Y,Y,N,2310,[3Y 9N 6N ],2145.0000,0.0714
Y,N,Y,N,N,N,Y,N,Y,1350,[3Y 9Y ],1140.0000,0.1556
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 6Y 9N ],1062.0000,0.1366
Y,Y,Y,Y,N,Y,Y,Y,N,1860,[3Y 9N 6Y ],1830.0000,0.0161
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 6N 7N ],1266.0000,0.1388
Y,Y,Y,N,N,Y,Y,N,N,1620,[3Y 9N 6Y ],1830.0000,0.1296
Y,N,Y,Y,Y,N,N,Y,N,2640,[3Y 9N 6N ],2145.0000,0.1875
Y,Y,Y,Y,Y,N,Y,N,N,2070,[3Y 9N 6N ],2145.0000,0.0362
Y,Y,N,N,Y,N,N,N,Y,1020,[3N 6N 7N ],1266.0000,0.2412
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[3Y 9N 6Y ],1830.0000,0.1286
Y,N,N,N,Y,N,N,N,Y,1260,[3N 6N 7N ],1266.0000,0.0048
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y 9N 6Y ],1830.0000,0.1159
Y,Y,Y,N,N,N,N,Y,N,2280,[3Y 9N 6N ],2145.0000,0.0592
Y,N,Y,N,N,N,Y,Y,N,2250,[3Y 9N 6N ],2145.0000,0.0467
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 6N 7Y ],1140.0000,0.0556
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 6Y 9Y ],1120.0000,0.0090
Y,N,N,N,N,Y,Y,N,Y,1080,[3N 6Y 9Y ],1120.0000,0.0370
Y,N,Y,N,N,Y,Y,N,Y,1260,[3Y 9Y ],1140.0000,0.0952
Y,Y,Y,N,Y,N,Y,N,N,1890,[3Y 9N 6N ],2145.0000,0.1349
Y,Y,N,Y,N,Y,N,Y,N,990,[3N 6Y 9N ],1062.0000,0.0727
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y 9N 6Y ],1830.0000,0.0167
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 6N 7Y ],1140.0000,0.1176
Y,N,N,Y,N,Y,Y,N,N,1080,[3N 6Y 9N ],1062.0000,0.0167
Y,N,Y,Y,N,Y,N,Y,N,2100,[3Y 9N 6Y ],1830.0000,0.1286
Y,Y,Y,Y,N,N,N,Y,N,2160,[3Y 9N 6N ],2145.0000,0.0069
Y,N,N,Y,Y,N,N,N,Y,1200,[3N 6N 7N ],1266.0000,0.0550
Y,N,N,Y,N,N,Y,N,Y,1140,[3N 6N 7Y ],1140.0000,0.0000
Y,Y,Y,Y,Y,Y,N,N,Y,1170,[3Y 9Y ],1140.0000,0.0256
Y,N,N,Y,N,N,Y,Y,N,1320,[3N 6N 7Y ],1140.0000,0.1364
Y,Y,N,Y,Y,N,Y,N,Y,990,[3N 6N 7Y ],1140.0000,0.1515
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 6Y 9Y ],1120.0000,0.0090
Y,N,Y,Y,N,Y,Y,N,N,1830,[3Y 9N 6Y ],1830.0000,0.0000
Y,Y,N,N,Y,Y,Y,N,Y,900,[3N 6Y 9Y ],1120.0000,0.2444
Y,Y,N,N,Y,N,Y,Y,N,1050,[3N 6N 7Y ],1140.0000,0.0857
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 9N 6N ],2145.0000,0.1000
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 9Y ],1140.0000,0.0500
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 6Y 9Y ],1120.0000,0.0667
Y,N,N,N,N,N,Y,N,N,1110,[3N 6N 7Y ],1140.0000,0.0270
Y,Y,Y,Y,N,N,Y,N,Y,1170,[3Y 9Y ],1140.0000,0.0256
Y,Y,N,Y,Y,N,N,N,N,1080,[3N 6N 7N ],1266.0000,0.1722
Y,N,N,N,N,Y,N,Y,N,1260,[3N 6Y 9N ],1062.0000,0.1571
Y,Y,Y,N,Y,Y,Y,N,N,1680,[3Y 9N 6Y ],1830.0000,0.0893
Y,Y,N,Y,Y,Y,Y,Y,N,990,[3N 6Y 9N ],1062.0000,0.0727
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 9Y ],1140.0000,0.0500
Y,N,Y,N,N,Y,N,N,Y,1230,[3Y 9Y ],1140.0000,0.0732
Y,N,Y,N,Y,Y,Y,Y,N,2100,[3Y 9N 6Y ],1830.0000,0.1286
Y,N,Y,Y,N,N,N,N,N,2220,[3Y 9N 6N ],2145.0000,0.0338
Y,N,N,Y,N,N,N,Y,N,1410,[3N 6N 7N ],1266.0000,0.1021
Y,N,N,N,Y,Y,Y,Y,N,1230,[3N 6Y 9N ],1062.0000,0.1366
Y,N,N,N,N,N,N,N,Y,1230,[3N 6N 7N ],1266.0000,0.0293
Y,Y,Y,Y,N,Y,N,N,N,1890,[3Y 9N 6Y ],1830.0000,0.0317
Y,Y,Y,Y,N,Y,Y,N,Y,1470,[3Y 9Y ],1140.0000,0.2245
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 9Y ],1140.0000,0.1364
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y 9Y ],1140.0000,0.0270
Y,Y,Y,N,Y,N,N,N,N,1950,[3Y 9N 6N ],2145.0000,0.1000
Y,N,Y,Y,N,N,N,Y,N,2460,[3Y 9N 6N ],2145.0000,0.1280
Y,N,N,Y,Y,Y,N,N,N,1200,[3N 6Y 9N ],1062.0000,0.1150
Y,Y,N,Y,Y,N,Y,N,N,990,[3N 6N 7Y ],1140.0000,0.1515
Y,Y,Y,Y,N,Y,Y,N,N,1770,[3Y 9N 6Y ],1830.0000,0.0339
Y,Y,N,N,N,N,Y,N,N,900,[3N 6N 7Y ],1140.0000,0.2667
Y,N,Y,Y,N,N,Y,N,N,2130,[3Y 9N 6N ],2145.0000,0.0070
Y,Y,N,N,N,Y,Y,N,Y,870,[3N 6Y 9Y ],1120.0000,0.2874
Y,Y,N,Y,Y,N,N,Y,N,1140,[3N 6N 7N ],1266.0000,0.1105
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y 9N 6N ],2145.0000,0.0949
Y,Y,N,N,Y,Y,N,Y,N,1020,[3N 6Y 9N ],1062.0000,0.0412
Y,Y,Y,Y,N,N,Y,N,N,2010,[3Y 9N 6N ],2145.0000,0.0672
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 6N 7Y ],1140.0000,0.1176
Y,N,N,N,Y,N,Y,N,N,1140,[3N 6N 7Y ],1140.0000,0.0000
Y,N,N,N,N,N,N,Y,N,1410,[3N 6N 7N ],1266.0000,0.1021
Y,N,N,Y,Y,N,N,N,N,1350,[3N 6N 7N ],1266.0000,0.0622
Y,N,Y,N,N,N,N,Y,N,2490,[3Y 9N 6N ],2145.0000,0.1386
Y,Y,N,Y,Y,Y,Y,N,Y,870,[3N 6Y 9Y ],1120.0000,0.2874
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 6N 7Y ],1140.0000,0.1739
Y,N,Y,N,N,Y,N,Y,N,2130,[3Y 9N 6Y ],1830.0000,0.1408
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 9N 6Y ],1830.0000,0.0893
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 6Y 9N ],1062.0000,0.0684
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 6Y 9N ],1062.0000,0.1571
Y,Y,N,N,N,N,N,N,N,990,[3N 6N 7N ],1266.0000,0.2788
Y,Y,Y,Y,N,Y,N,N,Y,1080,[3Y 9Y ],1140.0000,0.0556
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 6N 7Y ],1140.0000,0.0256
Y,Y,Y,N,Y,N,Y,N,Y,1170,[3Y 9Y ],1140.0000,0.0256
