Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,Y,N,N,N,N,Y,1290,[5N 3Y ],1890.0000,0.4651
Y,Y,Y,Y,Y,N,Y,N,Y,1200,[5Y 3Y ],2190.0000,0.8250
Y,N,N,N,N,Y,N,N,N,1080,[5N 3N ],1200.0000,0.1111
Y,N,Y,N,N,Y,Y,N,N,1680,[5N 3Y ],1890.0000,0.1250
Y,Y,Y,N,N,N,Y,N,Y,1020,[5N 3Y ],1890.0000,0.8529
Y,Y,Y,N,Y,N,Y,Y,N,2190,[5Y 3Y ],2190.0000,0.0000
Y,Y,N,Y,N,N,N,N,N,1050,[5N 3N ],1200.0000,0.1429
Y,N,Y,Y,N,N,Y,Y,N,2310,[5N 3Y ],1890.0000,0.1818
Y,Y,N,N,Y,Y,Y,Y,N,960,[5Y 3N ],1140.0000,0.1875
Y,N,N,Y,Y,Y,Y,N,Y,1110,[5Y 3N ],1140.0000,0.0270
Y,Y,N,Y,Y,Y,N,Y,N,1020,[5Y 3N ],1140.0000,0.1176
Y,Y,N,N,Y,N,N,N,N,960,[5Y 3N ],1140.0000,0.1875
Y,Y,N,N,N,Y,Y,N,Y,870,[5N 3N ],1200.0000,0.3793
Y,N,N,N,N,N,Y,Y,N,1290,[5N 3N ],1200.0000,0.0698
Y,Y,Y,N,N,Y,N,N,N,1710,[5N 3Y ],1890.0000,0.1053
Y,N,N,N,Y,N,Y,N,N,1140,[5Y 3N ],1140.0000,0.0000
Y,N,N,Y,Y,N,Y,N,Y,1230,[5Y 3N ],1140.0000,0.0732
Y,N,N,Y,Y,N,N,N,Y,1200,[5Y 3N ],1140.0000,0.0500
Y,N,N,Y,Y,Y,N,Y,N,1260,[5Y 3N ],1140.0000,0.0952
Y,N,N,Y,N,N,Y,N,Y,1140,[5N 3N ],1200.0000,0.0526
Y,Y,Y,N,N,Y,Y,Y,N,1860,[5N 3Y ],1890.0000,0.0161
Y,N,Y,N,Y,Y,Y,N,Y,1230,[5Y 3Y ],2190.0000,0.7805
Y,N,N,Y,Y,N,Y,Y,N,1380,[5Y 3N ],1140.0000,0.1739
Y,Y,Y,Y,Y,N,N,Y,N,2340,[5Y 3Y ],2190.0000,0.0641
Y,N,Y,Y,Y,N,Y,N,Y,1110,[5Y 3Y ],2190.0000,0.9730
Y,N,N,N,N,N,Y,N,Y,1080,[5N 3N ],1200.0000,0.1111
Y,N,Y,Y,N,Y,N,Y,N,2100,[5N 3Y ],1890.0000,0.1000
Y,Y,N,N,N,Y,N,N,N,900,[5N 3N ],1200.0000,0.3333
Y,N,N,N,Y,Y,Y,N,Y,1050,[5Y 3N ],1140.0000,0.0857
Y,Y,Y,N,Y,Y,N,N,Y,1080,[5Y 3Y ],2190.0000,1.0278
Y,Y,Y,N,Y,Y,N,N,N,1770,[5Y 3Y ],2190.0000,0.2373
Y,Y,Y,N,Y,Y,Y,N,N,1680,[5Y 3Y ],2190.0000,0.3036
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[5Y 3Y ],2190.0000,0.1406
Y,Y,Y,Y,Y,N,Y,N,N,2070,[5Y 3Y ],2190.0000,0.0580
Y,Y,N,Y,N,Y,N,N,Y,930,[5N 3N ],1200.0000,0.2903
Y,N,N,Y,N,N,Y,Y,N,1320,[5N 3N ],1200.0000,0.0909
Y,Y,Y,Y,Y,Y,N,N,Y,1170,[5Y 3Y ],2190.0000,0.8718
Y,Y,N,Y,Y,Y,N,N,N,960,[5Y 3N ],1140.0000,0.1875
Y,N,N,N,N,N,N,Y,N,1410,[5N 3N ],1200.0000,0.1489
Y,Y,N,N,N,N,N,N,Y,990,[5N 3N ],1200.0000,0.2121
Y,N,Y,N,Y,N,Y,N,N,1950,[5Y 3Y ],2190.0000,0.1231
Y,N,Y,N,Y,N,N,Y,N,2400,[5Y 3Y ],2190.0000,0.0875
Y,Y,N,N,Y,N,Y,Y,N,1050,[5Y 3N ],1140.0000,0.0857
Y,Y,Y,Y,N,N,N,N,N,2130,[5N 3Y ],1890.0000,0.1127
Y,Y,Y,N,N,N,Y,N,N,1830,[5N 3Y ],1890.0000,0.0328
Y,N,N,N,Y,N,Y,Y,N,1380,[5Y 3N ],1140.0000,0.1739
Y,Y,N,Y,Y,N,N,Y,N,1140,[5Y 3N ],1140.0000,0.0000
Y,N,Y,N,N,Y,Y,Y,N,1980,[5N 3Y ],1890.0000,0.0455
Y,N,N,Y,N,Y,Y,N,N,1080,[5N 3N ],1200.0000,0.1111
Y,N,N,N,N,Y,Y,N,Y,1080,[5N 3N ],1200.0000,0.1111
Y,N,N,N,N,Y,Y,Y,N,1140,[5N 3N ],1200.0000,0.0526
Y,Y,N,N,Y,N,N,N,Y,1020,[5Y 3N ],1140.0000,0.1176
Y,Y,N,N,N,N,Y,N,N,900,[5N 3N ],1200.0000,0.3333
Y,N,N,N,N,Y,N,N,Y,1050,[5N 3N ],1200.0000,0.1429
Y,N,Y,N,N,N,N,N,N,2040,[5N 3Y ],1890.0000,0.0735
Y,N,N,N,Y,Y,Y,Y,N,1230,[5Y 3N ],1140.0000,0.0732
Y,Y,N,N,Y,Y,N,N,N,900,[5Y 3N ],1140.0000,0.2667
Y,Y,Y,N,Y,N,Y,N,N,1890,[5Y 3Y ],2190.0000,0.1587
Y,N,Y,Y,Y,Y,N,Y,N,2190,[5Y 3Y ],2190.0000,0.0000
Y,Y,Y,Y,N,Y,N,N,N,1890,[5N 3Y ],1890.0000,0.0000
Y,Y,Y,N,Y,N,N,N,Y,1320,[5Y 3Y ],2190.0000,0.6591
Y,N,Y,N,Y,Y,Y,Y,N,2100,[5Y 3Y ],2190.0000,0.0429
Y,N,N,N,N,N,N,N,Y,1230,[5N 3N ],1200.0000,0.0244
Y,Y,Y,Y,Y,Y,N,N,N,1920,[5Y 3Y ],2190.0000,0.1406
Y,N,Y,Y,N,Y,N,N,N,1980,[5N 3Y ],1890.0000,0.0455
Y,N,N,N,Y,N,Y,N,Y,1200,[5Y 3N ],1140.0000,0.0500
Y,N,Y,Y,Y,Y,Y,N,N,1890,[5Y 3Y ],2190.0000,0.1587
Y,Y,N,Y,N,N,N,Y,N,1110,[5N 3N ],1200.0000,0.0811
Y,N,N,Y,Y,N,N,N,N,1350,[5Y 3N ],1140.0000,0.1556
Y,N,Y,N,N,N,Y,N,N,1920,[5N 3Y ],1890.0000,0.0156
Y,N,Y,Y,N,N,N,Y,N,2460,[5N 3Y ],1890.0000,0.2317
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[5Y 3Y ],2190.0000,0.0580
Y,N,Y,N,N,Y,N,N,N,1770,[5N 3Y ],1890.0000,0.0678
Y,N,Y,N,N,Y,Y,N,Y,1260,[5N 3Y ],1890.0000,0.5000
Y,N,N,Y,Y,Y,Y,N,N,1110,[5Y 3N ],1140.0000,0.0270
Y,Y,N,Y,N,N,Y,Y,N,1020,[5N 3N ],1200.0000,0.1765
Y,N,N,N,N,N,N,N,N,1200,[5N 3N ],1200.0000,0.0000
Y,Y,N,N,Y,Y,Y,N,Y,900,[5Y 3N ],1140.0000,0.2667
Y,Y,N,Y,N,Y,Y,N,Y,870,[5N 3N ],1200.0000,0.3793
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[5Y 3Y ],2190.0000,0.0000
Y,Y,Y,Y,N,N,Y,N,N,2010,[5N 3Y ],1890.0000,0.0597
Y,N,Y,N,N,Y,N,N,Y,1230,[5N 3Y ],1890.0000,0.5366
Y,N,Y,N,Y,Y,N,Y,N,2190,[5Y 3Y ],2190.0000,0.0000
Y,N,N,N,Y,N,N,N,Y,1260,[5Y 3N ],1140.0000,0.0952
Y,Y,N,Y,N,Y,N,Y,N,990,[5N 3N ],1200.0000,0.2121
Y,N,Y,Y,N,Y,Y,N,Y,1230,[5N 3Y ],1890.0000,0.5366
Y,N,Y,Y,Y,Y,N,N,N,2040,[5Y 3Y ],2190.0000,0.0735
Y,Y,Y,N,N,N,N,Y,N,2280,[5N 3Y ],1890.0000,0.1711
Y,Y,N,N,Y,Y,N,N,Y,930,[5Y 3N ],1140.0000,0.2258
Y,Y,N,Y,Y,Y,N,N,Y,930,[5Y 3N ],1140.0000,0.2258
Y,N,N,N,N,Y,Y,N,N,1020,[5N 3N ],1200.0000,0.1765
Y,Y,Y,N,N,Y,N,N,Y,1200,[5N 3Y ],1890.0000,0.5750
Y,Y,N,N,N,N,Y,N,Y,960,[5N 3N ],1200.0000,0.2500
Y,Y,N,Y,Y,N,N,N,Y,1050,[5Y 3N ],1140.0000,0.0857
Y,N,Y,Y,N,Y,N,N,Y,1020,[5N 3Y ],1890.0000,0.8529
Y,N,Y,Y,N,N,N,N,N,2220,[5N 3Y ],1890.0000,0.1486
Y,Y,Y,N,N,Y,Y,N,Y,1140,[5N 3Y ],1890.0000,0.6579
Y,Y,Y,Y,N,Y,Y,N,N,1770,[5N 3Y ],1890.0000,0.0678
Y,Y,Y,N,Y,Y,N,Y,N,2070,[5Y 3Y ],2190.0000,0.0580
Y,N,N,Y,Y,Y,Y,Y,N,1230,[5Y 3N ],1140.0000,0.0732
Y,Y,Y,N,N,Y,Y,N,N,1620,[5N 3Y ],1890.0000,0.1667
Y,N,Y,N,N,N,N,Y,N,2490,[5N 3Y ],1890.0000,0.2410
Y,Y,Y,Y,Y,N,N,N,N,2220,[5Y 3Y ],2190.0000,0.0135
Y,Y,Y,Y,N,Y,N,N,Y,1080,[5N 3Y ],1890.0000,0.7500
Y,Y,N,N,N,Y,Y,N,N,840,[5N 3N ],1200.0000,0.4286
Y,Y,N,Y,N,N,N,N,Y,990,[5N 3N ],1200.0000,0.2121
Y,Y,N,Y,Y,N,Y,N,Y,990,[5Y 3N ],1140.0000,0.1515
Y,N,N,Y,N,N,Y,N,N,1230,[5N 3N ],1200.0000,0.0244
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[5Y 3Y ],2190.0000,1.5172
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[5Y 3Y ],2190.0000,0.8718
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[5Y 3Y ],2190.0000,0.0429
Y,N,N,Y,N,Y,N,N,N,1170,[5N 3N ],1200.0000,0.0256
Y,Y,N,N,Y,N,Y,N,N,930,[5Y 3N ],1140.0000,0.2258
Y,N,N,Y,N,Y,Y,N,Y,1050,[5N 3N ],1200.0000,0.1429
Y,Y,N,Y,Y,Y,Y,N,Y,870,[5Y 3N ],1140.0000,0.3103
Y,Y,Y,Y,Y,N,N,N,Y,1050,[5Y 3Y ],2190.0000,1.0857
Y,Y,N,N,N,N,N,N,N,990,[5N 3N ],1200.0000,0.2121
Y,Y,Y,Y,N,Y,Y,Y,N,1860,[5N 3Y ],1890.0000,0.0161
Y,Y,Y,N,N,N,Y,Y,N,2160,[5N 3Y ],1890.0000,0.1250
Y,N,N,N,Y,Y,N,Y,N,1320,[5Y 3N ],1140.0000,0.1364
Y,Y,N,Y,N,N,Y,N,Y,960,[5N 3N ],1200.0000,0.2500
Y,Y,N,Y,N,Y,N,N,N,930,[5N 3N ],1200.0000,0.2903
Y,Y,Y,Y,N,N,Y,N,Y,1170,[5N 3Y ],1890.0000,0.6154
Y,N,Y,Y,Y,N,Y,N,N,2190,[5Y 3Y ],2190.0000,0.0000
Y,Y,N,N,N,N,N,Y,N,1110,[5N 3N ],1200.0000,0.0811
Y,N,N,Y,Y,Y,N,N,Y,1140,[5Y 3N ],1140.0000,0.0000
Y,Y,Y,N,Y,Y,Y,N,Y,1500,[5Y 3Y ],2190.0000,0.4600
Y,N,N,Y,Y,N,N,Y,N,1470,[5Y 3N ],1140.0000,0.2245
Y,N,N,N,Y,N,N,Y,N,1410,[5Y 3N ],1140.0000,0.1915
Y,N,Y,N,Y,Y,N,N,N,1830,[5Y 3Y ],2190.0000,0.1967
Y,Y,N,N,Y,Y,Y,N,N,840,[5Y 3N ],1140.0000,0.3571
Y,Y,Y,Y,N,N,Y,Y,N,2160,[5N 3Y ],1890.0000,0.1250
Y,N,Y,Y,N,Y,Y,Y,N,1980,[5N 3Y ],1890.0000,0.0455
Y,Y,N,Y,Y,N,Y,N,N,990,[5Y 3N ],1140.0000,0.1515
Y,N,Y,Y,Y,N,N,N,N,2370,[5Y 3Y ],2190.0000,0.0759
Y,Y,N,Y,Y,Y,Y,N,N,900,[5Y 3N ],1140.0000,0.2667
Y,N,N,N,N,N,Y,N,N,1110,[5N 3N ],1200.0000,0.0811
Y,N,N,N,N,Y,N,Y,N,1260,[5N 3N ],1200.0000,0.0476
Y,N,Y,Y,Y,N,Y,Y,N,2430,[5Y 3Y ],2190.0000,0.0988
Y,N,Y,Y,N,N,Y,N,N,2130,[5N 3Y ],1890.0000,0.1127
Y,N,Y,Y,Y,Y,N,N,Y,1200,[5Y 3Y ],2190.0000,0.8250
Y,N,Y,N,Y,N,N,N,Y,1380,[5Y 3Y ],2190.0000,0.5870
Y,Y,Y,N,Y,N,Y,N,Y,1170,[5Y 3Y ],2190.0000,0.8718
Y,Y,N,N,N,Y,N,N,Y,930,[5N 3N ],1200.0000,0.2903
Y,N,N,Y,N,N,N,N,Y,1200,[5N 3N ],1200.0000,0.0000
Y,N,N,Y,Y,N,Y,N,N,1170,[5Y 3N ],1140.0000,0.0256
Y,Y,Y,Y,N,N,N,Y,N,2160,[5N 3Y ],1890.0000,0.1250
Y,Y,Y,Y,N,N,N,N,Y,1170,[5N 3Y ],1890.0000,0.6154
Y,N,N,N,Y,Y,N,N,N,1020,[5Y 3N ],1140.0000,0.1176
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[5Y 3Y ],2190.0000,0.2167
Y,Y,N,N,N,N,Y,Y,N,1020,[5N 3N ],1200.0000,0.1765
Y,N,N,Y,N,N,N,N,N,1320,[5N 3N ],1200.0000,0.0909
Y,N,Y,N,Y,Y,N,N,Y,1350,[5Y 3Y ],2190.0000,0.6222
Y,N,N,Y,N,N,N,Y,N,1410,[5N 3N ],1200.0000,0.1489
Y,Y,N,Y,N,N,Y,N,N,960,[5N 3N ],1200.0000,0.2500
Y,N,Y,N,Y,Y,Y,N,N,1740,[5Y 3Y ],2190.0000,0.2586
Y,Y,N,Y,N,Y,Y,N,N,900,[5N 3N ],1200.0000,0.3333
Y,Y,N,N,N,Y,N,Y,N,1020,[5N 3N ],1200.0000,0.1765
Y,Y,N,N,Y,N,Y,N,Y,960,[5Y 3N ],1140.0000,0.1875
Y,N,Y,Y,N,Y,Y,N,N,1830,[5N 3Y ],1890.0000,0.0328
