Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,N,Y,N,N,Y,N,Y,1140,[3N 2N ],1212.0000,0.0632
Y,Y,N,Y,N,N,N,N,N,1050,[3N 2Y 6N ],1005.0000,0.0429
Y,Y,Y,Y,N,N,N,Y,N,2160,[3Y 9N 8Y ],2062.5000,0.0451
Y,N,Y,N,N,N,N,Y,N,2490,[3Y 9N 8Y ],2062.5000,0.1717
Y,Y,Y,N,Y,Y,N,N,N,1770,[3Y 9N 8N ],1875.0000,0.0593
Y,N,N,N,Y,Y,Y,N,Y,1050,[3N 2N ],1212.0000,0.1543
Y,Y,Y,N,Y,N,N,N,N,1950,[3Y 9N 8N ],1875.0000,0.0385
Y,N,N,Y,Y,N,N,N,Y,1200,[3N 2N ],1212.0000,0.0100
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y 9N 8Y ],2062.5000,0.1089
Y,Y,Y,Y,Y,Y,N,N,N,1920,[3Y 9N 8N ],1875.0000,0.0234
Y,N,Y,N,N,Y,N,Y,N,2130,[3Y 9N 8Y ],2062.5000,0.0317
Y,Y,N,N,N,N,Y,N,Y,960,[3N 2Y 6N ],1005.0000,0.0469
Y,N,Y,N,Y,N,N,Y,N,2400,[3Y 9N 8Y ],2062.5000,0.1406
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[3Y 9N 8Y ],2062.5000,0.0179
Y,Y,Y,Y,N,Y,N,N,Y,1080,[3Y 9Y ],1248.0000,0.1556
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 9Y ],1248.0000,0.0667
Y,Y,Y,N,N,Y,N,N,N,1710,[3Y 9N 8N ],1875.0000,0.0965
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 2N ],1212.0000,0.0919
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 2N ],1212.0000,0.0632
Y,Y,Y,Y,Y,N,Y,N,N,2070,[3Y 9N 8N ],1875.0000,0.0942
Y,N,N,N,N,Y,N,N,Y,1050,[3N 2N ],1212.0000,0.1543
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 2N ],1212.0000,0.0146
Y,N,N,N,N,N,Y,N,N,1110,[3N 2N ],1212.0000,0.0919
Y,N,Y,Y,N,Y,N,N,Y,1020,[3Y 9Y ],1248.0000,0.2235
Y,Y,N,Y,N,N,Y,N,N,960,[3N 2Y 6N ],1005.0000,0.0469
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 2N ],1212.0000,0.0381
Y,Y,Y,Y,N,Y,N,N,N,1890,[3Y 9N 8N ],1875.0000,0.0079
Y,Y,N,Y,Y,Y,N,Y,N,1020,[3N 2Y 6Y 9N ],960.0000,0.0588
Y,Y,N,Y,Y,N,N,N,Y,1050,[3N 2Y 6N ],1005.0000,0.0429
Y,N,Y,N,N,N,N,N,N,2040,[3Y 9N 8N ],1875.0000,0.0809
Y,N,Y,Y,Y,N,Y,N,N,2190,[3Y 9N 8N ],1875.0000,0.1438
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 2Y 6N ],1005.0000,0.0694
Y,Y,N,Y,Y,Y,N,N,N,960,[3N 2Y 6Y 9N ],960.0000,0.0000
Y,N,Y,Y,N,Y,Y,Y,N,1980,[3Y 9N 8Y ],2062.5000,0.0417
Y,Y,Y,Y,N,N,Y,Y,N,2160,[3Y 9N 8Y ],2062.5000,0.0451
Y,N,N,N,Y,Y,Y,Y,N,1230,[3N 2N ],1212.0000,0.0146
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 2N ],1212.0000,0.1543
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 2Y 6N ],1005.0000,0.0147
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 2Y 6Y 9N ],960.0000,0.0000
Y,N,N,Y,Y,N,Y,N,Y,1230,[3N 2N ],1212.0000,0.0146
Y,Y,Y,N,N,N,Y,N,N,1830,[3Y 9N 8N ],1875.0000,0.0246
Y,Y,Y,N,N,N,N,N,N,1950,[3Y 9N 8N ],1875.0000,0.0385
Y,Y,Y,Y,Y,N,N,Y,N,2340,[3Y 9N 8Y ],2062.5000,0.1186
Y,Y,Y,Y,N,Y,N,Y,N,1890,[3Y 9N 8Y ],2062.5000,0.0913
Y,N,Y,N,Y,N,Y,Y,N,2430,[3Y 9N 8Y ],2062.5000,0.1512
Y,Y,N,Y,N,N,Y,N,Y,960,[3N 2Y 6N ],1005.0000,0.0469
Y,N,N,N,Y,N,N,N,N,1200,[3N 2N ],1212.0000,0.0100
Y,Y,N,N,Y,N,N,Y,N,1140,[3N 2Y 6N ],1005.0000,0.1184
Y,Y,Y,N,Y,Y,Y,N,N,1680,[3Y 9N 8N ],1875.0000,0.1161
Y,N,N,N,N,N,N,N,N,1200,[3N 2N ],1212.0000,0.0100
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y 9N 8Y ],2062.5000,0.1512
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 8Y ],2062.5000,0.0582
Y,Y,N,N,N,Y,Y,N,Y,870,[3N 2Y 6Y 9Y ],920.0000,0.0575
Y,N,Y,N,Y,Y,N,Y,N,2190,[3Y 9N 8Y ],2062.5000,0.0582
Y,Y,Y,N,N,Y,N,Y,N,1980,[3Y 9N 8Y ],2062.5000,0.0417
Y,N,N,N,N,N,Y,N,Y,1080,[3N 2N ],1212.0000,0.1222
Y,Y,Y,N,Y,N,Y,Y,N,2190,[3Y 9N 8Y ],2062.5000,0.0582
Y,Y,N,N,Y,N,Y,N,N,930,[3N 2Y 6N ],1005.0000,0.0806
Y,N,Y,N,N,Y,N,N,N,1770,[3Y 9N 8N ],1875.0000,0.0593
Y,Y,Y,N,Y,Y,N,N,Y,1080,[3Y 9Y ],1248.0000,0.1556
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 9N 8N ],1875.0000,0.0385
Y,N,N,N,N,Y,Y,Y,N,1140,[3N 2N ],1212.0000,0.0632
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y 9N 8Y ],2062.5000,0.1089
Y,Y,N,N,Y,N,N,N,N,960,[3N 2Y 6N ],1005.0000,0.0469
Y,Y,N,Y,N,Y,N,N,N,930,[3N 2Y 6Y 9N ],960.0000,0.0323
Y,N,N,N,Y,N,N,N,Y,1260,[3N 2N ],1212.0000,0.0381
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y 9N 8N ],1875.0000,0.2089
Y,N,Y,N,N,N,Y,Y,N,2250,[3Y 9N 8Y ],2062.5000,0.0833
Y,N,N,Y,N,N,Y,Y,N,1320,[3N 2N ],1212.0000,0.0818
Y,Y,Y,N,N,N,N,Y,N,2280,[3Y 9N 8Y ],2062.5000,0.0954
Y,Y,N,Y,Y,N,Y,N,Y,990,[3N 2Y 6N ],1005.0000,0.0152
Y,Y,N,N,Y,N,Y,N,Y,960,[3N 2Y 6N ],1005.0000,0.0469
Y,N,N,Y,N,N,N,N,N,1320,[3N 2N ],1212.0000,0.0818
Y,N,N,N,N,Y,Y,N,Y,1080,[3N 2N ],1212.0000,0.1222
Y,N,Y,N,N,Y,Y,Y,N,1980,[3Y 9N 8Y ],2062.5000,0.0417
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[3Y 9N 8Y ],2062.5000,0.0742
Y,N,N,N,N,Y,Y,N,N,1020,[3N 2N ],1212.0000,0.1882
Y,Y,Y,N,Y,Y,N,Y,N,2070,[3Y 9N 8Y ],2062.5000,0.0036
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y 9N 8Y ],2062.5000,0.0451
Y,N,Y,N,Y,Y,Y,Y,N,2100,[3Y 9N 8Y ],2062.5000,0.0179
Y,N,N,Y,Y,N,N,N,N,1350,[3N 2N ],1212.0000,0.1022
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y 9Y ],1248.0000,0.1243
Y,N,Y,Y,Y,Y,N,N,N,2040,[3Y 9N 8N ],1875.0000,0.0809
Y,N,Y,Y,Y,N,Y,N,Y,1110,[3Y 9Y ],1248.0000,0.1243
Y,N,N,Y,N,N,N,N,Y,1200,[3N 2N ],1212.0000,0.0100
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y ],1248.0000,0.0756
Y,N,Y,N,N,N,Y,N,N,1920,[3Y 9N 8N ],1875.0000,0.0234
Y,Y,Y,N,N,Y,Y,N,Y,1140,[3Y 9Y ],1248.0000,0.0947
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[3Y 9Y ],1248.0000,0.0667
Y,N,Y,Y,N,Y,N,N,N,1980,[3Y 9N 8N ],1875.0000,0.0530
Y,N,N,N,N,N,N,N,Y,1230,[3N 2N ],1212.0000,0.0146
Y,Y,N,N,Y,N,N,N,Y,1020,[3N 2Y 6N ],1005.0000,0.0147
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 9Y ],1248.0000,0.0400
Y,Y,Y,N,Y,N,Y,N,N,1890,[3Y 9N 8N ],1875.0000,0.0079
Y,N,Y,N,N,N,Y,N,Y,1350,[3Y 9Y ],1248.0000,0.0756
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y 9N 8N ],1875.0000,0.0417
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y 9N 8Y ],2062.5000,0.0582
Y,N,N,N,Y,Y,N,Y,N,1320,[3N 2N ],1212.0000,0.0818
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 9Y ],1248.0000,0.0400
Y,Y,N,Y,N,Y,Y,N,N,900,[3N 2Y 6Y 9N ],960.0000,0.0667
Y,N,N,Y,N,Y,N,N,N,1170,[3N 2N ],1212.0000,0.0359
Y,Y,Y,N,Y,N,N,Y,N,2280,[3Y 9N 8Y ],2062.5000,0.0954
Y,Y,N,N,N,N,N,N,Y,990,[3N 2Y 6N ],1005.0000,0.0152
Y,N,N,N,Y,Y,N,N,N,1020,[3N 2N ],1212.0000,0.1882
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y 9N 8Y ],2062.5000,0.0036
Y,Y,N,N,N,N,N,N,N,990,[3N 2Y 6N ],1005.0000,0.0152
Y,N,Y,Y,N,Y,Y,N,N,1830,[3Y 9N 8N ],1875.0000,0.0246
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y 9N 8N ],1875.0000,0.0079
Y,N,N,N,N,Y,N,Y,N,1260,[3N 2N ],1212.0000,0.0381
Y,Y,N,Y,N,N,N,N,Y,990,[3N 2Y 6N ],1005.0000,0.0152
Y,N,Y,N,Y,N,N,N,Y,1380,[3Y 9Y ],1248.0000,0.0957
Y,N,Y,Y,N,N,N,N,N,2220,[3Y 9N 8N ],1875.0000,0.1554
Y,Y,Y,Y,Y,Y,N,N,Y,1170,[3Y 9Y ],1248.0000,0.0667
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y 9Y ],1248.0000,0.4345
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y 9N 8N ],1875.0000,0.0246
Y,Y,N,N,Y,Y,N,Y,N,1020,[3N 2Y 6Y 9N ],960.0000,0.0588
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 2N ],1212.0000,0.1755
Y,N,Y,Y,Y,N,N,N,Y,1200,[3Y 9Y ],1248.0000,0.0400
Y,Y,Y,N,N,N,Y,N,Y,1020,[3Y 9Y ],1248.0000,0.2235
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 2N ],1212.0000,0.0381
Y,N,N,Y,Y,Y,Y,N,N,1110,[3N 2N ],1212.0000,0.0919
Y,Y,N,Y,N,Y,Y,N,Y,870,[3N 2Y 6Y 9Y ],920.0000,0.0575
Y,Y,N,Y,N,Y,N,N,Y,930,[3N 2Y 6Y 9Y ],920.0000,0.0108
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 2N ],1212.0000,0.0919
Y,Y,N,N,Y,Y,Y,N,N,840,[3N 2Y 6Y 9N ],960.0000,0.1429
Y,Y,N,N,Y,Y,N,N,N,900,[3N 2Y 6Y 9N ],960.0000,0.0667
