Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,Y,Y,Y,N,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,N,N,N,Y,Y,Y,N,N,990,[3N 2N 6Y ],1134.0000,0.1455
Y,N,N,N,Y,Y,N,N,Y,1200,[3N 2N 6Y ],1134.0000,0.0550
Y,Y,Y,Y,N,Y,N,N,Y,1080,[3Y 9Y 7N ],1200.0000,0.1111
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y 7N ],1200.0000,0.1111
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y 9N 6N ],2322.0000,0.0203
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 2N 6N ],1170.0000,0.1522
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 9N 6N ],2322.0000,0.1908
Y,Y,N,N,Y,N,N,N,Y,1020,[3N 2Y ],960.0000,0.0588
Y,N,N,N,N,N,N,Y,N,1410,[3N 2N 6N ],1170.0000,0.1702
Y,Y,N,N,Y,Y,Y,N,N,840,[3N 2Y ],960.0000,0.1429
Y,N,Y,N,N,N,Y,N,Y,1350,[3Y 9Y 7Y ],1117.5000,0.1722
Y,N,N,Y,N,N,N,N,Y,1200,[3N 2N 6N ],1170.0000,0.0250
Y,N,Y,N,N,N,Y,N,N,1920,[3Y 9N 6N ],2322.0000,0.2094
Y,N,N,Y,N,N,N,N,N,1320,[3N 2N 6N ],1170.0000,0.1136
Y,Y,N,N,Y,N,Y,N,Y,960,[3N 2Y ],960.0000,0.0000
Y,N,N,N,N,Y,N,N,Y,1050,[3N 2N 6Y ],1134.0000,0.0800
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 9Y 7N ],1200.0000,0.0000
Y,N,Y,N,N,Y,Y,Y,N,1980,[3Y 9N 6Y ],2010.0000,0.0152
Y,N,N,Y,N,N,Y,N,Y,1140,[3N 2N 6N ],1170.0000,0.0263
Y,Y,Y,Y,N,N,Y,N,Y,1170,[3Y 9Y 7Y ],1117.5000,0.0449
Y,Y,Y,Y,Y,N,N,N,Y,1050,[3Y 9Y 7N ],1200.0000,0.1429
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 2N 6N ],1170.0000,0.2041
Y,N,Y,Y,Y,Y,Y,N,Y,1170,[3Y 9Y 7Y ],1117.5000,0.0449
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y 9N 6N ],2322.0000,0.0750
Y,N,N,N,Y,Y,N,N,N,1020,[3N 2N 6Y ],1134.0000,0.1118
Y,N,N,N,Y,N,N,N,Y,1260,[3N 2N 6N ],1170.0000,0.0714
Y,N,Y,Y,Y,N,Y,N,Y,1110,[3Y 9Y 7Y ],1117.5000,0.0068
Y,N,Y,N,Y,N,N,N,N,2100,[3Y 9N 6N ],2322.0000,0.1057
Y,Y,Y,Y,N,N,N,Y,N,2160,[3Y 9N 6N ],2322.0000,0.0750
Y,Y,Y,N,N,Y,Y,N,Y,1140,[3Y 9Y 7Y ],1117.5000,0.0197
Y,Y,N,N,N,Y,Y,N,Y,870,[3N 2Y ],960.0000,0.1034
Y,N,Y,N,N,N,Y,Y,N,2250,[3Y 9N 6N ],2322.0000,0.0320
Y,Y,N,Y,Y,Y,Y,N,Y,870,[3N 2Y ],960.0000,0.1034
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 2N 6Y ],1134.0000,0.0053
Y,N,Y,N,N,N,N,Y,N,2490,[3Y 9N 6N ],2322.0000,0.0675
Y,N,Y,Y,N,Y,N,N,Y,1020,[3Y 9Y 7N ],1200.0000,0.1765
Y,N,N,Y,N,N,Y,Y,N,1320,[3N 2N 6N ],1170.0000,0.1136
Y,N,Y,Y,N,Y,Y,N,N,1830,[3Y 9N 6Y ],2010.0000,0.0984
Y,N,Y,Y,Y,Y,N,N,N,2040,[3Y 9N 6Y ],2010.0000,0.0147
Y,N,N,N,Y,N,Y,N,N,1140,[3N 2N 6N ],1170.0000,0.0263
Y,Y,N,N,N,Y,N,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,Y,N,Y,N,Y,N,N,N,930,[3N 2Y ],960.0000,0.0323
Y,N,N,Y,Y,Y,N,N,N,1200,[3N 2N 6Y ],1134.0000,0.0550
Y,Y,Y,Y,Y,N,Y,N,Y,1200,[3Y 9Y 7Y ],1117.5000,0.0688
Y,N,Y,Y,N,N,N,N,Y,1290,[3Y 9Y 7N ],1200.0000,0.0698
Y,N,Y,N,N,Y,N,N,Y,1230,[3Y 9Y 7N ],1200.0000,0.0244
Y,Y,N,N,Y,Y,Y,Y,N,960,[3N 2Y ],960.0000,0.0000
Y,Y,N,Y,N,Y,Y,N,Y,870,[3N 2Y ],960.0000,0.1034
Y,Y,Y,Y,Y,N,N,N,N,2220,[3Y 9N 6N ],2322.0000,0.0459
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y 9N 6Y ],2010.0000,0.0806
Y,N,N,Y,N,Y,Y,N,Y,1050,[3N 2N 6Y ],1134.0000,0.0800
Y,Y,Y,N,N,Y,N,Y,N,1980,[3Y 9N 6Y ],2010.0000,0.0152
Y,Y,N,Y,Y,N,N,N,N,1080,[3N 2Y ],960.0000,0.1111
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y 9N 6Y ],2010.0000,0.0806
Y,N,N,Y,Y,Y,Y,N,N,1110,[3N 2N 6Y ],1134.0000,0.0216
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,N,N,Y,Y,Y,N,N,Y,1140,[3N 2N 6Y ],1134.0000,0.0053
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 9Y 7N ],1200.0000,0.0000
Y,N,Y,N,Y,N,N,N,Y,1380,[3Y 9Y 7N ],1200.0000,0.1304
Y,Y,N,N,Y,N,Y,Y,N,1050,[3N 2Y ],960.0000,0.0857
Y,N,N,N,Y,Y,N,Y,N,1320,[3N 2N 6Y ],1134.0000,0.1409
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 9Y 7N ],1200.0000,0.0256
Y,N,Y,Y,N,Y,N,Y,N,2100,[3Y 9N 6Y ],2010.0000,0.0429
Y,Y,N,Y,Y,Y,N,N,N,960,[3N 2Y ],960.0000,0.0000
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y 9N 6Y ],2010.0000,0.0984
Y,Y,N,Y,N,N,Y,N,Y,960,[3N 2Y ],960.0000,0.0000
Y,N,Y,Y,Y,N,Y,N,N,2190,[3Y 9N 6N ],2322.0000,0.0603
Y,Y,Y,Y,Y,Y,Y,N,N,1800,[3Y 9N 6Y ],2010.0000,0.1167
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y 9N 6N ],2322.0000,0.0444
Y,N,Y,N,N,Y,Y,N,Y,1260,[3Y 9Y 7Y ],1117.5000,0.1131
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 2N 6Y ],1134.0000,0.0780
Y,N,N,N,Y,N,N,Y,N,1410,[3N 2N 6N ],1170.0000,0.1702
Y,Y,Y,Y,N,N,N,N,N,2130,[3Y 9N 6N ],2322.0000,0.0901
Y,N,N,Y,N,Y,N,N,N,1170,[3N 2N 6Y ],1134.0000,0.0308
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y 9N 6Y ],2010.0000,0.0822
Y,Y,N,N,Y,Y,N,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 9N 6Y ],2010.0000,0.1964
Y,N,N,Y,N,Y,Y,N,N,1080,[3N 2N 6Y ],1134.0000,0.0500
Y,Y,N,Y,N,N,N,N,Y,990,[3N 2Y ],960.0000,0.0303
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 2N 6Y ],1134.0000,0.1000
Y,Y,Y,N,N,Y,N,N,N,1710,[3Y 9N 6Y ],2010.0000,0.1754
Y,Y,N,N,N,Y,N,N,N,900,[3N 2Y ],960.0000,0.0667
Y,N,Y,Y,Y,Y,N,N,Y,1200,[3Y 9Y 7N ],1200.0000,0.0000
Y,Y,Y,Y,N,Y,N,N,N,1890,[3Y 9N 6Y ],2010.0000,0.0635
Y,Y,Y,N,N,Y,Y,N,N,1620,[3Y 9N 6Y ],2010.0000,0.2407
Y,Y,N,Y,Y,N,N,Y,N,1140,[3N 2Y ],960.0000,0.1579
Y,Y,N,Y,Y,N,Y,N,Y,990,[3N 2Y ],960.0000,0.0303
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 2N 6Y ],1134.0000,0.0216
Y,Y,Y,N,Y,Y,Y,N,N,1680,[3Y 9N 6Y ],2010.0000,0.1964
Y,Y,N,N,N,N,N,N,Y,990,[3N 2Y ],960.0000,0.0303
Y,Y,N,Y,Y,Y,Y,N,N,900,[3N 2Y ],960.0000,0.0667
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 2Y ],960.0000,0.1111
Y,N,N,N,N,Y,Y,N,N,1020,[3N 2N 6Y ],1134.0000,0.1118
Y,Y,Y,Y,Y,Y,N,N,Y,1170,[3Y 9Y 7N ],1200.0000,0.0256
Y,Y,N,N,Y,N,N,Y,N,1140,[3N 2Y ],960.0000,0.1579
Y,N,Y,N,Y,N,N,Y,N,2400,[3Y 9N 6N ],2322.0000,0.0325
Y,N,N,N,Y,Y,Y,N,Y,1050,[3N 2N 6Y ],1134.0000,0.0800
Y,Y,N,Y,N,N,N,N,N,1050,[3N 2Y ],960.0000,0.0857
Y,N,Y,Y,N,N,Y,N,N,2130,[3Y 9N 6N ],2322.0000,0.0901
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y 9Y 7Y ],1117.5000,0.0068
Y,Y,Y,N,N,N,N,N,N,1950,[3Y 9N 6N ],2322.0000,0.1908
Y,N,Y,N,N,Y,N,N,N,1770,[3Y 9N 6Y ],2010.0000,0.1356
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 2N 6Y ],1134.0000,0.0216
Y,N,N,N,N,Y,N,Y,N,1260,[3N 2N 6Y ],1134.0000,0.1000
Y,Y,N,N,Y,Y,N,N,N,900,[3N 2Y ],960.0000,0.0667
Y,N,N,N,Y,N,Y,Y,N,1380,[3N 2N 6N ],1170.0000,0.1522
Y,Y,N,N,Y,N,Y,N,N,930,[3N 2Y ],960.0000,0.0323
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y 9N 6Y ],2010.0000,0.0290
Y,N,Y,N,N,Y,N,Y,N,2130,[3Y 9N 6Y ],2010.0000,0.0563
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 2N 6N ],1170.0000,0.0000
Y,Y,N,N,Y,Y,N,N,Y,930,[3N 2Y ],960.0000,0.0323
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 2N 6Y ],1134.0000,0.1000
Y,Y,N,Y,Y,Y,Y,Y,N,990,[3N 2Y ],960.0000,0.0303
Y,Y,N,Y,N,Y,Y,N,N,900,[3N 2Y ],960.0000,0.0667
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 2Y ],960.0000,0.0000
Y,N,N,N,N,N,N,N,N,1200,[3N 2N 6N ],1170.0000,0.0250
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y 9Y 7Y ],1117.5000,0.2845
Y,N,N,N,N,N,N,N,Y,1230,[3N 2N 6N ],1170.0000,0.0488
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y 9N 6Y ],2010.0000,0.0635
Y,N,N,Y,Y,N,N,N,N,1350,[3N 2N 6N ],1170.0000,0.1333
Y,N,N,N,N,N,Y,Y,N,1290,[3N 2N 6N ],1170.0000,0.0930
Y,N,N,N,Y,N,N,N,N,1200,[3N 2N 6N ],1170.0000,0.0250
Y,N,N,N,Y,N,Y,N,Y,1200,[3N 2N 6N ],1170.0000,0.0250
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[3Y 9N 6Y ],2010.0000,0.0469
Y,N,Y,Y,N,Y,Y,Y,N,1980,[3Y 9N 6Y ],2010.0000,0.0152
Y,Y,N,Y,Y,Y,N,N,Y,930,[3N 2Y ],960.0000,0.0323
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 6N ],2322.0000,0.0603
Y,Y,Y,N,N,N,Y,N,N,1830,[3Y 9N 6N ],2322.0000,0.2689
Y,Y,N,N,N,Y,Y,Y,N,930,[3N 2Y ],960.0000,0.0323
Y,Y,N,N,N,N,Y,N,Y,960,[3N 2Y ],960.0000,0.0000
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 9Y 7N ],1200.0000,0.0909
Y,Y,N,Y,N,Y,N,N,Y,930,[3N 2Y ],960.0000,0.0323
