no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,783.877,[15N 7N 6Y ],703.1932,0.1029
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,291.067,[15N 7N 6Y ],703.1932,1.4159
Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,556.307,[15N 7Y ],530.5721,0.0463
Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,252.827,[15N 7N 6N ],600.4067,1.3748
Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,367.963,[15Y 7Y 6N ],374.0011,0.0164
Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,783.777,[15N 7N 6Y ],703.1932,0.1028
Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,268.873,[15N 7N 6N ],600.4067,1.2330
Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,576.217,[15N 7Y ],530.5721,0.0792
Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,519.413,[15Y 7N 6Y ],500.5940,0.0362
Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,266.273,[15N 7Y ],530.5721,0.9926
Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,446.630,[15Y 7Y 6N ],374.0011,0.1626
Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,370.557,[15Y 7Y 6N ],374.0011,0.0093
Y,N,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,817.340,[15N 7N 6Y ],703.1932,0.1397
Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,279.217,[15N 7N 6Y ],703.1932,1.5184
Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,305.433,[15N 7Y ],530.5721,0.7371
Y,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,521.843,[15Y 7N 6Y ],500.5940,0.0407
Y,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,433.223,[15Y 7Y 6Y ],418.1541,0.0348
Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,485.660,[15Y 7N 6Y ],500.5940,0.0307
Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,310.253,[15N 7Y ],530.5721,0.7101
Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,705.397,[15N 7N 6N ],600.4067,0.1488
Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,268.720,[15N 7N 6N ],600.4067,1.2343
Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,428.027,[15Y 7N 6N ],431.5712,0.0083
Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,773.437,[15N 7N 6Y ],703.1932,0.0908
Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,712.667,[15N 7N 6N ],600.4067,0.1575
Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,741.887,[15N 7N 6N ],600.4067,0.1907
Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,703.500,[15N 7N 6N ],600.4067,0.1465
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,279.193,[15N 7Y ],530.5721,0.9004
Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,484.290,[15Y 7N 6N ],431.5712,0.1089
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,268.263,[15N 7Y ],530.5721,0.9778
Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,272.053,[15N 7Y ],530.5721,0.9503
Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,254.110,[15N 7Y ],530.5721,1.0880
Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,310.317,[15N 7N 6Y ],703.1932,1.2660
Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,380.100,[15Y 7Y 6N ],374.0011,0.0160
Y,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,519.583,[15Y 7N 6Y ],500.5940,0.0365
Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,305.480,[15N 7Y ],530.5721,0.7368
Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,428.373,[15Y 7Y 6Y ],418.1541,0.0239
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,407.763,[15Y 7Y 6Y ],418.1541,0.0255
Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,264.380,[15N 7Y ],530.5721,1.0069
Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,462.570,[15Y 7Y 6Y ],418.1541,0.0960
Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,299.813,[15N 7N 6Y ],703.1932,1.3454
Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,419.397,[15Y 7N 6N ],431.5712,0.0290
Y,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,616.960,[15N 7N 6N ],600.4067,0.0268
Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,496.893,[15N 7Y ],530.5721,0.0678
Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,543.523,[15Y 7N 6Y ],500.5940,0.0790
Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,476.997,[15Y 7Y 6Y ],418.1541,0.1234
Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,821.510,[15N 7N 6Y ],703.1932,0.1440
Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,254.820,[15N 7Y ],530.5721,1.0821
Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,N,262.290,[15N 7N 6N ],600.4067,1.2891
Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,562.677,[15Y 7N 6Y ],500.5940,0.1103
Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,295.580,[15N 7Y ],530.5721,0.7950
Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,561.933,[15N 7Y ],530.5721,0.0558
Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,310.217,[15N 7N 6Y ],703.1932,1.2668
Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,414.687,[15Y 7Y 6Y ],418.1541,0.0084
Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,544.507,[15Y 7N 6Y ],500.5940,0.0806
Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,423.077,[15Y 7N 6N ],431.5712,0.0201
Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,408.607,[15Y 7Y 6Y ],418.1541,0.0234
Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,712.637,[15N 7N 6Y ],703.1932,0.0133
Y,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,279.533,[15N 7Y ],530.5721,0.8981
Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,775.680,[15N 7N 6Y ],703.1932,0.0934
Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,304.900,[15N 7N 6Y ],703.1932,1.3063
Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,433.927,[15Y 7Y 6N ],374.0011,0.1381
Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,613.397,[15N 7Y ],530.5721,0.1350
Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,476.330,[15Y 7Y 6Y ],418.1541,0.1221
Y,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,N,256.667,[15N 7N 6N ],600.4067,1.3392
Y,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,305.350,[15N 7Y ],530.5721,0.7376
Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,687.600,[15N 7N 6Y ],703.1932,0.0227
Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,249.730,[15N 7Y ],530.5721,1.1246
Y,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,439.107,[15Y 7N 6N ],431.5712,0.0172
Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,429.257,[15Y 7Y 6N ],374.0011,0.1287
Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,584.977,[15N 7N 6N ],600.4067,0.0264
Y,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,745.597,[15N 7N 6N ],600.4067,0.1947
Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,576.540,[15N 7Y ],530.5721,0.0797
Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,556.513,[15N 7Y ],530.5721,0.0466
Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,780.930,[15N 7N 6Y ],703.1932,0.0995
Y,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,310.793,[15N 7Y ],530.5721,0.7072
Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,493.440,[15Y 7N 6N ],431.5712,0.1254
Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,806.923,[15N 7N 6Y ],703.1932,0.1285
Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,607.700,[15N 7N 6N ],600.4067,0.0120
Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,511.343,[15Y 7N 6Y ],500.5940,0.0210
Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,492.937,[15N 7Y ],530.5721,0.0763
Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,629.337,[15N 7Y ],530.5721,0.1569
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,652.467,[15N 7Y ],530.5721,0.1868
Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,783.517,[15N 7N 6Y ],703.1932,0.1025
Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,494.320,[15Y 7N 6N ],431.5712,0.1269
Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,251.573,[15N 7N 6N ],600.4067,1.3866
Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,442.500,[15Y 7Y 6N ],374.0011,0.1548
Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,276.103,[15N 7N 6N ],600.4067,1.1746
Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,608.997,[15N 7Y ],530.5721,0.1288
Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,437.920,[15Y 7N 6N ],431.5712,0.0145
Y,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,741.590,[15N 7N 6N ],600.4067,0.1904
Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,279.790,[15N 7N 6Y ],703.1932,1.5133
Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,544.580,[15Y 7N 6Y ],500.5940,0.0808
Y,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,263.437,[15N 7N 6N ],600.4067,1.2791
Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,627.053,[15N 7Y ],530.5721,0.1539
Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,256.727,[15N 7N 6N ],600.4067,1.3387
Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,266.670,[15N 7Y ],530.5721,0.9896
Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,651.703,[15N 7Y ],530.5721,0.1859
Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,244.303,[15N 7N 6N ],600.4067,1.4576
Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,773.670,[15N 7N 6Y ],703.1932,0.0911
Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,275.927,[15N 7N 6Y ],703.1932,1.5485
Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,455.720,[15Y 7Y 6Y ],418.1541,0.0824
Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,581.813,[15N 7N 6N ],600.4067,0.0320
Y,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,384.197,[15Y 7Y 6N ],374.0011,0.0265
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,246.273,[15N 7Y ],530.5721,1.1544
Y,N,N,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,446.633,[15Y 7N 6N ],431.5712,0.0337
Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,246.487,[15N 7N 6N ],600.4067,1.4359
Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,543.463,[15Y 7N 6Y ],500.5940,0.0789
Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,286.353,[15N 7N 6Y ],703.1932,1.4557
Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,299.690,[15N 7N 6Y ],703.1932,1.3464
Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,257.450,[15N 7N 6N ],600.4067,1.3321
Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,496.230,[15N 7Y ],530.5721,0.0692
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,291.610,[15N 7Y ],530.5721,0.8195
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,456.370,[15Y 7Y 6Y ],418.1541,0.0837
Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,299.750,[15N 7Y ],530.5721,0.7700
Y,N,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,721.563,[15N 7N 6Y ],703.1932,0.0255
Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,N,257.463,[15N 7N 6N ],600.4067,1.3320
Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,652.653,[15N 7Y ],530.5721,0.1871
Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,275.973,[15N 7N 6Y ],703.1932,1.5481
Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,364.347,[15Y 7Y 6N ],374.0011,0.0265
Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,247.667,[15N 7Y ],530.5721,1.1423
Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,492.623,[15Y 7N 6Y ],500.5940,0.0162
Y,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,571.397,[15Y 7N 6Y ],500.5940,0.1239
Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,305.147,[15N 7N 6Y ],703.1932,1.3044
Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,275.453,[15N 7N 6Y ],703.1932,1.5529
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,627.113,[15N 7Y ],530.5721,0.1539
Y,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,726.790,[15N 7N 6Y ],703.1932,0.0325
Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,247.537,[15N 7Y ],530.5721,1.1434
Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,543.030,[15Y 7N 6Y ],500.5940,0.0781
Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,443.920,[15Y 7Y 6N ],374.0011,0.1575
Y,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,515.663,[15Y 7N 6N ],431.5712,0.1631
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,369.810,[15Y 7Y 6N ],374.0011,0.0113
Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,408.070,[15Y 7Y 6Y ],418.1541,0.0247
Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y,497.990,[15N 7Y ],530.5721,0.0654
Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,493.703,[15Y 7N 6Y ],500.5940,0.0140
Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,264.287,[15N 7N 6N ],600.4067,1.2718
Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,433.213,[15Y 7Y 6Y ],418.1541,0.0348
Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,275.897,[15N 7Y ],530.5721,0.9231
Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,279.260,[15N 7Y ],530.5721,0.8999
Y,N,Y,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,266.483,[15N 7N 6N ],600.4067,1.2531
Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,645.303,[15N 7Y ],530.5721,0.1778
Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,734.210,[15N 7N 6N ],600.4067,0.1822
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,266.510,[15N 7Y ],530.5721,0.9908
Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,310.227,[15N 7N 6Y ],703.1932,1.2667
Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,263.753,[15N 7Y ],530.5721,1.0116
Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,715.250,[15N 7N 6N ],600.4067,0.1606
Y,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,580.740,[15N 7Y ],530.5721,0.0864
Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,773.220,[15N 7N 6Y ],703.1932,0.0906
Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,247.717,[15N 7Y ],530.5721,1.1418
Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,251.637,[15N 7Y ],530.5721,1.1085
Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,715.923,[15N 7N 6Y ],703.1932,0.0178
Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,497.333,[15N 7Y ],530.5721,0.0668
Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,432.677,[15Y 7Y 6Y ],418.1541,0.0336
Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,487.737,[15Y 7N 6N ],431.5712,0.1152
Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,651.490,[15N 7Y ],530.5721,0.1856
Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,414.737,[15Y 7Y 6Y ],418.1541,0.0082
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,581.407,[15N 7N 6N ],600.4067,0.0327
Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,731.193,[15N 7N 6N ],600.4067,0.1789
Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,781.163,[15N 7N 6Y ],703.1932,0.0998
Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,614.570,[15N 7N 6N ],600.4067,0.0230
Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,446.680,[15Y 7Y 6N ],374.0011,0.1627
Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,490.473,[15N 7Y ],530.5721,0.0818
Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,721.757,[15N 7N 6Y ],703.1932,0.0257
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,299.733,[15N 7Y ],530.5721,0.7701
Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,744.260,[15N 7N 6N ],600.4067,0.1933
Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,381.213,[15Y 7Y 6N ],374.0011,0.0189
Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,513.233,[15Y 7N 6Y ],500.5940,0.0246
Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,726.890,[15N 7N 6Y ],703.1932,0.0326
Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,444.600,[15Y 7N 6N ],431.5712,0.0293
Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,449.030,[15Y 7Y 6N ],374.0011,0.1671
Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,581.717,[15N 7N 6N ],600.4067,0.0321
Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,278.077,[15N 7Y ],530.5721,0.9080
Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,367.067,[15Y 7Y 6N ],374.0011,0.0189
Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,809.570,[15N 7N 6Y ],703.1932,0.1314
Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,380.277,[15Y 7Y 6N ],374.0011,0.0165
Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,561.373,[15N 7Y ],530.5721,0.0549
Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,275.987,[15N 7Y ],530.5721,0.9225
Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,305.433,[15N 7Y ],530.5721,0.7371
Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,455.680,[15Y 7Y 6Y ],418.1541,0.0824
Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,807.017,[15N 7N 6Y ],703.1932,0.1287
Y,Y,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,264.293,[15N 7N 6N ],600.4067,1.2717
Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,279.303,[15N 7Y ],530.5721,0.8996
Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,426.750,[15Y 7N 6N ],431.5712,0.0113
Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,291.620,[15N 7N 6Y ],703.1932,1.4113
Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,275.453,[15N 7N 6Y ],703.1932,1.5529
Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,615.337,[15N 7Y ],530.5721,0.1378
Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,299.843,[15N 7Y ],530.5721,0.7695
Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,644.160,[15N 7Y ],530.5721,0.1763
Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,680.477,[15N 7N 6Y ],703.1932,0.0334
Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,573.653,[15Y 7N 6Y ],500.5940,0.1274
Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,276.010,[15N 7Y ],530.5721,0.9223
Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,428.020,[15Y 7Y 6Y ],418.1541,0.0231
Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,449.383,[15Y 7Y 6N ],374.0011,0.1677
Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,259.903,[15N 7N 6N ],600.4067,1.3101
