no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,584.820
Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,521.443
Y,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,424.820
Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,407.990
Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,380.527
Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,362.037
Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,486.817
Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,426.750
Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,492.623
Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,611.043
Y,N,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,726.643
Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,N,Y,687.600
Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,485.477
Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,425.873
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,427.660
Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,367.543
Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,683.543
Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,493.987
Y,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,447.627
Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,420.010
Y,N,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,380.663
Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,382.120
Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,365.903
Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,495.723
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,407.763
Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,508.423
Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,408.840
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,490.043
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,575.863
Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,439.020
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,581.407
Y,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,590.180
Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,610.823
Y,N,Y,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,507.247
Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,367.963
Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,576.540
Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,414.687
Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,510.183
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,432.797
Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,584.977
Y,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,604.887
Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,364.347
Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,485.523
Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,432.677
Y,N,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,576.410
Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,487.090
Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,495.490
Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,721.757
Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,580.543
Y,Y,N,N,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,687.473
Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,368.987
Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,440.673
Y,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,712.743
Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,604.917
Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,561.847
Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,683.750
Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,589.740
Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,612.643
