no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,407.763
Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,576.247
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,433.000
Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,588.670
Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,494.267
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,279.247
Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,562.187
Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,378.283
Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,580.373
Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,462.473
Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,368.987
Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,817.990
Y,N,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,263.887
Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,433.267
Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,295.580
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,369.810
Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,511.407
Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,310.263
Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,252.827
Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,775.663
Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,493.277
Y,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,277.813
Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,442.810
Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,310.287
Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,432.770
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,733.217
Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,521.510
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,256.820
Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,408.073
Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,382.980
Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,430.697
Y,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,278.197
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,455.493
Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,683.420
Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,604.917
Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,279.777
Y,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,414.243
Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,573.400
Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,380.277
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,262.643
Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,419.397
Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,456.617
Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,275.923
Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,407.687
Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,744.260
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,305.000
Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,299.907
Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,556.513
Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,251.860
Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,259.840
Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,271.403
Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,304.997
Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,494.340
Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,609.200
Y,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,511.507
Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,476.223
Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,428.413
