no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,258.113
Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,731.193
Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,775.853
Y,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,295.577
Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,414.173
Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,613.517
Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,712.953
Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,432.773
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,256.820
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,643.960
Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,492.127
Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,580.543
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,279.810
Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,493.710
Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,268.557
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,361.703
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,275.460
Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,268.883
Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,275.970
Y,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,262.233
Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,680.727
Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,279.157
Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,275.433
Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,645.510
Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,571.510
Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,706.063
Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,773.387
Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,707.493
Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,562.570
Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,706.833
Y,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,433.223
Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,275.427
Y,N,Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,438.197
Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,492.623
Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,286.427
Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,609.697
Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,494.267
Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,295.607
Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,444.600
Y,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,499.270
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,544.740
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,295.257
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,418.190
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,244.280
Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,615.900
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,413.880
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,492.130
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,291.610
Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,305.030
