no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,279.267
Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,432.677
Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,299.907
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,266.510
Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,367.067
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,299.733
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,279.247
Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,252.963
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,575.863
Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,408.683
Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,299.850
Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,440.673
Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,310.153
Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,780.757
Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,617.207
Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,556.513
Y,N,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,730.010
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,432.797
Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,821.527
Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,455.720
Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,561.743
Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,745.443
Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,580.730
Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,476.863
Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,712.953
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,433.000
Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,278.077
Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,687.147
Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,518.960
Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,579.023
Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,544.823
Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,291.010
Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,369.617
Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,279.303
Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,259.903
Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,519.027
Y,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,450.157
Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,279.757
Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,295.580
Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,652.433
Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,295.410
Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,262.277
Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,449.030
Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,510.183
Y,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,305.350
Y,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,511.373
Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,295.620
Y,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,511.507
Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,495.560
