Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,Y,Y,Y,Y,N,Y,N,N,2070,[3Y 9N 6N 8N ],2180.0000,0.0531
Y,N,Y,N,Y,Y,N,N,N,1830,[3Y 9N 6Y ],2050.0000,0.1202
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 9N 6N 8N ],2180.0000,0.1179
Y,Y,N,N,N,N,N,N,N,990,[3N 2Y ],960.0000,0.0303
Y,Y,Y,N,Y,Y,N,N,N,1770,[3Y 9N 6Y ],2050.0000,0.1582
Y,Y,Y,N,N,N,Y,N,N,1830,[3Y 9N 6N 8N ],2180.0000,0.1913
Y,Y,N,Y,Y,N,N,Y,N,1140,[3N 2Y ],960.0000,0.1579
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y 9Y ],1245.0000,0.1216
Y,Y,Y,Y,N,N,N,Y,N,2160,[3Y 9N 6N 8Y ],2295.0000,0.0625
Y,N,Y,N,N,Y,N,Y,N,2130,[3Y 9N 6Y ],2050.0000,0.0376
Y,N,N,Y,N,N,N,N,N,1320,[3N 2N 7N ],1305.0000,0.0114
Y,N,N,Y,N,N,N,N,Y,1200,[3N 2N 7N ],1305.0000,0.0875
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 2Y ],960.0000,0.0000
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 2N 7Y ],1060.0000,0.1382
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y ],1245.0000,0.0778
Y,N,Y,N,N,Y,Y,Y,N,1980,[3Y 9N 6Y ],2050.0000,0.0354
Y,Y,Y,N,Y,Y,N,Y,N,2070,[3Y 9N 6Y ],2050.0000,0.0097
Y,N,N,N,N,N,N,Y,N,1410,[3N 2N 7N ],1305.0000,0.0745
Y,Y,N,N,Y,Y,N,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,N,Y,N,Y,Y,N,Y,N,2190,[3Y 9N 6Y ],2050.0000,0.0639
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 2N 7N ],1305.0000,0.1122
Y,N,N,N,N,N,Y,Y,N,1290,[3N 2N 7Y ],1060.0000,0.1783
Y,Y,Y,N,Y,N,N,Y,N,2280,[3Y 9N 6N 8Y ],2295.0000,0.0066
Y,N,N,N,N,N,N,N,N,1200,[3N 2N 7N ],1305.0000,0.0875
Y,N,N,N,N,Y,Y,N,N,1020,[3N 2N 7Y ],1060.0000,0.0392
Y,N,Y,Y,Y,Y,N,N,N,2040,[3Y 9N 6Y ],2050.0000,0.0049
Y,Y,Y,Y,N,N,Y,N,N,2010,[3Y 9N 6N 8N ],2180.0000,0.0846
Y,N,N,N,Y,Y,N,N,N,1020,[3N 2N 7N ],1305.0000,0.2794
Y,N,Y,N,Y,Y,Y,Y,N,2100,[3Y 9N 6Y ],2050.0000,0.0238
Y,Y,N,Y,Y,Y,Y,N,N,900,[3N 2Y ],960.0000,0.0667
Y,Y,N,Y,N,N,Y,N,Y,960,[3N 2Y ],960.0000,0.0000
Y,N,N,N,Y,Y,N,N,Y,1200,[3N 2N 7N ],1305.0000,0.0875
Y,N,Y,N,Y,Y,Y,N,N,1740,[3Y 9N 6Y ],2050.0000,0.1782
Y,Y,N,Y,Y,Y,Y,Y,N,990,[3N 2Y ],960.0000,0.0303
Y,Y,N,N,Y,N,N,N,Y,1020,[3N 2Y ],960.0000,0.0588
Y,N,Y,Y,Y,N,Y,Y,N,2430,[3Y 9N 6N 8Y ],2295.0000,0.0556
Y,Y,N,N,Y,Y,Y,N,Y,900,[3N 2Y ],960.0000,0.0667
Y,N,Y,N,N,N,N,N,N,2040,[3Y 9N 6N 8N ],2180.0000,0.0686
Y,N,Y,N,N,Y,N,N,Y,1230,[3Y 9Y ],1245.0000,0.0122
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y 9N 6N 8Y ],2295.0000,0.0625
Y,N,N,N,Y,Y,Y,Y,N,1230,[3N 2N 7Y ],1060.0000,0.1382
Y,N,N,N,Y,N,Y,N,Y,1200,[3N 2N 7Y ],1060.0000,0.1167
Y,Y,N,Y,Y,Y,N,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,Y,Y,N,N,N,N,N,Y,1140,[3Y 9Y ],1245.0000,0.0921
Y,Y,Y,N,N,Y,N,N,Y,1200,[3Y 9Y ],1245.0000,0.0375
Y,Y,N,Y,Y,N,N,N,Y,1050,[3N 2Y ],960.0000,0.0857
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y 9N 6Y ],2050.0000,0.0847
Y,Y,N,N,N,Y,N,N,Y,930,[3N 2Y ],960.0000,0.0323
Y,Y,Y,Y,N,Y,N,Y,N,1890,[3Y 9N 6Y ],2050.0000,0.0847
Y,Y,N,Y,Y,N,Y,N,Y,990,[3N 2Y ],960.0000,0.0303
Y,N,Y,N,Y,N,Y,Y,N,2430,[3Y 9N 6N 8Y ],2295.0000,0.0556
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 2N 7Y ],1060.0000,0.2319
Y,N,N,N,Y,Y,N,Y,N,1320,[3N 2N 7N ],1305.0000,0.0114
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 9Y ],1245.0000,0.0568
Y,N,N,N,Y,N,N,Y,N,1410,[3N 2N 7N ],1305.0000,0.0745
Y,N,N,N,N,Y,N,N,Y,1050,[3N 2N 7N ],1305.0000,0.2429
Y,Y,N,N,N,N,N,N,Y,990,[3N 2Y ],960.0000,0.0303
Y,Y,Y,Y,N,Y,Y,N,N,1770,[3Y 9N 6Y ],2050.0000,0.1582
Y,N,N,N,N,Y,Y,Y,N,1140,[3N 2N 7Y ],1060.0000,0.0702
Y,N,N,Y,Y,Y,N,N,N,1200,[3N 2N 7N ],1305.0000,0.0875
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 6N 8Y ],2295.0000,0.0479
Y,Y,N,N,N,Y,N,N,N,900,[3N 2Y ],960.0000,0.0667
Y,Y,Y,N,N,N,Y,N,Y,1020,[3Y 9Y ],1245.0000,0.2206
Y,Y,N,N,N,Y,N,Y,N,1020,[3N 2Y ],960.0000,0.0588
Y,Y,Y,N,N,Y,Y,N,N,1620,[3Y 9N 6Y ],2050.0000,0.2654
Y,N,N,Y,N,Y,Y,N,N,1080,[3N 2N 7Y ],1060.0000,0.0185
Y,N,Y,N,Y,N,N,N,Y,1380,[3Y 9Y ],1245.0000,0.0978
Y,N,N,Y,Y,Y,N,N,Y,1140,[3N 2N 7N ],1305.0000,0.1447
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 2N 7N ],1305.0000,0.1757
Y,Y,N,N,Y,N,Y,N,N,930,[3N 2Y ],960.0000,0.0323
Y,N,Y,Y,N,N,N,Y,N,2460,[3Y 9N 6N 8Y ],2295.0000,0.0671
Y,Y,Y,Y,N,N,N,N,N,2130,[3Y 9N 6N 8N ],2180.0000,0.0235
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 9Y ],1245.0000,0.0375
Y,N,N,Y,N,Y,Y,Y,N,1140,[3N 2N 7Y ],1060.0000,0.0702
Y,N,Y,N,N,Y,Y,N,N,1680,[3Y 9N 6Y ],2050.0000,0.2202
Y,Y,N,N,Y,N,Y,N,Y,960,[3N 2Y ],960.0000,0.0000
Y,N,Y,N,N,Y,Y,N,Y,1260,[3Y 9Y ],1245.0000,0.0119
Y,N,Y,Y,N,Y,N,Y,N,2100,[3Y 9N 6Y ],2050.0000,0.0238
Y,N,N,N,Y,N,Y,Y,N,1380,[3N 2N 7Y ],1060.0000,0.2319
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 2Y ],960.0000,0.1111
Y,N,Y,Y,N,N,N,N,Y,1290,[3Y 9Y ],1245.0000,0.0349
Y,Y,N,Y,N,Y,N,N,N,930,[3N 2Y ],960.0000,0.0323
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 2N 7Y ],1060.0000,0.0450
Y,Y,Y,N,N,N,N,Y,N,2280,[3Y 9N 6N 8Y ],2295.0000,0.0066
Y,N,N,Y,N,N,Y,N,N,1230,[3N 2N 7Y ],1060.0000,0.1382
Y,N,N,Y,Y,Y,N,Y,N,1260,[3N 2N 7N ],1305.0000,0.0357
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 9Y ],1245.0000,0.0641
Y,Y,N,N,Y,N,N,N,N,960,[3N 2Y ],960.0000,0.0000
Y,N,N,Y,Y,Y,Y,N,N,1110,[3N 2N 7Y ],1060.0000,0.0450
Y,Y,N,N,N,Y,Y,Y,N,930,[3N 2Y ],960.0000,0.0323
Y,Y,Y,Y,N,Y,N,N,Y,1080,[3Y 9Y ],1245.0000,0.1528
Y,N,N,N,Y,N,Y,N,N,1140,[3N 2N 7Y ],1060.0000,0.0702
Y,N,Y,Y,Y,N,Y,N,N,2190,[3Y 9N 6N 8N ],2180.0000,0.0046
Y,Y,N,N,N,Y,Y,N,N,840,[3N 2Y ],960.0000,0.1429
Y,N,Y,N,Y,N,N,N,N,2100,[3Y 9N 6N 8N ],2180.0000,0.0381
Y,Y,Y,N,Y,N,N,N,N,1950,[3Y 9N 6N 8N ],2180.0000,0.1179
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 2N 7N ],1305.0000,0.0357
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 2N 7Y ],1060.0000,0.0940
Y,Y,N,N,N,N,N,Y,N,1110,[3N 2Y ],960.0000,0.1351
Y,N,Y,N,Y,N,N,Y,N,2400,[3Y 9N 6N 8Y ],2295.0000,0.0438
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y 9N 6Y ],2050.0000,0.1022
Y,Y,Y,Y,Y,Y,N,N,N,1920,[3Y 9N 6Y ],2050.0000,0.0677
Y,N,Y,N,N,N,Y,N,N,1920,[3Y 9N 6N 8N ],2180.0000,0.1354
Y,Y,Y,Y,Y,Y,N,Y,N,2100,[3Y 9N 6Y ],2050.0000,0.0238
Y,N,Y,Y,N,Y,N,N,Y,1020,[3Y 9Y ],1245.0000,0.2206
Y,Y,Y,N,Y,Y,N,N,Y,1080,[3Y 9Y ],1245.0000,0.1528
Y,Y,N,Y,N,N,N,N,Y,990,[3N 2Y ],960.0000,0.0303
Y,Y,Y,N,N,N,N,N,N,1950,[3Y 9N 6N 8N ],2180.0000,0.1179
Y,N,N,N,Y,N,N,N,Y,1260,[3N 2N 7N ],1305.0000,0.0357
Y,N,Y,Y,N,N,Y,N,N,2130,[3Y 9N 6N 8N ],2180.0000,0.0235
Y,Y,N,N,N,Y,Y,N,Y,870,[3N 2Y ],960.0000,0.1034
Y,Y,Y,N,Y,Y,Y,Y,N,1920,[3Y 9N 6Y ],2050.0000,0.0677
Y,N,N,N,Y,Y,Y,N,N,990,[3N 2N 7Y ],1060.0000,0.0707
