Base,HostnameLookups,KeepAlive,EnableSendfile,FollowSymLinks,AccessLog,ExtendedStatus,InMemory,Handle,Performance,[DomFlist],DomEst,RelErr
Y,N,Y,N,Y,Y,Y,N,N,1740,[3Y 9N 5Y ],2220.0000,0.2759
Y,Y,Y,Y,Y,N,Y,N,N,2070,[3Y 9N 5Y ],2220.0000,0.0725
Y,N,N,N,Y,Y,Y,N,N,990,[3N 8N 2N 7Y ],1087.5000,0.0985
Y,Y,N,Y,Y,Y,N,N,Y,930,[3N 8N 2Y ],920.0000,0.0108
Y,N,N,Y,Y,N,Y,N,N,1170,[3N 8N 2N 7Y ],1087.5000,0.0705
Y,Y,Y,Y,Y,N,N,N,Y,1050,[3Y 9Y ],1210.0000,0.1524
Y,Y,Y,Y,N,Y,N,Y,N,1890,[3Y 9N 5N 4Y ],1960.0000,0.0370
Y,Y,Y,Y,N,N,N,N,Y,1170,[3Y 9Y ],1210.0000,0.0342
Y,Y,Y,Y,N,N,Y,N,Y,1170,[3Y 9Y ],1210.0000,0.0342
Y,Y,N,Y,N,N,N,Y,N,1110,[3N 8Y ],1200.0000,0.0811
Y,N,N,N,N,N,Y,N,N,1110,[3N 8N 2N 7Y ],1087.5000,0.0203
Y,Y,N,Y,Y,Y,N,Y,N,1020,[3N 8Y ],1200.0000,0.1765
Y,Y,N,N,N,N,Y,N,N,900,[3N 8N 2Y ],920.0000,0.0222
Y,Y,N,N,N,Y,Y,N,Y,870,[3N 8N 2Y ],920.0000,0.0575
Y,Y,N,N,Y,N,N,N,Y,1020,[3N 8N 2Y ],920.0000,0.0980
Y,N,N,Y,N,Y,N,Y,N,1260,[3N 8Y ],1200.0000,0.0476
Y,Y,Y,N,N,Y,N,Y,N,1980,[3Y 9N 5N 4N ],1762.5000,0.1098
Y,Y,Y,N,N,N,Y,Y,N,2160,[3Y 9N 5N 4N ],1762.5000,0.1840
Y,N,N,N,Y,N,N,N,N,1200,[3N 8N 2N 7N ],1140.0000,0.0500
Y,Y,N,N,N,Y,N,N,N,900,[3N 8N 2Y ],920.0000,0.0222
Y,Y,N,Y,Y,N,N,Y,N,1140,[3N 8Y ],1200.0000,0.0526
Y,N,N,Y,N,Y,Y,N,N,1080,[3N 8N 2N 7Y ],1087.5000,0.0069
Y,N,Y,Y,Y,Y,Y,N,N,1890,[3Y 9N 5Y ],2220.0000,0.1746
Y,Y,Y,N,Y,N,N,Y,N,2280,[3Y 9N 5Y ],2220.0000,0.0263
Y,Y,N,N,Y,Y,Y,N,N,840,[3N 8N 2Y ],920.0000,0.0952
Y,N,Y,N,N,N,Y,N,N,1920,[3Y 9N 5N 4N ],1762.5000,0.0820
Y,Y,Y,Y,Y,N,Y,Y,N,2190,[3Y 9N 5Y ],2220.0000,0.0137
Y,N,N,Y,N,N,Y,N,Y,1140,[3N 8N 2N 7Y ],1087.5000,0.0461
Y,N,Y,N,N,N,N,N,N,2040,[3Y 9N 5N 4N ],1762.5000,0.1360
Y,Y,Y,N,Y,N,N,N,Y,1320,[3Y 9Y ],1210.0000,0.0833
Y,Y,Y,N,Y,Y,N,N,N,1770,[3Y 9N 5Y ],2220.0000,0.2542
Y,N,N,N,N,Y,N,Y,N,1260,[3N 8Y ],1200.0000,0.0476
Y,N,Y,N,N,N,Y,N,Y,1350,[3Y 9Y ],1210.0000,0.1037
Y,Y,Y,N,N,Y,Y,Y,N,1860,[3Y 9N 5N 4N ],1762.5000,0.0524
Y,Y,N,Y,Y,N,N,N,N,1080,[3N 8N 2Y ],920.0000,0.1481
Y,Y,N,Y,Y,N,Y,Y,N,1080,[3N 8Y ],1200.0000,0.1111
Y,Y,N,N,Y,N,N,Y,N,1140,[3N 8Y ],1200.0000,0.0526
Y,N,N,N,N,Y,Y,N,Y,1080,[3N 8N 2N 7Y ],1087.5000,0.0069
Y,Y,N,N,N,N,Y,Y,N,1020,[3N 8Y ],1200.0000,0.1765
Y,Y,N,N,Y,N,N,N,N,960,[3N 8N 2Y ],920.0000,0.0417
Y,N,N,Y,N,Y,N,N,N,1170,[3N 8N 2N 7N ],1140.0000,0.0256
Y,Y,N,Y,N,N,N,N,N,1050,[3N 8N 2Y ],920.0000,0.1238
Y,Y,N,N,Y,N,Y,N,N,930,[3N 8N 2Y ],920.0000,0.0108
Y,N,Y,N,N,Y,Y,Y,N,1980,[3Y 9N 5N 4N ],1762.5000,0.1098
Y,Y,N,Y,N,N,Y,N,Y,960,[3N 8N 2Y ],920.0000,0.0417
Y,N,N,N,N,Y,N,N,N,1080,[3N 8N 2N 7N ],1140.0000,0.0556
Y,N,N,N,Y,N,N,N,Y,1260,[3N 8N 2N 7N ],1140.0000,0.0952
Y,N,Y,Y,Y,Y,N,N,N,2040,[3Y 9N 5Y ],2220.0000,0.0882
Y,N,Y,N,Y,Y,N,N,Y,1350,[3Y 9Y ],1210.0000,0.1037
Y,N,N,N,Y,Y,N,N,Y,1200,[3N 8N 2N 7N ],1140.0000,0.0500
Y,N,N,N,N,N,Y,Y,N,1290,[3N 8Y ],1200.0000,0.0698
Y,N,Y,Y,N,N,N,N,N,2220,[3Y 9N 5N 4Y ],1960.0000,0.1171
Y,N,Y,N,Y,N,Y,N,Y,1110,[3Y 9Y ],1210.0000,0.0901
Y,Y,N,N,N,N,N,N,N,990,[3N 8N 2Y ],920.0000,0.0707
Y,Y,Y,Y,Y,N,N,Y,N,2340,[3Y 9N 5Y ],2220.0000,0.0513
Y,N,N,Y,N,N,N,Y,N,1410,[3N 8Y ],1200.0000,0.1489
Y,N,N,Y,Y,N,N,N,N,1350,[3N 8N 2N 7N ],1140.0000,0.1556
Y,N,N,N,Y,Y,N,N,N,1020,[3N 8N 2N 7N ],1140.0000,0.1176
Y,N,N,Y,N,N,Y,Y,N,1320,[3N 8Y ],1200.0000,0.0909
Y,N,N,Y,Y,N,N,Y,N,1470,[3N 8Y ],1200.0000,0.1837
Y,Y,Y,N,Y,Y,N,N,Y,1080,[3Y 9Y ],1210.0000,0.1204
Y,N,Y,N,Y,Y,Y,Y,N,2100,[3Y 9N 5Y ],2220.0000,0.0571
Y,N,Y,N,Y,N,Y,Y,N,2430,[3Y 9N 5Y ],2220.0000,0.0864
Y,Y,N,Y,Y,N,Y,N,Y,990,[3N 8N 2Y ],920.0000,0.0707
Y,Y,Y,Y,Y,Y,Y,Y,N,1860,[3Y 9N 5Y ],2220.0000,0.1935
Y,Y,Y,Y,Y,Y,Y,N,Y,870,[3Y 9Y ],1210.0000,0.3908
Y,Y,Y,N,Y,N,Y,N,Y,1170,[3Y 9Y ],1210.0000,0.0342
Y,N,N,N,Y,Y,N,Y,N,1320,[3N 8Y ],1200.0000,0.0909
Y,N,Y,Y,N,Y,N,N,N,1980,[3Y 9N 5N 4Y ],1960.0000,0.0101
Y,Y,Y,Y,N,Y,Y,N,N,1770,[3Y 9N 5N 4Y ],1960.0000,0.1073
Y,N,N,N,N,Y,Y,Y,N,1140,[3N 8Y ],1200.0000,0.0526
Y,N,Y,N,Y,N,Y,N,N,1950,[3Y 9N 5Y ],2220.0000,0.1385
Y,Y,N,N,Y,Y,N,N,Y,930,[3N 8N 2Y ],920.0000,0.0108
Y,Y,N,N,N,N,N,N,Y,990,[3N 8N 2Y ],920.0000,0.0707
Y,N,N,Y,N,N,Y,N,N,1230,[3N 8N 2N 7Y ],1087.5000,0.1159
Y,Y,Y,Y,N,N,Y,N,N,2010,[3Y 9N 5N 4Y ],1960.0000,0.0249
Y,Y,Y,N,Y,Y,Y,N,N,1680,[3Y 9N 5Y ],2220.0000,0.3214
Y,N,Y,Y,Y,Y,N,Y,N,2190,[3Y 9N 5Y ],2220.0000,0.0137
Y,N,Y,N,Y,Y,Y,N,Y,1230,[3Y 9Y ],1210.0000,0.0163
Y,N,N,Y,Y,Y,Y,N,Y,1110,[3N 8N 2N 7Y ],1087.5000,0.0203
Y,N,Y,N,N,Y,N,N,Y,1230,[3Y 9Y ],1210.0000,0.0163
Y,N,N,Y,Y,N,Y,Y,N,1380,[3N 8Y ],1200.0000,0.1304
Y,N,Y,N,N,N,Y,Y,N,2250,[3Y 9N 5N 4N ],1762.5000,0.2167
Y,N,Y,Y,Y,N,N,N,N,2370,[3Y 9N 5Y ],2220.0000,0.0633
Y,Y,N,N,N,N,Y,N,Y,960,[3N 8N 2Y ],920.0000,0.0417
Y,N,Y,N,N,N,N,N,Y,1200,[3Y 9Y ],1210.0000,0.0083
Y,N,N,N,Y,N,N,Y,N,1410,[3N 8Y ],1200.0000,0.1489
Y,Y,Y,Y,N,N,Y,Y,N,2160,[3Y 9N 5N 4Y ],1960.0000,0.0926
Y,N,N,Y,Y,Y,Y,Y,N,1230,[3N 8Y ],1200.0000,0.0244
Y,Y,Y,N,Y,Y,N,Y,N,2070,[3Y 9N 5Y ],2220.0000,0.0725
Y,N,N,Y,N,Y,N,N,Y,1110,[3N 8N 2N 7N ],1140.0000,0.0270
Y,N,Y,Y,N,Y,Y,N,Y,1230,[3Y 9Y ],1210.0000,0.0163
Y,Y,N,N,N,N,N,Y,N,1110,[3N 8Y ],1200.0000,0.0811
Y,N,Y,N,N,Y,N,Y,N,2130,[3Y 9N 5N 4N ],1762.5000,0.1725
Y,N,Y,Y,N,N,Y,Y,N,2310,[3Y 9N 5N 4Y ],1960.0000,0.1515
Y,N,Y,Y,Y,Y,Y,Y,N,2070,[3Y 9N 5Y ],2220.0000,0.0725
Y,Y,N,Y,N,Y,N,N,Y,930,[3N 8N 2Y ],920.0000,0.0108
Y,N,N,N,N,Y,N,N,Y,1050,[3N 8N 2N 7N ],1140.0000,0.0857
Y,N,Y,N,Y,N,N,N,N,2100,[3Y 9N 5Y ],2220.0000,0.0571
Y,N,Y,Y,N,N,N,N,Y,1290,[3Y 9Y ],1210.0000,0.0620
Y,Y,Y,N,N,Y,N,N,N,1710,[3Y 9N 5N 4N ],1762.5000,0.0307
Y,N,Y,Y,N,Y,N,N,Y,1020,[3Y 9Y ],1210.0000,0.1863
Y,N,N,N,N,N,N,N,Y,1230,[3N 8N 2N 7N ],1140.0000,0.0732
Y,Y,N,Y,N,N,Y,Y,N,1020,[3N 8Y ],1200.0000,0.1765
Y,Y,N,Y,N,Y,Y,Y,N,960,[3N 8Y ],1200.0000,0.2500
Y,N,N,Y,Y,Y,Y,N,N,1110,[3N 8N 2N 7Y ],1087.5000,0.0203
