time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance,[DomFlist],DomEst,RelErr
Y,Y,N,Y,N,Y,N,Y,N,Y,Y,245.56,[11Y 4Y ],254.5309,0.0365
Y,N,Y,Y,Y,N,Y,N,N,N,Y,250.60,[11Y 4Y ],254.5309,0.0157
Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,242.74,[11N 2Y 3Y ],248.4988,0.0237
Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,231.69,[11N 2N 6N ],215.5950,0.0695
Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,255.39,[11N 2Y 3Y ],248.4988,0.0270
Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,250.68,[11N 2Y 3Y ],248.4988,0.0087
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,250.62,[11N 2Y 3Y ],248.4988,0.0085
Y,N,N,Y,N,Y,Y,N,N,N,Y,265.69,[11Y 4Y ],254.5309,0.0420
Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,242.86,[11N 2Y 3Y ],248.4988,0.0232
Y,N,N,Y,Y,N,Y,Y,N,N,Y,259.37,[11Y 4Y ],254.5309,0.0187
Y,Y,N,N,Y,Y,Y,N,Y,N,Y,238.56,[11Y 4N 2Y ],246.6420,0.0339
Y,N,N,Y,Y,N,N,N,N,Y,N,208.99,[11N 2N 6N ],215.5950,0.0316
Y,Y,Y,Y,N,N,Y,N,N,N,Y,267.85,[11Y 4Y ],254.5309,0.0497
Y,Y,Y,N,N,Y,Y,N,Y,N,Y,251.93,[11Y 4N 2Y ],246.6420,0.0210
Y,Y,Y,N,Y,Y,N,N,N,N,Y,254.73,[11Y 4N 2Y ],246.6420,0.0318
Y,N,Y,Y,N,Y,Y,N,N,Y,Y,251.20,[11Y 4Y ],254.5309,0.0133
Y,Y,N,N,N,Y,Y,Y,Y,Y,N,228.34,[11N 2Y 3N ],229.8475,0.0066
Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,236.31,[11Y 4N 2N ],225.4482,0.0460
Y,N,Y,N,Y,N,Y,N,Y,N,N,221.62,[11N 2N 6N ],215.5950,0.0272
Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,232.96,[11N 2N 6Y ],211.9533,0.0902
Y,Y,Y,N,N,Y,Y,N,N,N,N,246.48,[11N 2Y 3Y ],248.4988,0.0082
Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,242.50,[11N 2Y 3N ],229.8475,0.0522
Y,Y,Y,N,Y,Y,N,N,N,N,N,245.76,[11N 2Y 3Y ],248.4988,0.0111
Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,264.17,[11Y 4Y ],254.5309,0.0365
Y,N,N,N,Y,N,Y,N,N,Y,Y,214.89,[11Y 4N 2N ],225.4482,0.0491
Y,Y,N,Y,N,N,Y,N,Y,Y,N,237.44,[11N 2Y 3N ],229.8475,0.0320
Y,N,N,Y,Y,N,N,N,N,Y,Y,255.44,[11Y 4Y ],254.5309,0.0036
Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,250.86,[11N 2Y 3Y ],248.4988,0.0094
Y,N,N,Y,N,Y,Y,N,Y,N,Y,258.16,[11Y 4Y ],254.5309,0.0141
Y,Y,N,N,Y,N,N,N,N,Y,Y,230.79,[11Y 4N 2Y ],246.6420,0.0687
Y,N,Y,N,N,Y,Y,Y,Y,Y,N,223.70,[11N 2N 6Y ],211.9533,0.0525
Y,N,Y,Y,Y,N,N,Y,N,N,Y,249.49,[11Y 4Y ],254.5309,0.0202
Y,N,N,N,Y,N,Y,Y,N,Y,N,202.68,[11N 2N 6N ],215.5950,0.0637
Y,N,N,N,Y,N,Y,Y,N,N,N,207.89,[11N 2N 6N ],215.5950,0.0371
Y,N,Y,Y,N,N,Y,Y,N,N,N,232.76,[11N 2N 6N ],215.5950,0.0737
Y,Y,Y,N,N,N,Y,Y,Y,Y,N,245.16,[11N 2Y 3Y ],248.4988,0.0136
Y,Y,N,N,N,Y,Y,Y,N,Y,N,225.26,[11N 2Y 3N ],229.8475,0.0204
Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,251.81,[11Y 4N 2Y ],246.6420,0.0205
Y,N,N,Y,Y,Y,N,N,N,Y,N,210.51,[11N 2N 6Y ],211.9533,0.0069
Y,N,Y,N,N,Y,Y,Y,Y,N,N,221.26,[11N 2N 6Y ],211.9533,0.0421
Y,N,Y,N,N,Y,Y,N,N,N,N,222.52,[11N 2N 6Y ],211.9533,0.0475
Y,Y,Y,Y,Y,N,Y,N,Y,N,N,248.89,[11N 2Y 3Y ],248.4988,0.0016
Y,N,N,Y,Y,Y,N,N,N,N,Y,264.51,[11Y 4Y ],254.5309,0.0377
Y,Y,N,N,N,N,Y,N,N,N,Y,237.13,[11Y 4N 2Y ],246.6420,0.0401
Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,236.95,[11N 2Y 3N ],229.8475,0.0300
Y,N,N,Y,N,N,N,Y,N,N,N,213.18,[11N 2N 6N ],215.5950,0.0113
Y,N,Y,N,N,Y,Y,N,Y,N,N,219.33,[11N 2N 6Y ],211.9533,0.0336
Y,Y,N,Y,N,Y,Y,N,Y,N,N,234.65,[11N 2Y 3N ],229.8475,0.0205
Y,N,Y,Y,Y,N,N,Y,N,Y,N,225.80,[11N 2N 6N ],215.5950,0.0452
Y,N,Y,Y,N,Y,Y,N,N,Y,N,231.25,[11N 2N 6Y ],211.9533,0.0834
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,247.31,[11Y 4Y ],254.5309,0.0292
Y,N,N,N,N,Y,N,Y,N,N,Y,219.31,[11Y 4N 2N ],225.4482,0.0280
Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,230.82,[11N 2N 6Y ],211.9533,0.0817
Y,Y,N,Y,N,Y,Y,N,N,N,Y,253.39,[11Y 4Y ],254.5309,0.0045
Y,N,Y,N,Y,Y,Y,Y,N,N,N,233.28,[11N 2N 6Y ],211.9533,0.0914
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,231.31,[11N 2Y 3N ],229.8475,0.0063
Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,264.47,[11Y 4Y ],254.5309,0.0376
Y,Y,N,Y,Y,N,Y,N,N,Y,Y,249.68,[11Y 4Y ],254.5309,0.0194
Y,Y,N,Y,Y,N,Y,N,Y,N,N,237.50,[11N 2Y 3N ],229.8475,0.0322
Y,N,N,Y,N,N,Y,N,N,Y,N,210.71,[11N 2N 6N ],215.5950,0.0232
Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,251.24,[11Y 4Y ],254.5309,0.0131
Y,Y,Y,Y,N,N,N,Y,N,Y,N,248.97,[11N 2Y 3Y ],248.4988,0.0019
Y,N,Y,N,N,N,N,Y,N,Y,N,220.40,[11N 2N 6N ],215.5950,0.0218
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,250.45,[11Y 4Y ],254.5309,0.0163
Y,N,Y,N,Y,N,N,N,N,N,N,234.80,[11N 2N 6N ],215.5950,0.0818
Y,N,N,N,N,N,Y,N,Y,N,N,203.64,[11N 2N 6N ],215.5950,0.0587
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,264.60,[11Y 4Y ],254.5309,0.0381
Y,Y,N,N,N,N,Y,Y,Y,N,N,225.50,[11N 2Y 3N ],229.8475,0.0193
Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,235.96,[11Y 4N 2N ],225.4482,0.0445
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,267.43,[11Y 4Y ],254.5309,0.0482
Y,N,Y,N,N,Y,Y,N,Y,N,N,219.97,[11N 2N 6Y ],211.9533,0.0364
Y,Y,N,N,N,Y,N,Y,N,N,Y,239.59,[11Y 4N 2Y ],246.6420,0.0294
Y,Y,N,Y,Y,N,Y,Y,N,N,Y,249.56,[11Y 4Y ],254.5309,0.0199
Y,Y,N,N,Y,N,Y,N,Y,Y,N,224.53,[11N 2Y 3N ],229.8475,0.0237
Y,N,Y,N,Y,Y,N,N,N,N,N,233.28,[11N 2N 6Y ],211.9533,0.0914
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,254.26,[11N 2Y 3Y ],248.4988,0.0227
Y,N,Y,N,Y,N,Y,N,N,N,Y,236.74,[11Y 4N 2N ],225.4482,0.0477
Y,N,Y,N,Y,N,Y,Y,N,N,N,221.57,[11N 2N 6N ],215.5950,0.0270
Y,N,Y,N,N,Y,N,Y,N,N,N,224.18,[11N 2N 6Y ],211.9533,0.0545
Y,N,N,N,N,Y,N,N,N,N,N,206.90,[11N 2N 6Y ],211.9533,0.0244
Y,N,N,N,N,Y,Y,N,Y,Y,N,203.53,[11N 2N 6Y ],211.9533,0.0414
Y,N,N,N,Y,Y,Y,Y,N,N,Y,216.91,[11Y 4N 2N ],225.4482,0.0394
Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,262.60,[11Y 4Y ],254.5309,0.0307
Y,N,N,N,Y,Y,Y,N,N,Y,Y,219.77,[11Y 4N 2N ],225.4482,0.0258
Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,251.36,[11Y 4N 2Y ],246.6420,0.0188
Y,Y,N,Y,Y,N,N,N,N,N,Y,239.96,[11Y 4Y ],254.5309,0.0607
Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,264.93,[11Y 4Y ],254.5309,0.0393
Y,N,N,N,N,N,Y,N,N,Y,N,200.66,[11N 2N 6N ],215.5950,0.0744
Y,N,N,N,Y,N,Y,Y,N,Y,Y,215.96,[11Y 4N 2N ],225.4482,0.0439
Y,Y,N,N,Y,Y,Y,Y,Y,N,N,227.12,[11N 2Y 3N ],229.8475,0.0120
Y,N,Y,Y,Y,N,Y,N,N,N,N,230.80,[11N 2N 6N ],215.5950,0.0659
Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,260.69,[11Y 4Y ],254.5309,0.0236
Y,N,N,Y,Y,N,Y,N,Y,N,Y,257.17,[11Y 4Y ],254.5309,0.0103
Y,N,N,Y,N,N,Y,Y,Y,Y,Y,264.64,[11Y 4Y ],254.5309,0.0382
Y,N,N,Y,N,Y,Y,Y,N,Y,Y,261.90,[11Y 4Y ],254.5309,0.0281
Y,N,Y,N,N,Y,N,N,N,N,Y,237.10,[11Y 4N 2N ],225.4482,0.0491
Y,Y,N,Y,Y,N,N,N,N,Y,N,231.33,[11N 2Y 3N ],229.8475,0.0064
Y,N,N,Y,N,Y,Y,Y,N,Y,N,213.00,[11N 2N 6Y ],211.9533,0.0049
Y,Y,N,N,Y,N,N,Y,N,N,Y,237.33,[11Y 4N 2Y ],246.6420,0.0392
Y,N,Y,N,Y,N,Y,N,N,N,N,222.82,[11N 2N 6N ],215.5950,0.0324
Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,266.54,[11Y 4Y ],254.5309,0.0451
Y,N,Y,Y,Y,N,N,Y,N,Y,Y,249.53,[11Y 4Y ],254.5309,0.0200
Y,Y,N,N,N,N,Y,Y,N,N,N,226.50,[11N 2Y 3N ],229.8475,0.0148
Y,N,Y,N,N,Y,Y,N,Y,N,Y,233.00,[11Y 4N 2N ],225.4482,0.0324
Y,N,Y,N,Y,N,N,Y,N,N,Y,234.38,[11Y 4N 2N ],225.4482,0.0381
Y,Y,N,N,Y,Y,Y,N,Y,N,N,224.88,[11N 2Y 3N ],229.8475,0.0221
Y,Y,Y,N,Y,N,N,Y,N,Y,N,238.70,[11N 2Y 3Y ],248.4988,0.0411
Y,Y,Y,N,N,Y,Y,N,N,N,Y,255.13,[11Y 4N 2Y ],246.6420,0.0333
Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,251.91,[11Y 4Y ],254.5309,0.0104
Y,N,Y,Y,N,Y,Y,N,Y,N,Y,248.71,[11Y 4Y ],254.5309,0.0234
Y,Y,N,Y,N,N,N,Y,N,Y,Y,247.63,[11Y 4Y ],254.5309,0.0279
Y,Y,Y,N,N,N,Y,N,Y,Y,N,238.78,[11N 2Y 3Y ],248.4988,0.0407
Y,N,N,N,Y,N,Y,Y,Y,Y,Y,219.87,[11Y 4N 2N ],225.4482,0.0254
Y,Y,Y,N,Y,Y,N,Y,N,Y,N,240.21,[11N 2Y 3Y ],248.4988,0.0345
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,229.56,[11N 2N 6N ],215.5950,0.0608
Y,N,Y,N,Y,N,Y,Y,Y,N,N,217.90,[11N 2N 6N ],215.5950,0.0106
Y,N,N,Y,Y,Y,Y,N,Y,N,Y,259.69,[11Y 4Y ],254.5309,0.0199
Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,251.31,[11Y 4Y ],254.5309,0.0128
Y,Y,N,Y,N,N,Y,N,Y,N,N,238.25,[11N 2Y 3N ],229.8475,0.0353
Y,N,N,N,Y,N,Y,N,Y,N,Y,215.85,[11Y 4N 2N ],225.4482,0.0445
Y,Y,Y,Y,N,N,N,Y,N,N,N,253.53,[11N 2Y 3Y ],248.4988,0.0198
Y,N,N,N,N,N,Y,Y,N,N,N,202.39,[11N 2N 6N ],215.5950,0.0652
Y,N,N,N,Y,Y,Y,N,N,Y,N,206.12,[11N 2N 6Y ],211.9533,0.0283
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,245.70,[11N 2Y 3Y ],248.4988,0.0114
Y,N,N,Y,Y,N,N,Y,N,Y,Y,257.68,[11Y 4Y ],254.5309,0.0122
Y,N,Y,N,N,N,Y,N,N,N,Y,234.87,[11Y 4N 2N ],225.4482,0.0401
Y,Y,N,N,N,Y,Y,Y,N,N,N,227.44,[11N 2Y 3N ],229.8475,0.0106
Y,Y,N,Y,N,N,N,N,N,Y,N,230.17,[11N 2Y 3N ],229.8475,0.0014
Y,Y,N,N,N,N,Y,Y,Y,Y,Y,234.10,[11Y 4N 2Y ],246.6420,0.0536
Y,Y,N,N,N,N,Y,Y,Y,N,Y,230.24,[11Y 4N 2Y ],246.6420,0.0712
Y,N,Y,Y,Y,N,Y,Y,N,N,N,227.53,[11N 2N 6N ],215.5950,0.0525
Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,264.60,[11Y 4Y ],254.5309,0.0381
Y,N,Y,N,N,Y,N,Y,N,N,Y,235.85,[11Y 4N 2N ],225.4482,0.0441
Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,234.77,[11Y 4N 2Y ],246.6420,0.0506
Y,Y,Y,N,Y,Y,Y,N,N,N,N,246.50,[11N 2Y 3Y ],248.4988,0.0081
Y,N,N,N,Y,Y,N,N,N,N,Y,218.73,[11Y 4N 2N ],225.4482,0.0307
Y,N,N,Y,Y,N,Y,N,Y,N,N,211.27,[11N 2N 6N ],215.5950,0.0205
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,246.67,[11Y 4Y ],254.5309,0.0319
Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,247.26,[11Y 4Y ],254.5309,0.0294
Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,262.68,[11Y 4Y ],254.5309,0.0310
Y,N,Y,N,N,N,Y,Y,Y,N,Y,231.00,[11Y 4N 2N ],225.4482,0.0240
Y,N,Y,N,Y,Y,N,Y,N,Y,N,221.86,[11N 2N 6Y ],211.9533,0.0447
Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,250.60,[11Y 4N 2Y ],246.6420,0.0158
Y,N,Y,N,Y,N,Y,N,Y,Y,N,222.37,[11N 2N 6N ],215.5950,0.0305
Y,Y,N,Y,N,Y,Y,N,Y,Y,N,240.99,[11N 2Y 3N ],229.8475,0.0462
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,229.82,[11N 2Y 3N ],229.8475,0.0001
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,267.51,[11Y 4Y ],254.5309,0.0485
Y,N,N,N,N,Y,Y,Y,N,N,Y,215.48,[11Y 4N 2N ],225.4482,0.0463
Y,N,N,Y,N,N,Y,N,Y,Y,Y,246.13,[11Y 4Y ],254.5309,0.0341
Y,N,N,Y,N,N,Y,Y,Y,Y,N,215.88,[11N 2N 6N ],215.5950,0.0013
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,251.90,[11Y 4Y ],254.5309,0.0104
Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,236.89,[11N 2Y 3N ],229.8475,0.0297
Y,N,Y,N,Y,Y,Y,N,N,N,Y,236.43,[11Y 4N 2N ],225.4482,0.0464
Y,Y,N,N,Y,N,Y,Y,Y,N,Y,231.44,[11Y 4N 2Y ],246.6420,0.0657
Y,N,N,N,Y,N,Y,Y,Y,Y,N,207.10,[11N 2N 6N ],215.5950,0.0410
Y,Y,N,N,Y,N,Y,Y,Y,Y,N,226.65,[11N 2Y 3N ],229.8475,0.0141
Y,N,Y,N,N,Y,Y,N,Y,Y,Y,234.22,[11Y 4N 2N ],225.4482,0.0375
Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,251.98,[11Y 4N 2Y ],246.6420,0.0212
Y,Y,N,N,Y,N,Y,N,N,Y,N,223.34,[11N 2Y 3N ],229.8475,0.0291
Y,N,N,N,Y,N,N,N,N,Y,Y,212.92,[11Y 4N 2N ],225.4482,0.0588
Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,266.11,[11Y 4Y ],254.5309,0.0435
Y,N,Y,N,N,N,Y,Y,Y,Y,Y,232.47,[11Y 4N 2N ],225.4482,0.0302
Y,N,Y,Y,Y,Y,Y,N,N,N,N,224.51,[11N 2N 6Y ],211.9533,0.0559
Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,263.82,[11Y 4Y ],254.5309,0.0352
Y,N,N,N,Y,Y,Y,N,Y,N,N,203.93,[11N 2N 6Y ],211.9533,0.0393
Y,N,Y,Y,N,Y,N,N,N,N,N,230.54,[11N 2N 6Y ],211.9533,0.0806
Y,N,N,N,N,Y,N,Y,N,Y,N,201.47,[11N 2N 6Y ],211.9533,0.0520
Y,N,Y,N,N,N,N,N,N,Y,N,216.40,[11N 2N 6N ],215.5950,0.0037
Y,N,Y,Y,N,N,Y,N,Y,Y,N,229.64,[11N 2N 6N ],215.5950,0.0612
Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,248.63,[11Y 4Y ],254.5309,0.0237
Y,Y,N,Y,N,Y,Y,N,N,N,N,240.23,[11N 2Y 3N ],229.8475,0.0432
Y,Y,N,N,N,N,Y,N,Y,Y,N,226.57,[11N 2Y 3N ],229.8475,0.0145
Y,N,Y,Y,Y,Y,Y,N,Y,N,N,229.21,[11N 2N 6Y ],211.9533,0.0753
Y,Y,N,N,Y,N,Y,N,Y,N,N,228.28,[11N 2Y 3N ],229.8475,0.0069
Y,N,N,Y,N,N,Y,Y,Y,N,N,208.37,[11N 2N 6N ],215.5950,0.0347
Y,Y,N,N,Y,N,Y,N,Y,Y,Y,233.55,[11Y 4N 2Y ],246.6420,0.0561
Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,235.31,[11Y 4N 2Y ],246.6420,0.0482
Y,N,N,N,N,Y,Y,Y,Y,N,Y,217.65,[11Y 4N 2N ],225.4482,0.0358
Y,Y,Y,Y,N,N,Y,N,Y,N,N,251.58,[11N 2Y 3Y ],248.4988,0.0122
Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,239.37,[11Y 4N 2Y ],246.6420,0.0304
Y,Y,N,N,N,N,N,N,N,Y,Y,228.30,[11Y 4N 2Y ],246.6420,0.0803
Y,N,Y,N,Y,N,Y,Y,N,Y,N,219.63,[11N 2N 6N ],215.5950,0.0184
Y,Y,N,N,N,Y,Y,Y,Y,N,N,226.58,[11N 2Y 3N ],229.8475,0.0144
Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,254.27,[11Y 4Y ],254.5309,0.0010
Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,269.47,[11Y 4Y ],254.5309,0.0554
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,259.38,[11Y 4Y ],254.5309,0.0187
Y,N,Y,N,Y,N,Y,Y,Y,N,Y,235.79,[11Y 4N 2N ],225.4482,0.0439
Y,N,N,N,N,N,N,Y,N,N,N,204.53,[11N 2N 6N ],215.5950,0.0541
Y,N,N,N,Y,Y,N,N,N,Y,Y,214.24,[11Y 4N 2N ],225.4482,0.0523
Y,Y,N,Y,N,N,Y,Y,Y,N,N,231.37,[11N 2Y 3N ],229.8475,0.0066
Y,N,N,Y,N,Y,Y,N,Y,Y,Y,263.13,[11Y 4Y ],254.5309,0.0327
Y,Y,N,N,N,Y,N,N,N,N,Y,238.75,[11Y 4N 2Y ],246.6420,0.0331
Y,N,N,Y,N,N,Y,N,Y,Y,N,215.85,[11N 2N 6N ],215.5950,0.0012
Y,Y,Y,N,Y,N,Y,N,N,Y,Y,251.10,[11Y 4N 2Y ],246.6420,0.0178
Y,Y,N,N,N,Y,Y,N,Y,N,N,224.34,[11N 2Y 3N ],229.8475,0.0245
Y,Y,N,Y,N,N,Y,Y,N,Y,Y,246.87,[11Y 4Y ],254.5309,0.0310
Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,264.29,[11Y 4Y ],254.5309,0.0369
Y,N,N,N,Y,N,Y,Y,Y,N,N,205.74,[11N 2N 6N ],215.5950,0.0479
Y,Y,N,Y,N,N,Y,Y,N,Y,N,233.43,[11N 2Y 3N ],229.8475,0.0153
Y,Y,N,N,Y,N,Y,Y,Y,N,Y,235.23,[11Y 4N 2Y ],246.6420,0.0485
Y,Y,Y,Y,N,Y,N,Y,N,Y,N,247.27,[11N 2Y 3Y ],248.4988,0.0050
Y,Y,N,Y,N,Y,Y,N,Y,Y,N,235.35,[11N 2Y 3N ],229.8475,0.0234
Y,Y,N,Y,Y,N,Y,Y,N,N,N,240.62,[11N 2Y 3N ],229.8475,0.0448
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,219.91,[11N 2N 6N ],215.5950,0.0196
Y,N,N,N,Y,Y,Y,Y,Y,Y,N,206.23,[11N 2N 6Y ],211.9533,0.0278
Y,Y,Y,N,Y,N,Y,N,Y,Y,N,244.59,[11N 2Y 3Y ],248.4988,0.0160
Y,Y,N,Y,N,N,Y,Y,Y,Y,N,235.92,[11N 2Y 3N ],229.8475,0.0257
Y,N,Y,N,N,N,Y,Y,Y,N,N,221.10,[11N 2N 6N ],215.5950,0.0249
Y,N,N,N,N,N,N,Y,N,N,Y,216.64,[11Y 4N 2N ],225.4482,0.0407
Y,N,N,N,Y,Y,Y,N,Y,N,Y,216.30,[11Y 4N 2N ],225.4482,0.0423
Y,Y,Y,Y,Y,Y,N,Y,N,N,N,254.89,[11N 2Y 3Y ],248.4988,0.0251
Y,Y,N,N,N,Y,Y,N,Y,Y,Y,237.51,[11Y 4N 2Y ],246.6420,0.0384
Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,261.57,[11Y 4Y ],254.5309,0.0269
Y,Y,N,Y,N,N,N,N,N,N,Y,240.35,[11Y 4Y ],254.5309,0.0590
Y,Y,N,N,N,Y,Y,Y,N,Y,Y,233.79,[11Y 4N 2Y ],246.6420,0.0550
Y,N,N,Y,Y,Y,N,Y,N,N,N,212.71,[11N 2N 6Y ],211.9533,0.0036
Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,263.78,[11Y 4Y ],254.5309,0.0351
Y,Y,Y,N,N,N,Y,Y,Y,N,Y,250.50,[11Y 4N 2Y ],246.6420,0.0154
Y,Y,Y,N,N,Y,Y,Y,Y,N,N,245.60,[11N 2Y 3Y ],248.4988,0.0118
Y,Y,N,N,Y,Y,N,Y,N,N,Y,238.74,[11Y 4N 2Y ],246.6420,0.0331
Y,Y,Y,Y,Y,N,N,N,N,Y,N,246.73,[11N 2Y 3Y ],248.4988,0.0072
Y,N,N,N,Y,Y,Y,N,Y,Y,N,205.47,[11N 2N 6Y ],211.9533,0.0316
Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,234.34,[11N 2Y 3N ],229.8475,0.0192
Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,249.60,[11Y 4Y ],254.5309,0.0198
Y,N,N,N,N,N,Y,Y,Y,N,N,204.18,[11N 2N 6N ],215.5950,0.0559
Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,230.79,[11N 2N 6Y ],211.9533,0.0816
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,255.43,[11Y 4N 2Y ],246.6420,0.0344
Y,Y,N,Y,N,N,Y,N,N,Y,N,232.86,[11N 2Y 3N ],229.8475,0.0129
Y,Y,Y,N,N,N,Y,N,Y,Y,Y,248.69,[11Y 4N 2Y ],246.6420,0.0082
Y,Y,N,N,N,N,Y,N,Y,Y,Y,235.12,[11Y 4N 2Y ],246.6420,0.0490
Y,Y,Y,N,Y,Y,N,N,N,Y,N,239.56,[11N 2Y 3Y ],248.4988,0.0373
Y,Y,Y,N,N,Y,Y,N,N,Y,N,240.34,[11N 2Y 3Y ],248.4988,0.0339
Y,N,N,N,Y,N,Y,Y,Y,N,N,200.82,[11N 2N 6N ],215.5950,0.0736
