time_passes,gvn,instcombine,inline,jump_threading,simplifycfg,sccp,print_used_types,ipsccp,iv_users,licm,Performance
Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,242.74
Y,Y,N,N,Y,Y,Y,N,N,N,N,230.59
Y,N,N,Y,Y,N,Y,N,N,N,N,214.34
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,262.94
Y,Y,Y,Y,N,Y,Y,N,Y,N,N,252.14
Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,262.6
Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,235.96
Y,Y,N,N,Y,N,Y,Y,Y,N,Y,235.23
Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,248.74
Y,N,Y,N,N,Y,Y,N,N,Y,N,222.19
Y,N,Y,N,N,N,Y,Y,Y,Y,Y,232.47
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,245.7
Y,Y,Y,Y,N,N,N,N,N,N,Y,253.15
Y,Y,N,Y,Y,N,Y,Y,Y,N,N,237.52
Y,Y,N,N,N,Y,Y,Y,Y,N,Y,237.47
Y,Y,N,N,N,Y,Y,N,Y,N,Y,235.51
Y,Y,N,Y,N,N,Y,Y,N,Y,Y,246.87
Y,N,Y,N,N,Y,Y,N,Y,N,Y,232.64
Y,Y,Y,N,Y,Y,N,N,N,N,Y,254.73
Y,N,Y,N,N,N,Y,Y,N,N,Y,233.54
Y,N,N,Y,Y,N,Y,N,Y,Y,Y,261.84
Y,N,N,N,Y,N,Y,N,Y,Y,Y,218.2
Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,263.58
Y,N,Y,Y,N,Y,Y,N,Y,N,N,228.47
Y,Y,N,Y,N,Y,Y,N,N,Y,N,237.87
Y,Y,Y,N,N,Y,Y,Y,N,Y,N,240.98
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,223.42
Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,263.19
Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,261.85
Y,N,N,Y,N,Y,N,Y,N,N,Y,263.58
Y,N,Y,N,Y,Y,Y,Y,N,Y,N,220.82
Y,N,Y,N,N,N,Y,N,Y,N,N,218.82
Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,264.4
Y,Y,Y,N,N,Y,Y,N,N,N,Y,255.13
Y,N,Y,N,Y,Y,Y,N,N,Y,N,219.87
Y,Y,Y,N,Y,N,N,Y,N,N,N,246.27
Y,N,Y,N,Y,N,Y,Y,N,Y,N,219.63
Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,251.91
Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,236.17
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,251.13
Y,Y,N,N,Y,Y,Y,Y,N,N,Y,256.23
Y,N,N,N,N,N,Y,Y,Y,N,Y,217.55
Y,N,N,N,N,N,Y,Y,Y,Y,N,205.99
Y,N,N,Y,N,Y,N,Y,N,Y,N,215.1
Y,Y,N,N,N,Y,Y,N,N,Y,N,227.18
Y,N,Y,N,N,Y,N,N,N,N,Y,237.1
Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,253.47
Y,N,Y,Y,Y,N,N,Y,N,N,Y,249.49
Y,N,N,N,N,N,Y,Y,N,N,N,202.39
Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,265.65
Y,Y,Y,N,N,Y,N,Y,N,N,N,244.73
Y,N,N,N,Y,Y,Y,N,Y,Y,Y,216.87
Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,230.79
Y,Y,N,N,Y,N,Y,N,Y,N,Y,236.98
Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,250.43
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,230.47
Y,N,N,N,Y,N,Y,Y,Y,Y,N,202.69
Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,237.23
Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,251.16
Y,N,N,N,Y,Y,N,Y,N,Y,N,201.97
Y,N,Y,Y,N,Y,N,Y,N,N,Y,252.93
Y,Y,N,Y,Y,Y,Y,N,N,N,N,256.97
Y,Y,N,N,N,Y,N,Y,N,N,N,231.34
Y,Y,Y,Y,Y,N,Y,N,N,Y,N,251.41
Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,268.8
Y,N,Y,N,Y,N,Y,N,Y,Y,N,222.37
Y,N,N,N,Y,N,Y,N,Y,N,N,203.56
Y,N,Y,N,N,N,Y,Y,N,Y,N,218.89
Y,Y,Y,Y,Y,N,N,Y,N,Y,N,247.8
Y,Y,Y,N,Y,N,Y,N,Y,N,Y,249.44
Y,N,Y,Y,N,N,N,Y,N,Y,Y,249.53
Y,Y,Y,N,N,Y,N,N,N,N,Y,255.21
Y,Y,N,Y,N,Y,N,N,N,Y,N,232.33
Y,N,N,N,Y,N,Y,Y,Y,Y,Y,219.87
Y,N,Y,Y,Y,N,Y,N,Y,N,N,227.75
Y,N,N,N,Y,N,Y,N,Y,Y,N,205.87
Y,Y,N,Y,N,N,Y,N,Y,N,N,238.25
Y,N,N,Y,Y,Y,N,N,N,Y,Y,257.43
Y,N,N,N,Y,N,Y,N,Y,N,Y,213.86
Y,N,N,Y,Y,N,N,N,N,N,N,217.29
Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,250.53
Y,Y,N,N,Y,N,Y,N,N,N,N,231.19
Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,236.59
Y,N,Y,N,N,N,Y,Y,N,N,N,220.42
Y,N,N,N,Y,Y,Y,N,Y,N,Y,216.63
Y,Y,N,N,N,Y,Y,Y,Y,Y,N,228.34
Y,N,Y,Y,N,N,Y,Y,Y,N,Y,250.12
Y,N,N,Y,Y,N,Y,Y,N,N,N,211.59
Y,Y,N,Y,N,N,Y,N,N,N,N,239.98
Y,Y,N,N,N,N,Y,N,Y,Y,Y,235.12
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,229.82
Y,Y,N,N,N,Y,Y,Y,N,Y,N,225.26
Y,N,Y,Y,Y,N,N,N,N,Y,Y,245.79
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,252.58
Y,N,N,N,N,N,Y,Y,Y,Y,Y,214.33
Y,Y,N,Y,N,N,Y,N,Y,N,Y,249.66
Y,Y,N,N,Y,Y,Y,Y,N,N,Y,256.23
Y,Y,Y,Y,Y,Y,N,Y,N,N,N,254.89
Y,N,N,Y,N,Y,Y,N,Y,Y,Y,263.13
Y,Y,Y,Y,Y,N,N,N,N,N,N,243.78
Y,Y,N,N,Y,N,Y,N,Y,N,Y,236.98
Y,N,N,N,Y,N,Y,N,Y,Y,N,205.87
Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,252.81
Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,252.51
Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,251.25
Y,Y,N,N,N,N,N,N,N,Y,N,219.15
Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,263.19
Y,N,N,Y,N,N,Y,N,N,Y,N,210.71
Y,N,Y,Y,Y,Y,Y,Y,N,N,N,222.63
Y,Y,N,N,N,N,Y,Y,N,Y,Y,232.27
Y,N,N,Y,N,Y,Y,Y,N,N,N,218.23
Y,Y,N,Y,Y,N,N,N,N,N,Y,239.96
Y,N,N,Y,N,Y,N,N,N,Y,N,209.58
Y,Y,Y,N,Y,Y,Y,N,N,N,N,246.5
Y,N,N,N,Y,Y,N,Y,N,Y,N,201.97
Y,N,Y,N,Y,Y,Y,N,N,N,Y,236.43
Y,Y,N,N,Y,N,Y,Y,N,Y,N,224.3
Y,Y,N,N,N,Y,Y,N,Y,Y,N,229.24
Y,Y,N,N,N,N,N,Y,N,Y,N,224.73
Y,Y,N,Y,N,N,N,N,N,N,N,248.17
Y,N,N,N,N,N,Y,Y,Y,N,N,204.18
Y,Y,Y,N,N,N,Y,N,Y,Y,Y,248.69
Y,N,Y,Y,N,Y,N,N,N,N,Y,252.27
Y,N,N,N,N,Y,Y,N,Y,N,Y,214.28
Y,Y,N,N,N,N,Y,Y,N,Y,N,223.49
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,251
Y,Y,N,N,Y,Y,Y,N,N,Y,Y,234.53
Y,N,N,N,Y,Y,N,Y,N,N,N,202.94
Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,234.92
Y,N,N,Y,Y,Y,N,N,N,N,N,216.37
Y,Y,N,N,N,N,N,N,N,N,Y,267.43
Y,N,Y,N,Y,N,Y,N,Y,N,Y,232.47
Y,N,Y,N,N,Y,Y,Y,N,N,Y,232.59
Y,N,Y,Y,Y,N,N,Y,N,Y,N,225.8
Y,N,N,Y,N,N,Y,N,N,N,N,214.72
Y,N,N,Y,N,Y,Y,N,Y,Y,Y,265.4
Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,249.83
Y,Y,N,N,Y,Y,N,Y,N,Y,Y,235.57
Y,N,N,N,Y,N,Y,Y,Y,N,Y,214
Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,236.84
Y,Y,Y,N,Y,N,N,N,N,N,N,245.94
Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,251.43
Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,250.48
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,267.17
Y,N,N,N,N,Y,Y,Y,Y,N,Y,217.65
Y,N,Y,N,N,N,Y,Y,N,Y,N,218.89
Y,Y,Y,Y,N,N,Y,N,N,Y,N,247.77
Y,Y,Y,N,N,Y,Y,Y,Y,N,N,245.6
Y,N,N,N,Y,N,N,Y,N,Y,Y,217.19
Y,N,Y,N,N,Y,Y,N,Y,N,Y,232.64
Y,N,N,Y,Y,N,N,Y,N,N,N,216.84
Y,N,Y,Y,Y,Y,N,Y,N,N,Y,250.61
Y,N,N,Y,N,N,N,Y,N,Y,Y,247.37
Y,N,Y,Y,Y,N,Y,N,Y,N,N,227.75
Y,Y,N,Y,N,N,Y,N,N,Y,N,232.86
Y,N,Y,N,Y,N,Y,Y,N,Y,Y,233.43
Y,N,Y,N,Y,N,Y,N,Y,Y,Y,235.37
Y,N,Y,Y,N,Y,Y,N,N,N,N,231.39
Y,Y,N,Y,N,N,N,N,N,N,Y,240.35
Y,N,N,N,Y,Y,Y,Y,Y,N,Y,217.4
Y,Y,N,N,Y,N,Y,N,N,Y,N,223.34
Y,N,N,N,Y,Y,Y,N,N,N,N,206.62
Y,Y,N,N,Y,N,Y,Y,Y,N,Y,235.23
Y,N,N,N,N,Y,Y,N,Y,N,Y,215.19
Y,Y,N,N,N,N,N,N,N,N,N,234.68
Y,N,N,Y,Y,Y,N,N,N,N,N,216.37
Y,N,N,N,Y,Y,Y,Y,Y,Y,N,207.65
Y,N,Y,Y,Y,Y,N,N,N,Y,N,226.75
Y,N,N,N,Y,N,N,N,N,N,N,208.47
Y,Y,Y,N,N,N,Y,Y,N,N,N,242.79
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,263.57
Y,N,N,N,Y,N,Y,Y,Y,Y,N,202.69
Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,251.57
Y,N,Y,Y,N,N,N,N,N,Y,N,224.49
Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,266.21
Y,N,N,N,N,N,N,N,N,N,N,210.44
Y,N,Y,N,N,N,N,N,N,Y,N,216.4
Y,Y,Y,N,Y,Y,N,N,N,N,Y,254.73
Y,Y,N,N,N,Y,Y,N,Y,N,N,227.39
Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,218.5
Y,Y,N,N,N,N,Y,N,Y,Y,N,223.68
Y,Y,N,Y,N,Y,N,Y,N,N,Y,251.91
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,229.56
Y,N,Y,Y,N,Y,Y,N,Y,N,N,228.27
Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,243.44
Y,Y,Y,Y,Y,Y,N,N,N,N,Y,251.8
Y,Y,N,Y,N,N,Y,Y,N,N,N,238.78
Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,251.3
Y,N,N,Y,N,N,Y,N,Y,Y,N,215.85
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,247.31
Y,N,Y,Y,N,N,N,Y,N,N,N,229.28
Y,Y,N,N,Y,Y,N,Y,N,N,Y,238.74
Y,N,N,N,Y,Y,N,N,N,N,Y,218.73
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,262.94
Y,N,Y,Y,N,N,Y,N,Y,Y,Y,248.2
Y,Y,N,N,N,N,Y,Y,Y,Y,N,225.62
Y,N,N,N,Y,N,Y,N,N,N,N,207.23
Y,N,N,N,N,N,Y,Y,Y,Y,Y,218.4
Y,N,Y,Y,Y,N,Y,N,N,N,N,230.8
Y,N,Y,N,N,N,N,N,N,N,N,219.64
Y,N,N,N,Y,N,Y,N,Y,N,N,203.56
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,267.17
Y,N,Y,N,N,Y,N,Y,N,N,N,224.18
Y,N,Y,N,Y,N,Y,N,Y,Y,Y,233.23
Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,254.26
Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,266.93
Y,Y,N,N,Y,Y,Y,Y,Y,N,N,227.12
Y,Y,Y,Y,N,Y,Y,N,N,N,N,255.23
Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,241.57
Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,251.43
Y,N,Y,Y,Y,Y,Y,N,N,N,Y,268.55
Y,N,N,N,N,N,Y,N,N,Y,N,200.66
Y,N,Y,Y,Y,N,N,Y,N,N,N,232.14
Y,Y,Y,Y,Y,Y,N,Y,N,N,N,254.89
Y,N,Y,N,Y,Y,Y,Y,Y,N,N,231.16
Y,N,N,Y,Y,N,Y,N,Y,N,Y,257.71
Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,252.62
Y,N,N,N,Y,N,Y,Y,Y,N,Y,214
