no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,429.643
Y,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,304.96
Y,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,263.823
Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,275.39
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,418.19
Y,N,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,305.457
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,652.55
Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,251.587
Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,413.913
Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,519.027
Y,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,262.233
Y,Y,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,712.54
Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,497.37
Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,588.67
Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,275.407
Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,690.217
Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,545.017
Y,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,N,270.153
Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,444.607
Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,607.377
Y,N,N,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,305.04
Y,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,616.087
Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,706.59
Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,414.687
Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,380.147
Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,445.667
Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,419.82
Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,741.887
Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,492.267
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,305
Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,535.86
Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,632.063
Y,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,447.423
Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,629.62
Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,418.123
Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,251.587
Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,264.38
Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,672.373
Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,428.263
Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,555.613
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,413.88
Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,721.757
Y,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,416.887
Y,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,305.173
Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,680.727
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,279.267
Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,432.677
Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,299.907
Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,266.51
Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,367.067
Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,299.733
Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,279.247
Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,252.963
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,575.863
Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,408.683
Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,299.85
Y,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,440.673
Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,310.153
Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,780.757
Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,617.207
Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,556.513
Y,N,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,730.01
Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,432.797
Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,821.527
Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,455.72
Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,561.743
Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,745.443
Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,580.73
Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,476.863
Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,712.953
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,433
Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,278.077
Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,687.147
Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,518.96
Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,579.023
Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,544.823
Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,291.01
Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,369.617
Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,279.303
Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,259.903
Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,519.027
Y,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,450.157
Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,279.757
Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,295.58
Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,652.433
Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,295.41
Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,262.277
Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,449.03
Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,510.183
Y,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,305.35
Y,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,511.373
Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,295.62
Y,N,N,N,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,511.507
Y,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,N,Y,N,495.56
Y,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,731.353
Y,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,446.6
Y,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,731.76
Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,263.403
Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,511.153
Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,299.69
Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,445.457
Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,291.2
Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,414.847
Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,291.603
Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,305.147
Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,652.653
Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,444.607
Y,N,N,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,521.843
Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,275.897
Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,484.29
Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,590.55
Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,257.973
Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,652.483
Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,627.813
Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,295.413
Y,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,279.357
Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,625.71
Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,535.8
Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,444.71
Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,492.353
Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,383.053
Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,253.127
Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,259.903
Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,425.063
Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,270.063
Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,543.083
Y,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,258.113
Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,731.193
Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,775.853
Y,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,295.577
Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,414.173
Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,613.517
Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,712.953
Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,432.773
Y,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,256.82
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,643.96
Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,492.127
Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,580.543
Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,279.81
Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,493.71
Y,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,N,N,268.557
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,361.703
Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,275.46
Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,268.883
Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,275.97
Y,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,262.233
Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,680.727
Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,279.157
Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,275.433
Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,645.51
Y,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,571.51
Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,706.063
Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,773.387
Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,Y,707.493
Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,562.57
Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,706.833
Y,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,433.223
Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,275.427
Y,N,Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,438.197
Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,492.623
Y,Y,N,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,286.427
Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,609.697
Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,494.267
Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,295.607
Y,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,N,444.6
Y,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,499.27
Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,544.74
Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,295.257
Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,418.19
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,244.28
Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,615.9
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,413.88
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,Y,492.13
Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,291.61
Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,305.03
Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,247.537
Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,424.49
Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,583.527
Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,436.117
Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,437.92
Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,580.543
Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,268.873
Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,310.327
Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,247.73
Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,716.033
Y,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,607.537
Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,628.757
Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,486.973
Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,N,256.32
Y,N,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,726.643
Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,287.05
Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,275.523
Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,305.433
Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,482.64
Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,279.333
Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,556.513
Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,414.847
Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,781.163
Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,690.217
Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,426.417
Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,444.52
Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,666.493
Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,543.217
Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,299.69
Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,268.11
Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,644.357
Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,291.577
Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,462.627
Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,446.63
Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,287.21
Y,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,731.76
Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,429.643
Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,Y,687.033
Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,379.457
Y,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,N,Y,590.18
Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,652.467
Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,254.013
Y,Y,N,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,492.307
Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,363.937
Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,544.75
Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,Y,576.54
Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,424.89
Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,508.607
Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,414.997
Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,476.31
Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,413.88
Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,615.093
Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,271.967
Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,257.877
Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,505.637
Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,417.633
Y,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,N,Y,818.04
Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,270.137
Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,462.5
Y,N,N,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,519.413
Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,476.1
Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,712.667
Y,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,N,445.577
Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,261.203
Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,Y,N,N,247.717
Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,268.397
Y,N,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,N,Y,712.637
