no_asm,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,rc_lookahead_20,rc_lookahead_40,rc_lookahead_60,ref,ref_1,ref_5,ref_9,Performance
Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N,425.063
Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,773.277
Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,544.58
Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,279.777
Y,N,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,511.58
Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,575.397
Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,490.043
Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,305.147
Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,445.837
Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,275.433
Y,N,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,601.59
Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,783.493
Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N,432.143
Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,262.51
Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,442.25
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,455.493
Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,721.757
Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,304.94
Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,275.453
Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,493.007
Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,408.84
Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,773.277
Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,426.75
Y,Y,N,N,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,687.473
Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,425.873
Y,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,278.227
Y,N,N,N,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,741.207
Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,N,427.753
Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,506.93
Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,Y,611.6
Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,299.96
Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,493.71
Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,251.823
Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,277.533
Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,408.07
Y,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,513.233
Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,252.963
Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,252.63
Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,643.96
Y,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,612.643
Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,N,Y,N,491.687
Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,510.837
Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,433.693
Y,N,N,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,383.26
Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,666.687
Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,295.423
Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,537.153
Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,249.44
Y,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,492.127
Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,492.427
Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,264.287
