N,N2,N3,M,All
575.553,712.917,259.807,256.333,299.647
286.287,561.96,742.463,310.317,299.703
514.17,244.39,268.557,407.757,254.587
414.67,260.55,262.61,276.103,254.177
279.81,780.757,413.913,249.44,261.077
488.26,246.543,310.673,291.067,260.497
555.203,613.763,416.263,429.643,244.39
631.053,683.763,714.667,304.96,249.497
262.233,246.41,429.643,263.823,244.23
562.923,631.043,498.827,275.39,249.363
643.983,299.843,430.697,418.19,254.733
561.96,295.68,611.043,305.457,254.033
706.59,712.637,652.55,652.55,244.303
246.237,444.333,492.127,251.587,244.353
486.817,291.61,511.733,413.913,261.31
462.627,379.4,305.5,519.027,249.64
305.283,687.473,383.89,262.233,260.617
279.083,421.113,305.433,712.54,249.463
,486.827,382.98,497.37,287.01
,275.453,299.96,588.67,286.287
,510.017,275.96,275.407,291.633
,310.753,433.153,690.217,291.01
,263.91,299.797,545.017,287.06
,492.36,783.783,270.153,291.62
,715.923,380.277,444.607,286.397
,712.54,712.54,607.377,291.15
,508.547,484.853,305.04,275.923
,555.58,494.257,616.087,275.387
,731.353,380.147,706.59,275.927
,433,666.25,414.687,275.433
,780.657,715.993,380.147,279.79
,436.117,494.267,445.667,279.777
,257.45,254.587,419.82,279.15
,310.673,707.597,741.887,279.15
,773.437,783.777,492.267,254.82
,310.793,509.803,305,254.11
,607.627,263.363,535.86,261.203
,413.913,287.113,632.063,260.637
,543.463,487.117,447.423,244.433
,279.753,253.08,629.62,249.73
,665.223,486.637,418.123,244.277
,627.5,510.837,251.587,249.44
,257.45,444.38,264.38,287.087
,275.31,262.567,672.373,286.43
,666.25,299.69,428.263,275.993
,482.04,462.473,555.613,275.417
,671.73,476.863,413.88,291.66
,425.063,256.82,721.757,279.753
,773.277,508.34,416.887,291.043
,544.58,492.427,305.173,279.153
,279.777,508.623,680.727,254.707
,511.58,726.6,279.267,254.013
,575.397,268.11,432.677,261.207
,490.043,687.6,299.907,260.55
,305.147,263.643,266.51,287.087
,445.837,286.44,367.067,291.61
,275.433,509.523,299.733,286.44
,601.59,379.4,279.247,290.917
,783.493,645.38,252.963,244.333
,432.143,680.563,575.863,244.28
,262.51,310.287,408.683,276.027
,442.25,482.877,299.85,275.47
,455.493,807.017,440.673,249.607
,721.757,275.417,310.153,279.81
,304.94,448.53,780.757,249.41
,275.453,486.827,617.207,279.267
,493.007,604.917,556.513,270.657
,408.84,276.027,730.01,270.07
,773.277,270.153,432.797,278.197
,426.75,652.55,821.527,277.813
,687.473,732.007,455.72,262.563
,425.873,544.58,561.743,268.787
,278.227,439.02,745.443,262.233
,741.207,683.42,580.73,268.397
,427.753,266.483,476.863,270.707
,506.93,427.477,712.953,270.153
,611.6,295.68,433,262.567
,299.96,299.85,278.077,262.29
,493.71,278.077,687.147,278.12
,251.823,573.4,518.96,268.873
,277.533,260.41,579.023,277.533
,408.07,269.95,544.823,268.207
,513.233,291.62,291.01,270.66
,252.963,521.51,369.617,270.137
,252.63,616.133,279.303,278.227
,643.96,604.483,259.903,277.853
,612.643,383.26,519.027,270.727
,491.687,295.36,450.157,278.077
,510.837,295.577,279.757,270.013
,433.693,286.337,295.58,277.563
,383.26,505.857,652.433,262.653
,666.687,263.847,295.41,262.17
,295.423,672.207,262.277,262.53
,537.153,486.973,449.03,262.277
,249.44,687.6,510.183,268.763
,492.127,380.277,305.35,268.883
,492.427,287.06,511.373,268.397
,264.287,706.063,295.62,268.263
,,476.953,511.507,256.727
,,365.04,495.56,256.333
,,368.63,731.353,263.437
,,425.247,446.6,262.793
,,493.44,731.76,246.487
,,741.887,263.403,251.87
,,666.493,511.153,246.4
,,514.17,299.69,251.573
,,715.993,445.457,256.82
,,517.123,291.2,256.34
,,299.907,414.847,246.543
,,275.923,291.603,246.273
,,683.52,305.147,263.207
,,416.263,652.653,251.823
,,671.4,444.607,262.643
,,419.397,521.843,251.587
,,256.72,275.897,256.667
,,291.577,484.29,256.273
,,299.77,590.55,263.253
,,279.927,257.973,262.61
,,432.757,652.483,256.72
,,487.583,627.813,263.073
,,818.04,295.413,256.32
,,432.77,279.357,262.51
,,270.09,625.71,246.41
,,424.49,535.8,246.2
,,515.663,444.71,246.58
,,576.277,492.353,246.237
,,607.033,383.053,251.787
,,742.463,253.127,251.86
,,310.263,259.903,251.53
,,433.693,425.063,251.637
,,254.82,270.063,305.457
,,291.067,543.083,305.173
,,259.963,258.113,310.697
,,476.127,731.193,310.287
,,257.463,775.853,295.49
,,275.973,295.577,299.813
,,286.427,414.173,295.427
,,260.38,613.517,299.707
,,432.667,712.953,305.443
,,437.92,432.773,305.04
,,680.557,256.82,295.61
,,493.44,643.96,295.503
,,414.833,492.127,310.777
,,244.23,580.543,299.907
,,556.327,279.81,310.317
,,368.63,493.71,299.627
,,449.383,268.557,287.05
,,291.66,361.703,286.427
,,535.8,275.46,291.59
,,607.7,268.883,291.067
,,246.273,275.97,287.107
,,445.457,262.233,291.577
,,413.913,680.727,286.4
,,407.757,279.157,291.2
,,305,275.433,276.01
,,432.773,645.51,275.56
,,509.273,571.51,275.973
,,780.657,706.063,275.453
,,652.55,773.387,279.753
,,515.663,707.493,279.89
,,383.26,562.57,279.247
,,286.43,706.833,279.157
,,562.57,433.223,305.503
,,645.54,275.427,305.03
,,295.427,438.197,310.697
,,275.417,492.623,310.25
,,817.353,286.427,295.68
,,291.61,609.697,299.75
,,609.33,494.267,295.36
,,446.68,295.607,299.69
,,444.38,444.6,287.21
,,494.233,499.27,286.28
,,490.473,544.74,275.897
,,571.35,295.257,275.523
,,665.23,418.19,291.673
,,510.01,244.28,279.74
,,455.513,615.9,291.173
,,299.867,413.88,279.26
,,,492.13,305.433
,,,291.61,305
,,,305.03,310.753
,,,247.537,310.283
,,,424.49,287.037
,,,583.527,291.603
,,,436.117,286.337
,,,437.92,291.21
,,,580.543,295.58
,,,268.873,295.447
,,,310.327,276.01
,,,247.73,275.407
,,,716.033,299.84
,,,607.537,279.903
,,,628.757,299.733
,,,486.973,279.193
,,,256.32,271.967
,,,726.643,279.357
,,,287.05,263.823
,,,275.523,269.917
,,,305.433,272.003
,,,482.64,263.643
,,,279.333,279.333
,,,556.513,269.95
,,,414.847,272.13
,,,781.163,279.533
,,,690.217,272.053
,,,426.417,279.303
,,,444.52,263.887
,,,666.493,263.753
,,,543.217,270.09
,,,299.69,270.063
,,,268.11,305.383
,,,644.357,310.607
,,,291.577,295.577
,,,462.627,299.867
,,,446.63,305.35
,,,287.21,295.62
,,,731.76,310.673
,,,429.643,299.89
,,,687.033,305.5
,,,379.457,310.687
,,,590.18,305.433
,,,652.467,310.673
,,,254.013,295.607
,,,492.307,295.683
,,,363.937,299.85
,,,544.75,299.96
,,,576.54,271.337
,,,424.89,279.037
,,,508.607,263.367
,,,414.997,269.733
,,,476.31,271.38
,,,413.88,263.363
,,,615.093,279.083
,,,271.967,269.523
,,,257.877,304.96
,,,505.637,310.227
,,,417.633,305.147
,,,818.04,310.327
,,,270.137,295.353
,,,462.5,295.423
,,,519.413,299.813
,,,476.1,299.797
,,,712.667,271.417
,,,445.577,279.097
,,,261.203,263.403
,,,247.717,269.583
,,,268.397,305.027
,,,712.637,295.413
,,,773.277,310.263
,,,714.667,299.677
,,,445.667,271.403
,,,680.647,279.013
,,,463.24,305.103
,,,295.527,310.253
,,,645.377,263.373
,,,263.887,295.41
,,,809.807,269.493
,,,576.247,299.677
,,,775.853,257.973
,,,516.767,264.293
,,,428.263,247.73
,,,279.037,252.963
,,,706.247,257.927
,,,493.44,247.507
,,,616.133,264.287
,,,665.283,253.01
,,,266.527,258.113
,,,821.52,264.38
,,,263.073,257.877
,,,276.103,264.33
,,,291.643,247.717
,,,651.287,247.693
,,,279.81,253.127
,,,299.813,253.08
,,,310.58,257.463
,,,268.883,263.91
,,,573.653,247.483
,,,428.157,252.827
,,,561.96,257.407
,,,428.027,247.667
,,,361.703,263.847
,,,279.217,252.78
,,,610.957,257.45
,,,505.857,263.853
,,,476.863,257.53
,,,286.44,263.92
,,,407.763,247.517
,,,576.247,247.537
,,,433,252.737
,,,588.67,252.63
,,,494.267,287.113
,,,279.247,291.643
,,,562.187,275.97
,,,378.283,279.84
,,,580.373,287.107
,,,462.473,275.96
,,,368.987,291.53
,,,817.99,279.757
,,,263.887,286.353
,,,433.267,291.14
,,,295.58,286.327
,,,369.81,291.057
,,,511.407,275.453
,,,310.263,275.427
,,,252.827,279.223
,,,775.663,279.217
,,,493.277,287.053
,,,277.813,291.483
,,,442.81,275.987
,,,310.287,279.853
,,,432.77,286.47
,,,733.217,275.39
,,,521.51,291.277
,,,256.82,279.13
,,,408.073,287.063
,,,382.98,291.587
,,,430.697,286.457
,,,278.197,291.237
,,,455.493,276.073
,,,683.42,275.46
,,,604.917,279.927
,,,279.777,279.247
,,,414.243,444.6
,,,573.4,446.633
,,,380.277,515.543
,,,262.643,518.143
,,,419.397,438.197
,,,456.617,507.75
,,,275.923,439.607
,,,407.687,509.273
,,,744.26,444.333
,,,305,446.6
,,,299.907,437.933
,,,556.513,439.26
,,,251.86,515.663
,,,259.84,507.39
,,,271.403,517.123
,,,304.997,508.623
,,,494.34,383.053
,,,609.2,382.12
,,,511.507,449.28
,,,476.223,448.53
,,,428.413,382.883
,,,,449.133
,,,,382.01
,,,,448.11
,,,,380.663
,,,,379.457
,,,,380.277
,,,,379.4
,,,,445.837
,,,,445.457
,,,,444.607
,,,,444.38
,,,,519.583
,,,,521.843
,,,,571.397
,,,,573.63
,,,,511.58
,,,,562.677
,,,,513.233
,,,,564.2
,,,,433.223
,,,,432.667
,,,,428.383
,,,,427.753
,,,,482.877
,,,,476.913
,,,,482.257
,,,,476.33
,,,,519.153
,,,,521.607
,,,,571.31
,,,,573.4
,,,,433.153
,,,,482.613
,,,,432.797
,,,,482.04
,,,,511.343
,,,,513
,,,,428.073
,,,,427.477
,,,,562.297
,,,,476.953
,,,,564.03
,,,,476.127
,,,,425.15
,,,,427.07
,,,,493.893
,,,,495.1
,,,,418.563
,,,,486.637
,,,,420.01
,,,,487.373
,,,,424.82
,,,,426.75
,,,,418.123
,,,,419.82
,,,,493.44
,,,,486.57
,,,,494.267
,,,,487.057
,,,,492.307
,,,,494.233
,,,,543.463
,,,,544.74
,,,,492.353
,,,,543.217
,,,,493.71
,,,,544.75
,,,,485.477
,,,,487.01
,,,,485.523
,,,,486.827
,,,,535.8
,,,,535.86
,,,,537.143
,,,,536.877
,,,,369.81
,,,,368.987
,,,,433.86
,,,,433
,,,,364.76
,,,,428.413
,,,,363.937
,,,,427.243
,,,,414.847
,,,,414.173
,,,,408.75
,,,,408.073
,,,,463.39
,,,,456.707
,,,,462.57
,,,,455.68
,,,,369.463
,,,,368.63
,,,,433.693
,,,,432.77
,,,,414.687
,,,,463.347
,,,,413.88
,,,,462.437
,,,,364.347
,,,,363.56
,,,,408.617
,,,,407.687
,,,,428.16
,,,,456.363
,,,,427.06
,,,,455.4
,,,,445.577
,,,,447.627
,,,,516.767
,,,,518.8
,,,,439.107
,,,,508.983
,,,,440.673
,,,,510.21
,,,,445.487
,,,,447.647
,,,,439.02
,,,,440.41
,,,,516.587
,,,,508.547
,,,,518.567
,,,,509.803
,,,,384.197
,,,,383.26
,,,,450.157
,,,,449.383
,,,,383.89
,,,,450.13
,,,,382.98
,,,,449.03
,,,,381.403
,,,,380.527
,,,,381.213
,,,,380.18
,,,,446.64
,,,,446.63
,,,,445.667
,,,,445.213
,,,,426.417
,,,,428.027
,,,,494.597
,,,,495.56
,,,,419.7
,,,,487.737
,,,,421.113
,,,,488.773
,,,,370.77
,,,,369.68
,,,,365.903
,,,,365.04
,,,,434.97
,,,,429.643
,,,,433.913
,,,,428.263
,,,,425.873
,,,,427.797
,,,,494.32
,,,,495.45
,,,,370.557
,,,,434.643
,,,,369.617
,,,,433.927
,,,,419.397
,,,,420.683
,,,,365.443
,,,,364.497
,,,,487.583
,,,,429.257
,,,,488.26
,,,,428.157
,,,,519.413
,,,,521.98
,,,,571.51
,,,,573.757
,,,,511.373
,,,,562.923
,,,,513.523
,,,,564.167
,,,,518.96
,,,,521.51
,,,,511.407
,,,,512.773
,,,,571.473
,,,,562.187
,,,,573.24
,,,,564.147
,,,,492.367
,,,,494.34
,,,,543.523
,,,,544.823
,,,,492.36
,,,,543.083
,,,,493.703
,,,,544.58
,,,,485.59
,,,,486.973
,,,,485.437
,,,,487.117
,,,,535.707
,,,,535.553
,,,,537.113
,,,,536.85
,,,,433.223
,,,,432.757
,,,,482.817
,,,,482.377
,,,,428.373
,,,,476.863
,,,,427.793
,,,,476.31
,,,,414.997
,,,,414.243
,,,,408.683
,,,,407.99
,,,,463.31
,,,,456.617
,,,,462.74
,,,,455.72
,,,,433.213
,,,,432.677
,,,,482.64
,,,,482.08
,,,,414.67
,,,,463.5
,,,,413.913
,,,,462.5
,,,,428.02
,,,,427.52
,,,,408.607
,,,,407.763
,,,,476.9
,,,,456.437
,,,,476.093
,,,,455.513
,,,,442.25
,,,,514.17
,,,,436.117
,,,,505.857
,,,,442.547
,,,,435.977
,,,,513.53
,,,,505.637
,,,,381.123
,,,,447.423
,,,,380.84
,,,,447.137
,,,,378.417
,,,,378.283
,,,,443.92
,,,,443.647
,,,,519.587
,,,,571.567
,,,,511.693
,,,,562.57
,,,,433.223
,,,,428.427
,,,,482.903
,,,,476.997
,,,,519.027
,,,,571.35
,,,,433.267
,,,,482.59
,,,,511.48
,,,,428.083
,,,,562.183
,,,,476.937
,,,,444.71
,,,,516.22
,,,,437.92
,,,,507.403
,,,,444.52
,,,,437.483
,,,,515.687
,,,,506.93
,,,,521.7
,,,,573.653
,,,,521.443
,,,,573.46
,,,,513.233
,,,,512.87
,,,,564.093
,,,,564.063
,,,,380.147
,,,,446.68
,,,,377.83
,,,,442.81
,,,,432.773
,,,,427.66
,,,,482.373
,,,,476.223
,,,,380.1
,,,,446.25
,,,,432.723
,,,,482.083
,,,,377.503
,,,,427.493
,,,,442.5
,,,,476.1
,,,,423.077
,,,,492.127
,,,,416.887
,,,,484.853
,,,,422.647
,,,,416.263
,,,,491.687
,,,,484.29
,,,,367.963
,,,,432.143
,,,,367.543
,,,,432.03
,,,,362.627
,,,,362.613
,,,,426.527
,,,,426.443
,,,,425.063
,,,,493.307
,,,,418.19
,,,,485.537
,,,,367.067
,,,,362.037
,,,,431
,,,,425.247
,,,,424.49
,,,,492.663
,,,,366.837
,,,,430.697
,,,,417.633
,,,,361.703
,,,,485.35
,,,,424.89
,,,,492.623
,,,,543.59
,,,,485.66
,,,,535.627
,,,,492.267
,,,,485.583
,,,,543.03
,,,,535.697
,,,,494.257
,,,,545.017
,,,,493.987
,,,,544.507
,,,,487.09
,,,,486.817
,,,,537.153
,,,,536.95
,,,,414.833
,,,,463.24
,,,,408.84
,,,,456.74
,,,,414.23
,,,,408.07
,,,,462.627
,,,,455.64
,,,,414.737
,,,,463.363
,,,,414.033
,,,,462.473
,,,,408.627
,,,,407.757
,,,,456.37
,,,,455.493
,,,,611.043
,,,,740.21
,,,,602.713
,,,,730.01
,,,,610.823
,,,,601.59
,,,,739.903
,,,,729.3
,,,,510.01
,,,,631.043
,,,,509.523
,,,,630.577
,,,,507.247
,,,,506.88
,,,,627.053
,,,,627.113
,,,,721.487
,,,,817.793
,,,,712.743
,,,,807.333
,,,,580.737
,,,,576.54
,,,,672.373
,,,,666.553
,,,,721.757
,,,,817.34
,,,,580.73
,,,,672.137
,,,,712.81
,,,,576.217
,,,,807.017
,,,,666.25
,,,,585.35
,,,,711.233
,,,,579.177
,,,,704.22
,,,,584.82
,,,,579.023
,,,,711.293
,,,,703.5
,,,,687.39
,,,,780.93
,,,,687.093
,,,,780.657
,,,,680.647
,,,,680.617
,,,,773.67
,,,,773.277
,,,,496.893
,,,,615.337
,,,,491.52
,,,,609.33
,,,,561.927
,,,,556.513
,,,,652.467
,,,,645.447
,,,,496.23
,,,,615.057
,,,,561.96
,,,,652.55
,,,,491.237
,,,,556.327
,,,,608.997
,,,,645.377
,,,,615.287
,,,,743.163
,,,,605.273
,,,,732.007
,,,,614.57
,,,,604.917
,,,,743.123
,,,,731.193
,,,,508.71
,,,,629.62
,,,,508.423
,,,,629.39
,,,,506.36
,,,,506.223
,,,,625.797
,,,,625.71
,,,,588.673
,,,,713.673
,,,,581.407
,,,,705.453
,,,,495.723
,,,,490.473
,,,,613.763
,,,,607.627
,,,,588.67
,,,,713.39
,,,,495.49
,,,,613.397
,,,,581.243
,,,,490.043
,,,,704.807
,,,,607.377
,,,,726.89
,,,,821.52
,,,,716.033
,,,,809.937
,,,,726.51
,,,,715.923
,,,,821.963
,,,,809.57
,,,,690.59
,,,,784.02
,,,,690.463
,,,,783.493
,,,,683.75
,,,,683.42
,,,,775.853
,,,,775.803
,,,,580.543
,,,,671.73
,,,,575.863
,,,,665.223
,,,,561.79
,,,,555.58
,,,,651.703
,,,,644.157
,,,,580.373
,,,,671.4
,,,,561.373
,,,,651.203
,,,,575.477
,,,,555.203
,,,,665.283
,,,,643.96
,,,,613.447
,,,,742.463
,,,,604.887
,,,,731.76
,,,,613.517
,,,,604.483
,,,,741.887
,,,,731.41
,,,,511.507
,,,,632.943
,,,,511.733
,,,,632.827
,,,,509.893
,,,,509.473
,,,,629.337
,,,,629.397
,,,,721.873
,,,,817.99
,,,,712.87
,,,,807.437
,,,,580.74
,,,,576.48
,,,,672.6
,,,,666.687
,,,,721.867
,,,,817.353
,,,,580.607
,,,,672.207
,,,,712.727
,,,,576.247
,,,,806.923
,,,,666.33
,,,,617.42
,,,,745.597
,,,,607.927
,,,,734.21
,,,,616.96
,,,,607.7
,,,,745.443
,,,,733.763
,,,,726.917
,,,,821.76
,,,,726.6
,,,,821.51
,,,,715.827
,,,,715.747
,,,,809.807
,,,,809.53
,,,,510.837
,,,,631.737
,,,,508.767
,,,,628.15
,,,,580.477
,,,,575.663
,,,,671.747
,,,,665.2
,,,,510.89
,,,,631.583
,,,,580.41
,,,,671.55
,,,,508.607
,,,,575.553
,,,,627.813
,,,,665.167
,,,,588.54
,,,,713.577
,,,,581.813
,,,,706.247
,,,,588.2
,,,,581.717
,,,,712.953
,,,,706.063
,,,,499.27
,,,,617.207
,,,,498.827
,,,,616.97
,,,,493.96
,,,,493.543
,,,,611.6
,,,,611.433
,,,,590.55
,,,,715.737
,,,,584.977
,,,,707.597
,,,,497.803
,,,,493.007
,,,,615.9
,,,,609.887
,,,,590.837
,,,,715.583
,,,,497.37
,,,,616.133
,,,,583.847
,,,,492.427
,,,,707.493
,,,,609.697
,,,,687.473
,,,,781.163
,,,,680.563
,,,,773.437
,,,,687.033
,,,,680.727
,,,,780.79
,,,,773.463
,,,,690.873
,,,,783.783
,,,,690.39
,,,,783.517
,,,,683.52
,,,,683.543
,,,,775.81
,,,,775.68
,,,,561.847
,,,,652.483
,,,,556.63
,,,,645.51
,,,,561.933
,,,,555.633
,,,,651.64
,,,,644.16
,,,,561.97
,,,,652.373
,,,,561.333
,,,,651.2
,,,,556.34
,,,,555.18
,,,,645.38
,,,,644.033
,,,,612.97
,,,,604.747
,,,,612.643
,,,,604.123
,,,,511.153
,,,,510.857
,,,,509.37
,,,,509.033
,,,,721.563
,,,,712.917
,,,,580.877
,,,,576.41
,,,,722.037
,,,,580.627
,,,,712.637
,,,,576.277
,,,,587.773
,,,,581.513
,,,,587.24
,,,,581.107
,,,,687.6
,,,,687.147
,,,,680.557
,,,,680.477
,,,,498.49
,,,,493.277
,,,,561.96
,,,,556.513
,,,,497.99
,,,,562.067
,,,,492.937
,,,,556.307
,,,,741.59
,,,,731.353
,,,,741.207
,,,,731.217
,,,,632.127
,,,,632.063
,,,,628.757
,,,,628.497
,,,,712.54
,,,,705.397
,,,,616.687
,,,,610.957
,,,,712.667
,,,,616.61
,,,,705.213
,,,,610.687
,,,,818.04
,,,,807.273
,,,,817.34
,,,,807
,,,,780.93
,,,,780.757
,,,,773.387
,,,,773.22
,,,,672.413
,,,,666.503
,,,,652.653
,,,,645.54
,,,,672.213
,,,,652.433
,,,,666.493
,,,,645.303
,,,,616.62
,,,,607.537
,,,,616.087
,,,,607.033
,,,,510.183
,,,,510.017
,,,,508.34
,,,,508.003
,,,,726.79
,,,,715.993
,,,,580.543
,,,,575.7
,,,,726.643
,,,,580.577
,,,,715.907
,,,,575.397
,,,,744.893
,,,,733.777
,,,,744.26
,,,,733.217
,,,,821.527
,,,,821.757
,,,,809.97
,,,,809.5
,,,,631.283
,,,,627.5
,,,,671.697
,,,,665.293
,,,,631.053
,,,,671.5
,,,,627.24
,,,,665.23
,,,,590.18
,,,,583.527
,,,,589.74
,,,,583.427
,,,,497.333
,,,,496.78
,,,,492.13
,,,,491.697
,,,,715.25
,,,,706.833
,,,,615.093
,,,,609.2
,,,,714.667
,,,,615.06
,,,,706.59
,,,,608.68
,,,,690.717
,,,,683.763
,,,,690.217
,,,,683.257
,,,,783.877
,,,,783.777
,,,,775.663
,,,,775.54
,,,,561.743
,,,,555.613
,,,,651.49
,,,,644.357
,,,,561.42
,,,,651.287
,,,,555.26
,,,,643.983
